units_sold_360,units_sold,partType,vehicleMaxQty,isDevelopment,make,category,subCat,year,TotalVIO,HasPartsAuthorityPurchased,HasWorldPacPurchased,HasSSFPurchased,sale_year_rank
599,377,Power Steering Pressure Switch,1,False,Volkswagen,Electrical,Sensors & Senders,2020,464798,True,True,False,7
128,146,Disc Brake Pad Wear Sensor,1,False,Land Rover,Brakes,Sensors & Senders,2019,22730,False,True,False,3
41,36,Window Regulator,1,False,Mercedes-Benz,Body,Regulators,2020,19247,True,True,False,8
780,1327,Suspension Stabilizer Bar Bushing Kit,1,False,Mercedes-Benz,Suspension,Mountings & Bushings,2016,177255,True,True,True,10
1804,2806,Secondary Air Injection Pump,1,False,Volkswagen,Engine,Emissions,2019,948000,True,True,True,7
251,314,Door Window Switch,2,False,Volkswagen,Electrical,"Relays, Switches, Solenoids",2016,108279,True,True,False,7
934,1511,Engine Crankcase Vent Kit,1,False,BMW,Engine,"Hoses, Pipes, Tubes",2018,784728,True,True,True,4
362,440,Hood Lift Support,1,False,Volkswagen,Body,Lift Struts,2020,657215,False,False,False,5
435,235,Windshield Seal,1,False,Jaguar,Body,Gaskets & Seals,2019,9092,True,True,False,20
315,291,Suspension Control Arm Bushing,2,False,Volkswagen,Suspension,Mountings & Bushings,2020,1120246,True,False,False,9
169,135,Engine Crankcase Breather Hose,1,True,Porsche,Fuel,Emissions,2020,20492,True,True,True,1
254,72,Engine Coolant Temperature Sensor,1,False,Maybach,Electrical,Sensors & Senders,2019,958796,False,True,False,1
11,23,Engine Coolant Hose,1,True,Jaguar,Cooling,"Hoses, Pipes, Tubes",2017,13263,False,True,False,3
105,4,Engine Oil Pan,1,False,Toyota,Engine,Engine Mechanical,2016,1525103,True,True,False,2
836,1050,Exhaust Muffler Mount,4,True,Jaguar,Exhaust,Mountings & Bushings,2020,1671,False,True,False,14
662,264,Engine Coolant Hose,1,True,Triumph,Cooling,"Hoses, Pipes, Tubes",2017,2485,True,False,False,9
16,10,Cabin Air Temperature Sensor,1,True,BMW,Climate Control,Sensors & Senders,2021,427237,False,True,False,8
151,149,HVAC Heater Hose,1,True,Volvo,Cooling,"Hoses, Pipes, Tubes",2019,56986,True,True,True,20
269,508,Suspension Control Arm Bushing,2,True,Jaguar,Suspension,Mountings & Bushings,2016,33430,True,True,True,10
32,432,License Plate Light,2,True,Mercedes-Benz,Electrical,License Plate Lamp,2021,330340,False,False,True,0
262,205,Suspension Control Arm Bushing,2,False,BMW,Suspension,Mountings & Bushings,2020,154288,True,False,False,14
182,65,HVAC Blower Motor,1,False,Volvo,Climate Control,Motors & Servos,2016,339137,True,False,True,0
593,429,Wheel Hub,4,True,Mercedes-Benz,Drivetrain & Hub,Bearings & Hubs,2020,314345,False,True,False,1
86,35,Battery Hold Down Clamp,2,True,Porsche,Electrical,Hardware,2019,9583,True,True,True,0
2,13,Window Regulator,1,False,BMW,Body,Regulators,2020,11147,False,True,False,1
174,123,Universal Joint,2,False,MG,Steering,Steering,2020,53537,False,True,False,21
99,83,Interior Door Handle,1,True,Porsche,Body,Doors & Windows,2019,9583,True,False,True,4
34,50,Suspension Control Arm Bushing,1,False,Volkswagen,Suspension,Mountings & Bushings,2021,162295,True,False,False,10
539,342,Engine Oil Cooler,1,False,Audi,Engine,Engine Mechanical,2018,638001,True,True,True,0
246,332,Exterior Door Handle,2,False,BMW,Body,Doors & Windows,2019,154866,True,True,False,8
489,361,Engine Coolant Bypass Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2020,12988,True,True,False,21
89,79,Power Steering Reservoir Hose,1,True,BMW,Steering,"Hoses, Pipes, Tubes",2020,86595,False,True,False,7
18,2,Disc Brake Pad Wear Sensor,2,False,Porsche,Brakes,Sensors & Senders,2021,4254,False,False,False,12
115,109,Suspension Control Arm,1,False,BMW,Suspension,Control Arms,2017,125897,True,False,False,11
98,58,HVAC Heater Hose,1,True,Porsche,Cooling,"Hoses, Pipes, Tubes",2021,5513,False,True,True,5
15,4,Suspension Camber Strut,1,False,Mercedes-Benz,Suspension,Control Arms,2020,816772,False,True,False,2
408,173,Suspension Stabilizer Bar Link Bushing,8,True,Jaguar,Suspension,Stabilizers,2021,2919,True,True,False,22
102,102,Suspension Control Arm,2,False,Volkswagen,Suspension,Control Arms,2020,209948,True,False,False,10
22,7,Fuel System Expansion Tank,1,True,Porsche,Fuel,Emissions,2019,9583,False,False,True,3
40,59,HVAC Blower Motor Resistor,1,False,Volkswagen,Climate Control,Motors & Servos,2016,325510,True,True,False,2
327,477,Engine Oil Pan,1,False,Volkswagen,Engine,Engine Mechanical,2017,984468,True,True,True,0
7,10,Trunk Lid Seal,1,True,Jaguar,Body,Gaskets & Seals,2017,36316,False,True,False,0
62,8,Fuel Tank Sending Unit,1,False,Chevrolet,Fuel,Sensors & Senders,2018,131,False,True,False,0
246,874,Engine Coolant Reservoir,1,False,Cadillac,Cooling,Expansion Tanks & Parts,2019,2862878,False,True,False,1
63,37,Engine Crankcase Breather Hose,1,False,Volkswagen,Fuel,Emissions,2018,82251,True,False,False,0
437,296,Suspension Control Arm Bushing,2,False,Audi,Suspension,Mountings & Bushings,2018,2599046,True,True,False,5
968,353,Suspension Strut Bumper,2,False,Volkswagen,Suspension,Mountings & Bushings,2016,695177,True,True,False,3
1502,772,Ignition Switch,1,False,Audi,Electrical,"Relays, Switches, Solenoids",2016,1691810,True,True,False,6
337,333,Door Window Switch,2,True,BMW,Electrical,"Relays, Switches, Solenoids",2019,154156,False,True,True,14
149,669,Engine Crankcase Breather Hose,1,False,Volkswagen,Fuel,Emissions,2016,218910,True,True,False,4
1360,929,Clutch Pedal Bushing,2,True,Porsche,Body,Mountings & Bushings,2020,43945,True,True,True,4
24,45,Engine Mount,1,False,Mercedes-Benz,Engine,Mountings & Bushings,2021,237534,False,True,False,1
58,61,Suspension Ball Joint,2,False,BMW,Suspension,Ball Joints,2021,531473,True,True,False,11
90,112,Multi Purpose Relay,1,True,Mercedes-Benz,Electrical,"Relays, Switches, Solenoids",2018,86161,True,True,True,9
286,268,Door Window Seal,1,False,Mercedes-Benz,Body,Gaskets & Seals,2016,3375,True,True,True,17
644,13,Multi Purpose Relay,1,False,Dodge,Electrical,"Relays, Switches, Solenoids",2019,3836489,False,True,False,6
174,61,Universal Joint,2,False,Lincoln,Steering,Steering,2019,53537,False,True,False,20
21,38,Engine Coolant Reservoir,1,False,Volkswagen,Cooling,Expansion Tanks & Parts,2020,166938,False,False,False,0
50,25,Turn Signal Switch,1,False,Volkswagen,Electrical,"Relays, Switches, Solenoids",2017,35403,False,False,False,7
48,64,Radiator Coolant Hose,1,False,BMW,Cooling,"Hoses, Pipes, Tubes",2018,7922,True,False,False,12
834,614,Disc Brake Caliper Piston Boot,8,True,Porsche,Brakes,Gaskets & Seals,2020,29123,True,True,True,7
219,533,Shock Absorber Bushing,2,True,Jaguar,Suspension,Mountings & Bushings,2016,41528,True,True,False,1
89,55,Engine Crankcase Breather Hose,1,True,Mercedes-Benz,Fuel,Emissions,2020,28220,True,True,True,3
190,234,Engine Intake Manifold,1,False,Oldsmobile,Engine,Fuel Supply,2021,1863309,True,True,False,3
213,265,Engine Coolant Reservoir,1,True,Jaguar,Cooling,Expansion Tanks & Parts,2019,27049,True,False,True,4
578,444,Radiator Coolant Hose,1,False,Saab,Cooling,"Hoses, Pipes, Tubes",2021,54788,True,True,True,19
787,460,Engine Oil Level Sensor Cover,1,False,Volkswagen,Engine,Engine Mechanical,2017,208211,True,True,True,3
1695,437,Multi Purpose Relay,1,False,Saab,Electrical,"Relays, Switches, Solenoids",2017,4607795,True,True,False,3
12,36,Engine Oil Dipstick,1,True,Porsche,Engine,Miscellaneous,2018,472,False,False,True,1
39,38,A/C Hose Assembly,1,False,Jaguar,Climate Control,"Hoses, Pipes, Tubes",2020,10227,True,True,False,20
234,317,Radiator Coolant Hose Kit,1,True,Triumph,Cooling,"Hoses, Pipes, Tubes",2021,2485,True,True,False,12
274,296,Engine Crankcase Breather Hose,1,False,Audi,Fuel,Emissions,2020,66406,True,True,True,8
573,410,Power Brake Booster Seal,1,True,Mercedes-Benz,Brakes,Hardware,2021,3685402,True,True,True,4
67,80,Radiator Coolant Hose,1,False,Mini,Cooling,"Hoses, Pipes, Tubes",2018,86936,True,False,False,7
145,229,Engine Intake Manifold,1,False,Cadillac,Engine,Fuel Supply,2021,3261404,True,True,False,1
38,26,Dash Panel Overlay,1,False,Mercedes-Benz,Accessories,Wood Trim,2020,68327,True,True,False,21
269,269,Clutch Slave Cylinder,1,True,MG,Drivetrain & Hub,Hydraulic Cylinders,2017,33913,True,True,False,7
115,81,Engine Oil Cooler,1,False,Audi,Engine,Engine Mechanical,2020,760070,True,True,False,0
299,263,Radiator Coolant Hose,1,False,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2020,27836,True,True,False,10
3220,1200,Ignition Switch,1,False,Volkswagen,Electrical,"Relays, Switches, Solenoids",2019,161703,True,True,False,9
83,79,Turn Signal Switch,1,False,Mercedes-Benz,Electrical,"Relays, Switches, Solenoids",2018,51425,True,True,True,8
666,221,Suspension Control Arm,1,False,Mercedes-Benz,Suspension,Control Arms,2018,724345,True,True,False,5
124,110,HVAC Heater Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2018,7348,True,True,False,19
78,84,Convertible Top Cable,1,True,Porsche,Body,"Cables, Controls, Levers",2020,14161,True,True,True,1
72,68,Brake Pedal Spring,1,True,Porsche,Body,Miscellaneous,2020,31293,True,True,True,2
44,79,ABS Wheel Speed Sensor,1,False,Lexus,Brakes,Sensors & Senders,2021,216582,False,True,False,1
367,250,Fuse Box,1,True,Audi,Electrical,Engine Electrical,2019,42083,True,True,True,1
481,652,HVAC Heater Hose,1,True,Volvo,Cooling,"Hoses, Pipes, Tubes",2016,52506,True,True,True,17
21,15,Steering Tie Rod End,1,False,Saab,Steering,Steering,2021,56274,False,False,False,12
579,191,Engine Coolant Temperature Switch,1,False,BMW,Electrical,"Relays, Switches, Solenoids",2019,334622,False,True,False,13
151,115,Back Glass Seal,1,False,BMW,Body,Gaskets & Seals,2018,5650,False,False,False,19
131,610,Trunk Lid Lift Support,2,True,Jaguar,Body,Lift Struts,2016,49149,False,True,False,7
653,752,Automatic Transmission Fluid Filler Plug,1,True,Volkswagen,Transmission,Caps & Boots,2020,1196865,True,True,True,3
40,51,Trunk Lid Lift Support,2,False,Volkswagen,Body,Lift Struts,2016,79243,False,False,False,1
154,165,HVAC Blower Motor Resistor,1,False,Dodge,Climate Control,Motors & Servos,2021,134675,False,False,True,4
140,68,Door Seal,1,False,Jaguar,Body,Gaskets & Seals,2016,1979,False,False,False,17
1440,1956,Suspension Strut Mount,2,False,BMW,Suspension,Mountings & Bushings,2017,1328282,True,True,False,11
74,60,HVAC Heater Hose,1,False,Saab,Cooling,"Hoses, Pipes, Tubes",2019,2085,True,True,True,17
796,229,Engine Coolant Pipe,1,True,Audi,Cooling,Engine Mechanical,2016,22093,True,True,True,0
1622,195,Disc Brake Caliper Piston Seal,8,True,Porsche,Brakes,Gaskets & Seals,2017,29123,True,True,True,5
165,62,Steering Tie Rod End,1,False,Mercedes-Benz,Steering,Steering,2018,275175,True,True,False,3
171,531,Engine Intake Manifold Gasket,6,True,Jaguar,Engine,Gaskets & Seals,2018,108634,True,False,False,4
199,199,Radiator Coolant Hose,1,False,Volvo,Cooling,"Hoses, Pipes, Tubes",2020,59105,True,True,True,13
45,11,Radiator Coolant Hose,1,False,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2016,1949,True,True,False,14
985,442,Suspension Trailing Arm Bushing,4,False,BMW,Suspension,Mountings & Bushings,2016,618383,True,True,False,8
73,128,Turbocharger Intercooler Hose,1,False,Volvo,Fuel,"Turbo, Parts & Controls",2018,77480,True,True,True,12
69,90,Fuel Pump Relay,2,True,Volvo,Electrical,"Relays, Switches, Solenoids",2021,52730,True,True,True,12
1,14,Disc Brake Pad Wear Sensor,1,False,BMW,Brakes,Sensors & Senders,2017,1526,False,False,False,6
573,616,Trunk Lid Lift Support,1,True,Porsche,Body,Lift Struts,2017,30671,True,True,True,11
70,106,HVAC Blower Motor,1,False,Mini,Climate Control,Motors & Servos,2021,433619,True,True,True,3
264,155,Engine Water Pump,1,False,Volkswagen,Cooling,Water Pumps,2017,1049773,True,True,False,6
3253,2658,Turn Signal Relay,1,False,BMW,Electrical,"Relays, Switches, Solenoids",2016,755059,True,True,False,4
778,113,Ignition Coil,8,False,Land Rover,Electrical,Ignition System,2017,143586,False,True,False,0
337,538,Multi Purpose Relay,2,False,Eagle,Electrical,"Relays, Switches, Solenoids",2021,1565108,True,False,False,7
415,474,A/C Expansion Valve,1,False,BMW,Climate Control,Expansion Valve,2021,122574,True,True,False,16
299,247,Exterior Light Bulb Socket,2,True,Saab,Electrical,Miscellaneous,2021,137724,True,True,False,4
496,350,Automatic Transmission Filter,1,False,Mercedes-Benz,Transmission,Filters,2018,1603860,True,True,False,12
36,32,Engine Mount,1,False,Audi,Engine,Mountings & Bushings,2020,90640,False,True,False,0
4010,2584,Radiator Drain Plug,1,True,BMW,Cooling,Radiator / Matrix,2021,616723,True,True,True,7
773,175,Engine Oil Pan,1,False,Hyundai,Engine,Engine Mechanical,2020,1565832,False,True,False,0
264,232,Trunk Lid Seal,1,False,Mercedes-Benz,Body,Gaskets & Seals,2020,5205,True,True,False,21
120,112,Suspension Control Arm and Ball Joint Assembly,1,False,BMW,Suspension,Control Arms,2019,34111,True,True,False,5
75,78,Engine Oil Pan,1,False,Volkswagen,Engine,Engine Mechanical,2016,112300,True,True,True,1
1066,917,Suspension Control Arm Bushing Kit,1,False,BMW,Suspension,Mountings & Bushings,2020,462953,True,True,False,14
143,77,Suspension Control Arm,1,False,BMW,Suspension,Control Arms,2018,45561,True,True,False,6
348,205,Tail Light Lens Seal,2,True,Mercedes-Benz,Electrical,Tail Lamps,2019,30116,True,True,True,0
280,1081,Disc Brake Pad Wear Sensor,1,False,BMW,Brakes,Sensors & Senders,2016,209655,True,True,False,6
334,348,Radiator Coolant Hose,1,False,MG,Cooling,"Hoses, Pipes, Tubes",2018,2976,True,True,False,19
119,122,Engine Mount,1,False,Audi,Engine,Mountings & Bushings,2021,2192,True,True,False,3
99,68,Suspension Strut Mount,2,False,Saab,Suspension,Mountings & Bushings,2020,18965,True,True,True,8
91,164,Engine Cooling Fan Blade,1,False,BMW,Cooling,Fans,2018,33234,True,False,False,10
58,58,Suspension Trailing Arm Bushing Set,1,False,BMW,Suspension,Mountings & Bushings,2021,560612,False,True,False,1
15,29,Rack and Pinion Mount Bushing,1,True,Jaguar,Steering,Mountings & Bushings,2018,26898,False,True,False,6
743,796,Suspension Trailing Arm Bushing,2,True,Jaguar,Suspension,Mountings & Bushings,2021,25742,True,True,False,22
164,247,Cup Holder,1,False,Mercedes-Benz,Body,Interior Trim,2017,283781,True,True,True,3
261,179,Door Seal,1,False,Mercedes-Benz,Body,Gaskets & Seals,2017,5205,True,True,False,18
225,184,Air Filter Housing Strap,4,True,Porsche,Engine,Engine Mechanical,2018,3922,True,True,True,1
255,396,Engine Cooling Fan Switch,1,False,Volkswagen,Electrical,"Relays, Switches, Solenoids",2017,251831,True,True,False,5
161,136,Auxiliary Engine Cooling Fan Assembly,1,False,BMW,Cooling,Fans,2019,464420,True,True,True,2
4572,3214,Engine Coolant Thermostat Housing Seal,1,True,Saab,Engine,Gaskets & Seals,2016,212308,True,True,True,9
444,187,Engine Coolant Reservoir,1,False,Volvo,Cooling,Expansion Tanks & Parts,2019,317022,True,True,False,1
660,714,Fuel Tank Sending Unit,1,True,Mercedes-Benz,Fuel,Sensors & Senders,2020,67284,True,True,True,1
489,1956,Engine Crankcase Breather Hose,1,True,Volkswagen,Fuel,Emissions,2018,44311,True,True,True,6
77,68,Engine Cooling Fan Shroud,1,False,BMW,Cooling,Fans,2020,14765,True,True,False,8
75,42,Engine Oil Pan,1,False,Volkswagen,Engine,Engine Mechanical,2018,112300,True,True,True,3
1130,483,Suspension Control Arm Bushing,4,True,Jaguar,Suspension,Mountings & Bushings,2019,33533,True,True,False,20
275,388,Suspension Control Arm,1,False,Pontiac,Suspension,Control Arms,2021,1052469,True,False,False,4
119,116,Suspension Control Arm Bushing,4,False,Audi,Suspension,Mountings & Bushings,2020,175886,True,True,False,3
4,5,Suspension Control Arm Bushing,2,False,Mercedes-Benz,Suspension,Mountings & Bushings,2021,314345,False,False,False,1
298,149,HVAC Heater Control Valve,1,False,Chevrolet,Climate Control,"Cables, Controls, Levers",2021,58572,True,True,False,12
383,331,Suspension Stabilizer Bar Bushing Bracket,2,True,Porsche,Suspension,Mountings & Bushings,2020,82016,True,True,True,3
79,92,Suspension Control Arm and Ball Joint Assembly,1,False,Volkswagen,Suspension,Control Arms,2018,102720,True,True,False,3
152,88,Disc Brake Pad Wear Sensor,1,False,Jaguar,Brakes,Sensors & Senders,2020,33276,False,True,False,1
51,72,Steering Tie Rod End,1,False,BMW,Steering,Steering,2018,36402,True,False,False,4
66,30,Engine Coolant Thermostat / Water Inlet Assembly,1,False,Mazda,Cooling,Thermostats,2019,133662,True,False,False,0
190,221,Battery Tray,1,True,Porsche,Electrical,Charging System,2019,3301,True,True,True,4
404,354,PCV Valve Hose Nipple,1,True,Saab,Fuel,Emissions,2019,32155,True,True,False,5
1973,2956,Drive Shaft Flex Joint,1,True,Jaguar,Drivetrain & Hub,Driveshaft,2017,2182331,True,True,False,18
301,437,Door Latch Striker Pin,2,False,Audi,Body,Doors & Windows,2016,20100,False,True,False,3
190,188,Battery Tray,1,True,Porsche,Electrical,Charging System,2016,3301,True,True,True,1
80,66,HVAC Heater Hose,1,True,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2020,19489,True,True,True,1
9,4,Windshield Wiper Switch,1,False,Volkswagen,Electrical,"Relays, Switches, Solenoids",2017,5282,False,True,False,7
54,71,Engine Oil Cooler,1,False,Dodge,Engine,Engine Mechanical,2021,150006,True,True,False,1
318,499,HVAC Heater Hose,1,False,BMW,Cooling,"Hoses, Pipes, Tubes",2017,121862,True,True,False,11
240,538,Fuel Injection Accelerator Rod Boot,1,True,Porsche,Fuel,Fuel Supply,2017,44049,False,True,True,0
1565,1515,Automatic Transmission Valve Body Sealing Sleeve,1,True,Lincoln,Transmission,Caps & Boots,2021,1581153,True,True,False,7
10,14,HVAC Heater Hose,1,False,Volvo,Cooling,"Hoses, Pipes, Tubes",2016,10830,True,True,False,10
397,349,Suspension Control Arm Kit,1,False,Audi,Suspension,Control Arms,2019,299355,True,False,True,9
3449,4583,Window Regulator Roller,10,False,Saab,Body,Doors & Windows,2019,278806,True,True,False,8
389,630,Suspension Strut Bumper,2,False,BMW,Suspension,Mountings & Bushings,2018,188899,True,True,False,5
44,51,Trunk Lock,1,True,Porsche,Body,Hinges & Latches,2020,9069,True,False,True,2
316,468,Throttle Lever,1,True,Porsche,Fuel,"Cables, Controls, Levers",2016,14024,True,True,True,4
47,52,Suspension Control Arm,1,False,Volvo,Suspension,Control Arms,2016,101213,True,True,False,8
54,58,Drive Belt Tensioner,1,False,Porsche,Engine,Pulleys & Tensioners,2021,168990,False,True,False,4
219,176,Drive Belt Tensioner Assembly,1,False,Toyota,Engine,Pulleys & Tensioners,2020,2253904,True,True,False,0
666,300,Disc Brake Pad Wear Sensor,1,False,BMW,Brakes,Sensors & Senders,2016,529896,True,True,False,1
3810,3720,Engine Oil Drain Plug,1,False,Audi,Engine,Engine Mechanical,2016,2567509,True,True,False,2
1041,459,HVAC Heater Hose,1,True,Triumph,Cooling,"Hoses, Pipes, Tubes",2019,2485,True,True,False,10
144,169,Engine Coolant Reservoir Hose,1,False,Volvo,Cooling,"Hoses, Pipes, Tubes",2020,65555,True,True,True,14
6,7,Fuel Tank Sending Unit,1,False,Dodge,Fuel,Sensors & Senders,2021,10566,False,False,False,2
99,75,Brake Pedal Spring,1,True,Porsche,Body,Miscellaneous,2019,22811,False,True,True,4
173,418,Engine Oil Pan,1,False,Audi,Engine,Engine Mechanical,2016,54323,True,False,False,6
29,118,ABS Wheel Speed Sensor,2,False,Porsche,Brakes,Sensors & Senders,2021,1067143,True,False,False,0
228,195,Radiator Coolant Hose Connector,1,False,Volkswagen,Cooling,Miscellaneous,2018,1191487,False,True,False,0
521,431,Headlight Door Bezel,1,True,Mercedes-Benz,Electrical,Headlamps,2019,70193,True,True,True,20
280,387,A/C Receiver Drier,1,False,Mercedes-Benz,Climate Control,Driers & Accumulators,2016,28345,True,True,True,16
337,538,Multi Purpose Relay,2,False,Porsche,Electrical,"Relays, Switches, Solenoids",2021,1565108,True,False,False,7
14,29,Suspension Strut Bumper,1,False,BMW,Suspension,Mountings & Bushings,2020,98785,False,False,False,0
156,154,Engine Cooling Fan Clutch,1,False,Jaguar,Cooling,Clutches,2021,34127,True,True,False,6
176,159,Back Glass Lift Support,2,True,Porsche,Body,Lift Struts,2020,68227,True,True,False,9
161,268,Disc Brake Hardware Kit,1,True,Porsche,Brakes,Hardware,2019,56721,True,True,True,0
202,253,Electric Fuel Pump,1,False,Volkswagen,Fuel,Fuel Supply,2019,208776,True,True,False,5
337,28,Multi Purpose Relay,2,False,Jeep,Electrical,"Relays, Switches, Solenoids",2017,1565108,True,False,False,3
579,372,Engine Coolant Temperature Switch,1,False,Porsche,Electrical,"Relays, Switches, Solenoids",2021,334622,False,True,False,15
2120,1132,HVAC Heater Blend Door Actuator,1,False,GMC,Climate Control,Motors & Servos,2020,4802497,True,True,False,2
33,42,Suspension Control Arm Bushing,2,False,Mercedes-Benz,Suspension,Mountings & Bushings,2021,177255,True,False,False,9
103,162,Power Steering Reservoir,1,True,Volvo,Steering,Steering,2021,184889,True,True,True,5
962,1236,Hood Lift Support,2,False,BMW,Body,Lift Struts,2021,506324,False,True,False,4
41,40,Radiator Coolant Hose,1,False,Land Rover,Cooling,"Hoses, Pipes, Tubes",2019,16433,True,True,False,10
6213,4179,Engine Coolant Level Sensor,1,False,BMW,Electrical,Sensors & Senders,2019,2827097,True,True,True,11
816,479,Suspension Ball Joint,2,False,Mercedes-Benz,Suspension,Ball Joints,2021,427281,True,True,False,9
186,42,HVAC Heater Control Valve O-Ring,1,False,Audi,Climate Control,Gaskets & Seals,2017,4139187,True,True,False,3
93,91,Drive Belt Idler Pulley,1,False,Mazda,Engine,Pulleys & Tensioners,2020,4485179,True,False,False,1
95,38,Suspension Control Arm,1,False,Audi,Suspension,Control Arms,2017,75379,True,True,False,1
95,619,HVAC Heater Blend Door Actuator,1,False,Hummer,Climate Control,Motors & Servos,2019,4657829,True,True,False,1
186,162,Engine Oil Pan,1,False,Honda,Engine,Engine Mechanical,2020,630453,True,True,False,6
52,48,HVAC Heater Hose,1,False,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2018,27867,True,True,True,12
962,1052,Hood Lift Support,2,True,Porsche,Body,Lift Struts,2021,101371,False,True,True,3
302,297,Suspension Strut Bumper,2,False,BMW,Suspension,Mountings & Bushings,2019,65259,True,True,True,6
580,599,HVAC Blower Motor Resistor,1,False,Cadillac,Climate Control,Motors & Servos,2019,3047093,True,True,False,0
252,151,Engine Oil Filler Cap,1,False,Audi,Engine,Caps & Boots,2016,79788,True,False,False,1
58,85,HVAC Heater Blend Door Actuator,1,False,Ford,Climate Control,Motors & Servos,2021,3129748,True,False,False,3
145,60,Suspension Control Arm Bushing,2,False,BMW,Suspension,Mountings & Bushings,2018,286478,False,False,False,0
576,627,Radiator Coolant Hose,1,False,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2020,3375,True,True,True,21
67,92,Hood Scoop,1,False,Mini,Accessories,Exterior Trim,2020,86936,True,False,False,13
15,16,Engine Crankcase Breather Hose,1,True,Mercedes-Benz,Fuel,Emissions,2018,5762,True,True,False,1
1670,1829,Engine Crankcase Breather Hose,1,True,Volvo,Fuel,Emissions,2020,259740,True,True,True,8
242,373,Disc Brake Pad Wear Sensor,1,False,BMW,Brakes,Sensors & Senders,2016,132353,False,False,False,8
403,400,Suspension Control Arm Bushing Kit,1,True,Porsche,Suspension,Mountings & Bushings,2020,44662,True,True,True,5
145,204,Drive Shaft Mount,1,True,Jaguar,Drivetrain & Hub,Mountings & Bushings,2019,8249,False,True,False,20
57,56,Window Channel,2,False,Mercedes-Benz,Body,Gaskets & Seals,2020,8562,False,True,False,14
33,80,Suspension Control Arm Bushing,2,False,Mercedes-Benz,Suspension,Mountings & Bushings,2016,40889,True,True,False,4
9514,6738,Headlight Bulb,2,False,Cadillac,Electrical,Headlamps,2020,7142799,True,True,False,2
35,47,Diesel Exhaust Fluid (DEF) Heater,1,False,Volkswagen,Exhaust,Emissions,2020,93888,True,True,False,2
45,317,Power Brake Booster Vacuum Valve,1,False,BMW,Brakes,Miscellaneous,2017,84150,True,True,False,3
26,55,Radiator Coolant Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2016,32000,True,True,True,8
65,86,Engine Oil Cooler Hose Assembly,1,True,Volvo,Engine,"Hoses, Pipes, Tubes",2019,52689,True,True,False,6
29,47,Suspension Stabilizer Bar Bushing Bracket,2,True,Porsche,Suspension,Mountings & Bushings,2020,9583,False,True,False,1
99,133,Engine Crankcase Breather Hose,1,True,Volvo,Fuel,Emissions,2016,195103,True,True,True,1
72,90,Brake Pedal Spring,1,True,Porsche,Body,Miscellaneous,2021,31293,True,True,True,3
927,494,Windshield Washer Pump,1,False,Mercedes-Benz,Body,Wiper & Washer System,2019,339663,True,True,True,7
2552,3823,HVAC Heater Control Valve Kit,1,True,Mercedes-Benz,Climate Control,Thermostats,2021,138081,True,True,True,3
199,112,Windshield Seal,1,True,Porsche,Body,Gaskets & Seals,2019,34750,True,True,True,3
368,211,Disc Brake Pad Wear Sensor,1,False,BMW,Brakes,Sensors & Senders,2020,286478,False,True,False,2
48,19,Radiator Coolant Hose,1,False,BMW,Cooling,"Hoses, Pipes, Tubes",2019,7922,True,False,False,13
50,61,Vent Window Weatherstrip,1,True,MG,Body,Gaskets & Seals,2021,31842,False,False,False,13
2266,1920,Engine Oil Pressure Sensor,1,True,Mini,Electrical,Sensors & Senders,2020,771964,True,True,True,2
0,6,Door Window Switch,1,False,Volkswagen,Electrical,"Relays, Switches, Solenoids",2018,6214,False,False,False,9
340,218,Hood Seal,1,True,Porsche,Body,Gaskets & Seals,2017,35079,True,True,False,1
17,48,Radiator Coolant Hose,1,False,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2016,4625,True,True,True,17
42,39,HVAC Servo,1,False,Volkswagen,Climate Control,Motors & Servos,2021,207317,True,True,False,7
293,333,A/C Expansion Valve,1,False,Porsche,Climate Control,Expansion Valve,2017,120109,True,True,True,12
414,209,Suspension Strut Dust Sleeve,2,False,Audi,Suspension,Shocks & Springs,2017,1190244,False,True,False,0
181,58,Engine Air Intake Hose,1,True,Porsche,Fuel,"Hoses, Pipes, Tubes",2019,9259,False,True,False,3
1504,1403,Headlight Bucket Drain Tube,4,True,Porsche,Electrical,Headlamps,2018,52203,False,True,False,2
29,37,Radiator Coolant Hose,1,True,Land Rover,Cooling,"Hoses, Pipes, Tubes",2020,11057,True,False,False,11
177,157,Radiator Coolant Hose,1,True,Saab,Cooling,"Hoses, Pipes, Tubes",2020,37253,True,True,False,10
111,130,Tail Light Lens Seal,2,True,BMW,Electrical,Tail Lamps,2021,2910,False,True,True,6
264,213,Radiator Coolant Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2018,21671,True,True,True,14
914,766,Engine Coolant Reservoir,1,False,BMW,Cooling,Expansion Tanks & Parts,2019,88050,True,True,False,7
496,350,Automatic Transmission Filter,1,False,Dodge,Transmission,Filters,2018,1603860,True,True,False,12
