units_sold_360,units_sold,partType,vehicleMaxQty,isDevelopment,make,category,subCat,year,TotalVIO,HasPartsAuthorityPurchased,HasWorldPacPurchased,HasSSFPurchased,sale_year_rank
1655,2212,Drive Shaft Center Support,1,False,BMW,Drivetrain & Hub,Driveshaft,2020,1392972,True,True,True,8
540,516,Engine Crankcase Vent Valve,1,False,Volkswagen,Fuel,Emissions,2017,167664,True,True,True,5
439,1131,Engine Coolant Thermostat Housing,1,True,BMW,Cooling,Flanges & Housings,2017,33224,True,True,True,11
144,207,Exterior Door Handle,1,False,BMW,Body,Doors & Windows,2018,160773,True,True,True,4
87,73,Suspension Control Arm Bushing Kit,1,True,Mercedes-Benz,Suspension,Mountings & Bushings,2020,90662,False,True,False,9
246,290,Cup Holder,1,False,Porsche,Body,Interior Trim,2021,116617,True,True,True,1
61,56,Window Regulator,1,False,Volkswagen,Body,Regulators,2017,300398,True,False,True,6
72,78,Drive Belt Tensioner,1,False,Buick,Engine,Pulleys & Tensioners,2020,2284909,True,False,False,0
42,61,Automatic Transmission Shift Handle,1,False,Mercedes-Benz,Accessories,Shift Knobs,2017,80614,True,True,False,18
460,572,Disc Brake Hardware Kit,2,True,Porsche,Brakes,Hardware,2021,179710,False,True,True,2
662,494,Ignition Coil,6,False,Buick,Electrical,Ignition System,2018,14290,True,True,False,3
253,250,Window Regulator,1,False,BMW,Body,Regulators,2020,88050,True,True,True,12
102,118,HVAC Heater Hose,1,False,Land Rover,Cooling,"Hoses, Pipes, Tubes",2020,17095,True,True,True,14
571,161,Universal Joint,2,False,Volvo,Steering,Steering,2019,53906,False,True,True,20
143,33,Suspension Control Arm Bushing,2,False,Land Rover,Suspension,Mountings & Bushings,2018,198127,False,True,False,0
51,104,Fuel Pump Module Assembly,1,False,Mercedes-Benz,Fuel,Fuel Supply,2017,98377,True,False,True,3
106,20,Ignition Switch Retainer,1,True,Porsche,Electrical,"Relays, Switches, Solenoids",2018,5369,False,False,True,2
108,99,Cup Holder,1,False,BMW,Body,Interior Trim,2020,64302,True,False,False,6
5077,2106,Power Steering Reservoir Cap Seal,1,True,BMW,Steering,Gaskets & Seals,2016,2517178,True,True,True,2
81,124,Radiator Coolant Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2019,30967,True,True,True,15
1126,1834,Suspension Strut Bumper,2,False,BMW,Suspension,Mountings & Bushings,2016,315970,True,True,False,3
148,145,Engine Oil Pan,1,False,Volkswagen,Engine,Engine Mechanical,2016,95110,True,True,True,1
177,99,Engine Coolant Pipe,1,True,BMW,Cooling,Engine Mechanical,2020,135712,True,True,True,2
36,30,Headlight Trim Ring,1,False,Mercedes-Benz,Accessories,Exterior Trim,2018,80491,False,False,False,11
60,57,Suspension Control Arm Bushing Kit,1,False,BMW,Suspension,Mountings & Bushings,2020,102727,True,True,False,6
13,11,Power Steering Reservoir,1,False,Volkswagen,Steering,Steering,2016,7445,False,False,False,3
54,346,Radiator Coolant Hose,1,True,Volvo,Cooling,"Hoses, Pipes, Tubes",2017,41859,True,True,True,10
1707,1539,Drive Belt Tensioner Pulley,1,False,Chrysler,Engine,Pulleys & Tensioners,2019,902644,True,True,True,1
3291,2406,Fuel Pump Mount,4,False,Mercedes-Benz,Fuel,Mountings & Bushings,2019,121784,True,True,True,20
3427,11106,Disc Brake Pad Wear Sensor,8,False,Chrysler,Brakes,Sensors & Senders,2017,645036,True,True,False,9
29,26,Radiator Coolant Hose,1,False,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2019,2348,False,True,False,19
53,40,Trunk Lid Lift Support,2,False,BMW,Body,Lift Struts,2019,11391,False,True,False,2
1049,938,Suspension Strut Bumper,2,False,BMW,Suspension,Mountings & Bushings,2019,359364,True,True,False,6
292,301,Engine Water Pump,1,False,Volkswagen,Cooling,Water Pumps,2021,109757,True,True,False,7
2114,1852,Emblem Retainer,22,True,Porsche,Body,Miscellaneous,2019,158273,False,True,False,0
40,49,HVAC Heater Hose,1,False,BMW,Cooling,"Hoses, Pipes, Tubes",2019,35604,True,True,False,13
75,95,Fuel Pump Module Assembly,1,False,Audi,Fuel,Fuel Supply,2017,178253,True,True,True,3
58,49,HVAC Heater Blend Door Actuator,1,False,Mercury,Climate Control,Motors & Servos,2019,3393841,True,True,False,1
1574,2436,Disc Brake Pad Wear Sensor,2,False,Porsche,Brakes,Sensors & Senders,2016,237284,True,True,False,7
130,434,ABS Wheel Speed Sensor,2,False,Mercedes-Benz,Brakes,Sensors & Senders,2021,271792,False,False,True,0
193,253,Antenna Mast,1,True,Mini,Electrical,Antenna,2016,254954,True,True,True,4
26,168,Exterior Door Handle,2,False,Chrysler,Body,Doors & Windows,2019,17685,True,False,False,0
45,40,Power Steering Reservoir Hose,1,True,Porsche,Steering,"Hoses, Pipes, Tubes",2020,26923,True,True,True,1
32,34,Ignition Coil,1,False,Kia,Electrical,Ignition System,2021,63331,True,False,False,3
152,148,Electric Fuel Pump,1,False,Porsche,Fuel,Fuel Supply,2018,67467,True,True,False,6
68,68,Automatic Transmission Mount,2,True,BMW,Transmission,Mountings & Bushings,2016,158039,False,False,False,0
121,86,Suspension Control Arm,1,False,Jaguar,Suspension,Control Arms,2019,100654,True,True,False,1
27,54,HVAC Blower Motor,1,False,Audi,Climate Control,Motors & Servos,2016,7447,True,True,False,7
315,897,Suspension Control Arm Bushing,2,False,Audi,Suspension,Mountings & Bushings,2017,1120246,True,False,False,6
33,80,Radiator Coolant Hose,1,False,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2017,24246,True,False,False,18
3535,3580,Engine Camshaft Oiler Kit,16,True,Mercedes-Benz,Engine,Engine Mechanical,2021,57509,True,True,False,5
334,349,Multi Purpose Relay,1,True,Land Rover,Electrical,"Relays, Switches, Solenoids",2020,71559,True,True,False,15
147,128,Engine Mount,1,False,BMW,Engine,Mountings & Bushings,2020,74921,True,True,False,13
1834,783,Engine Crankcase Breather Hose,1,True,Mercedes-Benz,Fuel,Emissions,2019,844402,True,True,True,4
485,362,A/C Receiver Drier,1,False,Jaguar,Climate Control,Driers & Accumulators,2021,17852,True,True,False,22
57,61,Radiator Coolant Hose,1,False,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2021,2348,True,True,False,19
1048,443,Engine Coolant Hose,1,True,Triumph,Cooling,"Hoses, Pipes, Tubes",2017,2485,True,True,False,8
241,3,Engine Coolant Temperature Sensor,1,True,Volvo,Electrical,Sensors & Senders,2016,61386,False,True,False,7
933,1023,Drive Belt Tensioner,1,False,Audi,Engine,Pulleys & Tensioners,2021,773233,True,True,True,12
16,169,Engine Crankcase Breather Hose,1,True,Volvo,Fuel,Emissions,2016,50124,True,True,False,8
79,588,Fuel Pump Seal,1,True,Hummer,Fuel,Gaskets & Seals,2021,34662359,False,True,False,0
9514,2031,Headlight Bulb,2,False,Audi,Electrical,Headlamps,2019,7142799,True,True,False,1
14,100,Suspension Stabilizer Bar Link,2,False,Audi,Suspension,Stabilizers,2016,71315,True,False,False,3
487,573,HVAC Blower Motor,1,False,Mercedes-Benz,Climate Control,Motors & Servos,2020,115625,True,True,False,3
321,218,Coil Spring Shim,2,True,BMW,Suspension,Mountings & Bushings,2019,151134,True,True,True,6
376,204,Power Antenna,1,False,Porsche,Electrical,Antenna,2018,256672,True,True,False,18
881,728,Seat Belt Guide,1,True,BMW,Body,Miscellaneous,2020,77675,True,True,True,2
39,45,Engine Mount,1,False,BMW,Engine,Mountings & Bushings,2018,9639,True,True,True,12
2514,2225,Engine Coolant Temperature Sensor,1,False,Jaguar,Electrical,Sensors & Senders,2019,486197,True,True,True,13
223,210,Engine Air Intake Hose,1,True,BMW,Fuel,"Hoses, Pipes, Tubes",2021,27481,True,True,True,7
62,24,Fog Light Lens,1,True,Porsche,Electrical,Fog Lamps,2017,19301,True,True,True,4
76,84,Suspension Strut Bumper,2,True,Jaguar,Suspension,Mountings & Bushings,2019,70202,False,True,True,3
128,90,Engine Cooling Fan Clutch,1,True,Audi,Cooling,Clutches,2019,61441,True,True,False,0
186,226,Radiator Coolant Hose,1,False,BMW,Cooling,"Hoses, Pipes, Tubes",2017,7704,True,True,True,12
2343,2317,Steering Tie Rod Assembly,2,True,Porsche,Steering,Steering,2021,40049,True,True,True,11
871,1069,Drive Belt Tensioner,1,False,Mercedes-Benz,Engine,Pulleys & Tensioners,2019,1159151,True,True,True,3
1684,1108,Automatic Transmission Shifter Slide Cover,1,True,Chrysler,Body,Miscellaneous,2017,99397,True,True,True,2
347,1154,Door Window Switch,2,False,BMW,Electrical,"Relays, Switches, Solenoids",2016,107635,True,True,True,10
5,34,Engine Oil Cooler Gasket Set,1,False,BMW,Engine,Gaskets & Seals,2021,234264,False,False,False,0
826,820,Radio Antenna,1,False,Porsche,Electrical,Antenna,2021,141017,True,True,True,2
237,182,Engine Timing Belt Roller,1,False,Seat,Engine,Pulleys & Tensioners,2020,563424,True,True,False,11
644,17,Multi Purpose Relay,1,False,Saab,Electrical,"Relays, Switches, Solenoids",2017,3836489,False,True,False,4
241,236,Ignition Lock Cylinder,1,False,Mercedes-Benz,Electrical,Miscellaneous,2017,90890,False,True,False,2
370,7,Drive Belt Tensioner,1,False,Mini,Engine,Pulleys & Tensioners,2021,86936,True,False,True,4
1637,751,Engine Valve Cover Washer Seal,13,True,Jaguar,Engine,Gaskets & Seals,2019,23772,True,True,False,8
51,43,Suspension Bearing Bracket Bushing,2,False,Mercedes-Benz,Suspension,Mountings & Bushings,2020,51425,False,True,False,7
122,148,Brake Master Cylinder,1,False,BMW,Brakes,Hydraulic Cylinders,2019,2922,False,True,False,9
204,250,Engine Variable Timing Adjuster Gasket,1,True,BMW,Engine,Gaskets & Seals,2021,212013,True,True,False,3
131,130,Turn Signal Light Assembly,1,False,Volvo,Electrical,Turn Indicator Lamps,2021,50131,True,True,False,22
80,84,Hatch Lift Support,2,True,Land Rover,Body,Lift Struts,2020,6397,True,False,False,13
27,31,Door Seal,1,False,Mercedes-Benz,Body,Gaskets & Seals,2021,193572,False,False,True,18
626,574,Disc Brake Caliper Guide Bushing Kit,4,True,BMW,Brakes,Hardware,2020,3778393,True,True,True,0
15,15,Engine Coolant Hose,1,False,Porsche,Cooling,"Hoses, Pipes, Tubes",2021,16909,False,True,False,13
642,478,Drive Belt Tensioner,1,False,Jeep,Engine,Pulleys & Tensioners,2020,95326,True,True,True,4
358,93,Manual Transmission Transaxle Mount,1,False,Volkswagen,Transmission,Mountings & Bushings,2016,1194404,False,True,False,4
12,13,HVAC Servo,1,False,Volkswagen,Climate Control,Motors & Servos,2020,304317,True,False,False,6
2514,1615,Engine Coolant Temperature Sensor,1,False,Volvo,Electrical,Sensors & Senders,2020,486197,True,True,True,14
28,26,Steering Tie Rod End,2,False,BMW,Steering,Steering,2021,5650,False,True,False,8
329,375,HVAC Blower Motor,1,True,Mercedes-Benz,Climate Control,Motors & Servos,2016,33617,True,True,True,4
31,52,Engine Coolant Bypass Hose,1,False,Saab,Cooling,"Hoses, Pipes, Tubes",2020,4624,False,True,False,17
322,689,Engine Cooling Fan Blade,1,False,Volkswagen,Cooling,Fans,2017,224634,True,True,True,7
123,104,Trunk Lid Lift Support,2,True,Mini,Body,Lift Struts,2019,50292,True,True,False,1
33,37,Suspension Strut Bumper,2,False,Volkswagen,Suspension,Mountings & Bushings,2021,497674,False,True,False,7
58,66,Hood Lift Support,2,True,BMW,Body,Lift Struts,2021,46635,True,False,False,12
242,258,Engine Coolant Reservoir Cap,1,False,Audi,Cooling,Caps & Boots,2021,274730,True,False,False,9
154,139,Door Mirror,1,False,MG,Body,Doors & Windows,2020,6675,True,False,False,13
3067,3503,Engine Oil Dipstick Tube,1,False,Volkswagen,Engine,Miscellaneous,2019,230234,True,True,False,9
59,24,Steering Tie Rod End,1,False,Volvo,Steering,Steering,2020,41859,True,True,False,12
179,197,Engine Coolant Reservoir,1,False,Mercedes-Benz,Cooling,Expansion Tanks & Parts,2019,41848,True,True,True,2
141,137,Engine Water Pump,1,False,BMW,Cooling,Water Pumps,2019,54636,False,False,False,14
377,242,Engine Water Pump,1,False,Porsche,Cooling,Water Pumps,2019,19790,True,True,False,7
42,36,Engine Coolant Reservoir Hose,1,False,Mini,Cooling,"Hoses, Pipes, Tubes",2017,81602,False,True,True,6
41,41,Door Seal,1,False,Mercedes-Benz,Body,Gaskets & Seals,2019,19247,True,True,False,20
45,88,Engine Air Intake Hose,1,True,Porsche,Fuel,"Hoses, Pipes, Tubes",2018,4965,True,True,True,0
19,23,Engine Variable Timing Solenoid,1,False,Buick,Engine,"Relays, Switches, Solenoids",2021,546193,False,False,False,1
119,95,Suspension Strut Spacer,2,True,Porsche,Suspension,Mountings & Bushings,2019,53129,False,True,True,1
450,372,Suspension Ball Joint,2,False,Volkswagen,Suspension,Ball Joints,2020,146355,True,True,False,10
6,36,Suspension Stabilizer Bar Link,1,False,Audi,Suspension,Stabilizers,2016,73015,False,False,False,3
141,9749,Windshield Washer Pump Grommet,2,True,BMW,Body,Wiper & Washer System,2018,3744694,True,True,True,6
7,186,Suspension Stabilizer Bar Link,1,False,BMW,Suspension,Stabilizers,2016,154866,True,False,False,8
174,116,Universal Joint,2,False,Avanti,Steering,Steering,2018,53537,False,True,False,19
174,226,Universal Joint,2,False,GMC,Steering,Steering,2021,53537,False,True,False,22
31,21,Engine Coolant Bleed Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2020,14124,True,True,True,12
96,142,Engine Timing Belt Tensioner Roller,1,False,Audi,Engine,Pulleys & Tensioners,2018,216280,True,False,False,9
99,134,Suspension Control Arm,1,False,BMW,Suspension,Control Arms,2019,366815,True,True,False,1
58,5,Steering Column Universal Joint Assembly,2,True,Porsche,Steering,Steering,2020,43147,True,True,True,2
43,22,Engine Coolant Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2016,47776,True,False,False,9
190,104,Fog Light Lens,2,True,Porsche,Electrical,Fog Lamps,2018,91625,True,True,True,2
9514,11051,Headlight Bulb,2,False,Aston Martin,Electrical,Headlamps,2021,7142799,True,True,False,3
56,118,Disc Brake Pad Wear Sensor,4,False,Porsche,Brakes,Sensors & Senders,2016,6200,False,False,False,7
1930,1012,Engine Oil Pan,1,False,Audi,Engine,Engine Mechanical,2018,420741,True,True,False,4
246,357,Disc Brake Pad Wear Sensor,1,False,Mini,Brakes,Sensors & Senders,2019,160369,True,False,False,11
67,53,HVAC Blower Motor Resistor,1,False,Mercedes-Benz,Climate Control,Motors & Servos,2021,42236,True,True,False,11
108,102,Disc Brake Pad Wear Sensor,2,False,Freightliner,Brakes,Sensors & Senders,2017,33039,False,True,False,7
58,27,Engine Torque Damper Bushing,1,False,Volkswagen,Engine,Mountings & Bushings,2019,352072,False,True,False,0
2,28,Steering Tie Rod End,1,False,Audi,Steering,Steering,2016,274642,True,True,False,0
13,10,Engine Timing Belt Tensioner Roller,1,False,Volvo,Engine,Pulleys & Tensioners,2021,168886,True,False,False,10
55,72,Suspension Strut Mount,2,False,Volvo,Suspension,Mountings & Bushings,2018,52689,True,True,False,10
46,21,Fender Molding Set,1,False,Mercedes-Benz,Accessories,Exterior Trim,2018,68612,False,True,False,19
40,67,License Plate Bracket,1,False,BMW,Body,Miscellaneous,2017,130177,False,True,False,10
7,4,A/C Hose Assembly,1,False,BMW,Climate Control,"Hoses, Pipes, Tubes",2018,34462,False,False,False,7
1684,1848,Automatic Transmission Shifter Slide Cover,1,True,Dodge,Body,Miscellaneous,2018,99397,True,True,True,3
123,126,Hood Lift Support,1,False,Volkswagen,Body,Lift Struts,2020,223923,False,False,False,3
120,88,Engine Oil Cooler Hose Assembly,1,False,Volvo,Engine,"Hoses, Pipes, Tubes",2019,18901,True,True,True,11
80,191,Suspension Stabilizer Bar Link,2,False,Mercedes-Benz,Suspension,Stabilizers,2016,526205,True,True,False,6
102,81,Vapor Canister Shut-Off Valve Hose,1,True,Volvo,Fuel,"Hoses, Pipes, Tubes",2020,94841,True,True,True,11
414,333,Suspension Strut Dust Sleeve,2,False,Audi,Suspension,Shocks & Springs,2021,1190244,False,True,False,4
825,607,Exterior Door Handle,1,False,GMC,Body,Doors & Windows,2020,8202349,True,True,False,8
193,270,Antenna Mast,1,True,Mini,Electrical,Antenna,2017,254954,True,True,True,5
65,104,Engine Cooling Fan Clutch,1,False,Land Rover,Cooling,Clutches,2017,47920,True,True,True,4
26,22,Drive Belt Tensioner,1,False,Volkswagen,Engine,Pulleys & Tensioners,2020,23793,False,False,False,7
550,657,Power Steering Reservoir Hose,1,False,BMW,Steering,"Hoses, Pipes, Tubes",2020,523851,True,True,False,10
865,639,Windshield Washer Pump,2,False,Mercedes-Benz,Body,Wiper & Washer System,2019,873857,True,True,False,9
37,35,Engine Oil Filter Gasket,1,True,Porsche,Engine,Gaskets & Seals,2018,235274,False,False,False,2
67,88,Hatch Lift Support,2,False,Audi,Body,Lift Struts,2019,17279,False,True,False,2
327,491,Disc Brake Pad Wear Sensor,1,False,BMW,Brakes,Sensors & Senders,2018,174684,True,False,False,3
514,443,Convertible Top Cable,2,True,Porsche,Body,"Cables, Controls, Levers",2020,72430,True,True,True,2
37,105,Engine Coolant Reservoir Cap,1,False,BMW,Cooling,Caps & Boots,2018,47833,False,False,False,11
106,234,Engine Coolant Bypass Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2021,2130,True,True,False,22
76,62,Brake Master Cylinder,1,True,Triumph,Brakes,Hydraulic Cylinders,2020,2485,True,True,False,11
22,1338,Hatch Handle,1,True,Mercedes-Benz,Body,Doors & Windows,2021,314345,False,True,True,0
38,27,Turn Signal Light Lens,1,True,Porsche,Electrical,Turn Indicator Lamps,2017,3805,True,True,True,1
340,239,Drive Belt Idler Pulley,1,False,Mercedes-Benz,Engine,Pulleys & Tensioners,2021,187777,True,True,True,9
210,250,Suspension Control Arm,1,False,BMW,Suspension,Control Arms,2016,154866,True,False,False,6
254,245,Engine Coolant Hose,1,True,BMW,Cooling,"Hoses, Pipes, Tubes",2021,141856,False,True,False,2
41,139,Window Regulator,1,False,Mercedes-Benz,Body,Regulators,2016,39251,True,True,True,8
191,228,Targa Top Seal,1,False,Porsche,Body,Gaskets & Seals,2016,40548,True,True,True,9
62,52,A/C Expansion Valve,1,False,Porsche,Climate Control,Expansion Valve,2019,528238,False,True,False,14
23,144,Suspension Stabilizer Bar Bushing,2,True,Jaguar,Suspension,Mountings & Bushings,2016,70202,True,False,False,6
251,298,Door Window Switch,2,False,Volkswagen,Electrical,"Relays, Switches, Solenoids",2021,108279,True,True,False,12
216,189,Engine Crankcase Breather Hose,1,True,Mercedes-Benz,Fuel,Emissions,2019,29738,False,True,True,7
62,119,Spark Plug Cover Seal,6,True,Porsche,Engine,Gaskets & Seals,2017,8563,False,False,False,3
115,261,Suspension Control Arm,1,False,Volvo,Suspension,Control Arms,2018,224385,True,True,False,8
96,72,Suspension Control Arm and Ball Joint Assembly,1,False,Audi,Suspension,Control Arms,2019,102720,True,True,False,4
129,130,Drive Belt Tensioner,1,False,Plymouth,Engine,Pulleys & Tensioners,2019,183182,True,True,False,0
127,130,Windshield Washer Pump,2,False,Volvo,Body,Wiper & Washer System,2016,441736,False,False,False,1
74,9,Steering Tie Rod End,2,False,Mercedes-Benz,Steering,Steering,2018,177255,True,False,False,8
147,183,Steering Tie Rod End,1,False,Mercedes-Benz,Steering,Steering,2018,177255,True,False,False,11
72,173,Brake Pedal Spring,1,True,Porsche,Body,Miscellaneous,2018,31293,True,True,True,0
154,165,Door Mirror,1,False,MG,Body,Doors & Windows,2021,6675,True,False,False,14
120,155,Turn Signal Switch,1,False,Volkswagen,Electrical,"Relays, Switches, Solenoids",2016,93252,True,True,False,6
933,545,Engine Oil Pressure Switch,1,False,Volvo,Electrical,Sensors & Senders,2019,1062813,True,True,False,12
21,20,HVAC Heater Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2016,14498,True,True,False,15
163,320,Clutch Pedal Spring,1,True,Porsche,Transmission,Miscellaneous,2018,13742,False,True,True,0
275,535,Suspension Control Arm and Ball Joint Assembly,1,False,Audi,Suspension,Control Arms,2016,542549,True,True,False,6
1083,1017,Engine Torque Damper Bushing,1,False,Audi,Engine,Mountings & Bushings,2020,225018,True,True,False,7
349,287,Engine Coolant Thermostat Housing,1,False,Audi,Cooling,Flanges & Housings,2016,157419,True,True,True,3
163,122,Engine Mount,1,True,Saab,Engine,Mountings & Bushings,2020,54151,True,True,True,3
43,45,Disc Brake Pad Wear Sensor,1,False,Land Rover,Brakes,Sensors & Senders,2021,21812,False,True,False,10
101,97,Window Crank Handle,1,False,Volkswagen,Body,Doors & Windows,2019,29643,False,True,False,6
326,1023,Engine Coolant Temperature Sensor,1,True,Volvo,Electrical,Sensors & Senders,2016,115341,True,True,False,5
45,508,Power Antenna,1,False,Porsche,Electrical,Antenna,2021,434354,False,False,True,0
293,285,Engine Compartment Seal,1,False,Porsche,Engine,Gaskets & Seals,2020,31959,True,True,True,7
227,479,Engine Coolant Reservoir,1,False,BMW,Cooling,Expansion Tanks & Parts,2018,64774,True,False,True,4
67,321,Instrument Panel Light Socket,1,True,Mercedes-Benz,Electrical,Sockets & Harness,2018,255262,False,True,False,0
3309,2191,Manual Transmission Shift Bushing Kit,1,False,Volkswagen,Transmission,"Cables, Controls, Levers",2019,161909,True,True,True,6
254,175,Engine Coolant Temperature Sensor,1,False,Saturn,Electrical,Sensors & Senders,2020,958796,False,True,False,2
410,436,A/C Drive Belt Tensioner,1,False,BMW,Engine,Pulleys & Tensioners,2021,610373,True,True,True,6
208,283,Turn Signal Light Assembly,1,False,Volvo,Electrical,Turn Indicator Lamps,2019,73500,True,True,False,10
111,143,Clutch Slave Cylinder,1,False,BMW,Drivetrain & Hub,Hydraulic Cylinders,2018,82043,False,False,False,8
170,511,Disc Brake Pad Wear Sensor,1,False,BMW,Brakes,Sensors & Senders,2017,152894,True,False,False,9
458,262,Suspension Control Arm,1,False,Lincoln,Suspension,Control Arms,2018,33031,True,True,True,7
699,970,Suspension Strut Bumper,2,False,BMW,Suspension,Mountings & Bushings,2018,333050,True,True,False,5
51,67,Engine Cooling Fan Clutch,1,False,Mercedes-Benz,Cooling,Clutches,2019,149503,True,True,False,12
408,401,Drive Belt Idler Pulley,1,False,Mitsubishi,Engine,Pulleys & Tensioners,2019,30413,True,True,False,4
45,508,Power Antenna,1,False,Volvo,Electrical,Antenna,2021,434354,False,False,True,0
814,648,Exhaust Nut,12,True,Porsche,Exhaust,Miscellaneous,2019,36583,False,False,False,6
1023,946,Engine Oil Dipstick,1,False,Audi,Engine,Miscellaneous,2018,220749,True,True,False,4
814,769,Exhaust Nut,12,True,Porsche,Exhaust,Miscellaneous,2020,36583,False,False,False,7
426,248,Door Mirror,2,False,Nissan,Body,Doors & Windows,2016,6675,False,True,False,9
166,233,Engine Crankcase Breather Hose,1,True,Volkswagen,Fuel,Emissions,2019,327678,True,True,True,6
262,199,HVAC Heater Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2021,585,False,True,False,22
1784,1990,Ignition Coil,12,False,Land Rover,Electrical,Ignition System,2019,715260,True,True,False,9
10,40,Engine Coolant Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2016,22892,True,True,False,9
98,61,Shock Mount,1,True,Jaguar,Suspension,Mountings & Bushings,2019,31658,True,True,True,2
54,46,Turn Signal Light Assembly,1,False,Mercedes-Benz,Electrical,Turn Indicator Lamps,2020,38282,False,True,False,21
328,293,Windshield Seal,1,False,Jaguar,Body,Gaskets & Seals,2020,1979,True,False,False,21
165,118,Turn Signal Light Assembly,1,False,BMW,Electrical,Turn Indicator Lamps,2019,74184,False,True,False,20
241,160,Automatic Transmission Oil Cooler,1,False,Volkswagen,Transmission,Miscellaneous,2016,794991,True,True,False,1
329,314,Suspension Control Arm,1,True,Mercedes-Benz,Suspension,Control Arms,2021,28345,True,True,True,2
1020,722,Tail Light Lens,1,True,Porsche,Electrical,Tail Lamps,2021,44662,True,True,True,9
532,1574,Engine Crankcase Breather Hose,1,True,Volkswagen,Fuel,Emissions,2016,208987,True,True,True,3
747,1356,Engine Oil Cooler Hose Assembly,1,True,Land Rover,Engine,"Hoses, Pipes, Tubes",2021,324367,True,True,True,2
477,439,Engine Oil Pressure Switch,1,True,Porsche,Electrical,Sensors & Senders,2021,84017,True,True,True,4
182,206,HVAC Blower Motor,1,False,Volvo,Climate Control,Motors & Servos,2018,339137,True,False,True,2
46,41,Automatic Transmission Oil Cooler,1,False,Volkswagen,Transmission,Miscellaneous,2018,176680,True,True,True,3
7,7,Door Lock Actuator,1,False,Audi,Body,Doors & Windows,2021,131836,False,True,False,1
5007,1149,Engine Coolant Pipe Gasket Set,1,True,BMW,Cooling,Gaskets & Seals,2016,202000,True,True,False,5
218,210,Drive Belt Tensioner,1,False,Acura,Engine,Pulleys & Tensioners,2021,154791,True,False,False,2
53,69,Automatic Transmission Shifter Cable,1,True,Mercedes-Benz,Transmission,"Cables, Controls, Levers",2016,53371,False,True,True,10
104,96,Body Seal Kit,1,False,Mercedes-Benz,Body,Gaskets & Seals,2019,3375,True,True,False,6
181,207,Steering Tie Rod End,2,True,Porsche,Steering,Steering,2021,48795,True,True,True,4
466,503,Engine Oil Pressure Switch,1,True,Jaguar,Electrical,Sensors & Senders,2018,30998,True,True,True,18
69,61,Washer Fluid Level Sensor,1,False,Mercedes-Benz,Electrical,Sensors & Senders,2021,994100,False,False,False,7
693,593,Suspension Stabilizer Bar Link,2,False,Volkswagen,Suspension,Stabilizers,2018,820695,True,False,False,6
48,64,HVAC Heater Hose,1,True,Audi,Cooling,"Hoses, Pipes, Tubes",2020,15170,False,True,False,0
641,292,Fog Light Lens,2,False,Saab,Electrical,Fog Lamps,2017,152679,True,True,True,2
382,195,Disc Brake Pad Wear Sensor,1,False,Mini,Brakes,Sensors & Senders,2017,198961,True,False,False,1
33,52,Automatic Transmission Mount,1,False,Porsche,Transmission,Mountings & Bushings,2020,202140,False,True,True,0
58,64,Radiator Coolant Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2017,31071,True,True,False,13
152,205,Radiator Coolant Hose,1,False,MG,Cooling,"Hoses, Pipes, Tubes",2021,2,False,False,False,18
593,411,Engine Oil Cooler,1,False,Volkswagen,Engine,Engine Mechanical,2019,943672,True,False,False,4
494,189,Engine Oil Filter Cover,1,True,BMW,Engine,Caps & Boots,2016,165481,True,True,True,1
183,263,Disc Brake Pad Wear Sensor,1,False,Audi,Brakes,Sensors & Senders,2021,154506,False,True,False,1
44,25,Engine Cooling Fan Switch,1,True,Porsche,Electrical,"Relays, Switches, Solenoids",2020,40924,False,True,True,1
303,221,Vapor Canister Purge Valve,1,False,Mercedes-Benz,Fuel,Emissions,2020,887198,True,True,False,2
42,41,Grille Shell,1,False,Mercedes-Benz,Body,Grilles,2018,68612,True,True,False,19
15,48,Engine Water Pump,1,False,Suzuki,Cooling,Water Pumps,2020,118703,False,False,False,0
76,79,Suspension Control Arm,2,False,Audi,Suspension,Control Arms,2018,79191,True,True,False,3
3,8,Hatch Lift Support,2,True,BMW,Body,Lift Struts,2020,11921,False,True,False,0
99,50,Manual Transmission Shift Linkage Boot,1,True,Porsche,Transmission,Caps & Boots,2019,6254,True,True,True,4
339,393,Engine Valve Cover Screw,4,True,Land Rover,Engine,Miscellaneous,2018,94392,True,True,False,6
117,92,Suspension Control Arm Bushing,1,False,Audi,Suspension,Mountings & Bushings,2020,49953,False,True,False,4
2147,909,Engine Coolant Reservoir Cap,1,True,BMW,Cooling,Caps & Boots,2017,799937,True,True,False,5
522,428,Door Lock Knob,4,True,BMW,Body,Doors & Windows,2020,196694,True,True,True,6
