units_sold,id,firstSold,vehicleMaxQty,isDevelopment,make,category,year,TotalVIO,SaleYearRank,HasPartsAuthorityPurchased,HasWorldPacPurchased,HasSSFPurchased
256,311~163549,2019-12-04 23:54:28.203,2,False,Chevrolet,Electrical,2020,931523,2,True,True,False
12,311~163549,2019-12-04 23:54:28.203,2,False,Chevrolet,Electrical,2019,931523,1,True,True,False
256,311~163549,2019-12-04 23:54:28.203,2,False,Ford,Electrical,2020,931523,2,True,True,False
12,311~163549,2019-12-04 23:54:28.203,2,False,Ford,Electrical,2019,931523,1,True,True,False
256,311~163549,2019-12-04 23:54:28.203,2,False,GMC,Electrical,2020,931523,2,True,True,False
12,311~163549,2019-12-04 23:54:28.203,2,False,GMC,Electrical,2019,931523,1,True,True,False
256,311~163549,2019-12-04 23:54:28.203,2,False,Hyundai,Electrical,2020,931523,2,True,True,False
12,311~163549,2019-12-04 23:54:28.203,2,False,Hyundai,Electrical,2019,931523,1,True,True,False
256,311~163549,2019-12-04 23:54:28.203,2,False,Land Rover,Electrical,2020,931523,2,True,True,False
12,311~163549,2019-12-04 23:54:28.203,2,False,Land Rover,Electrical,2019,931523,1,True,True,False
256,311~163549,2019-12-04 23:54:28.203,2,False,Lincoln,Electrical,2020,931523,2,True,True,False
12,311~163549,2019-12-04 23:54:28.203,2,False,Lincoln,Electrical,2019,931523,1,True,True,False
256,311~163549,2019-12-04 23:54:28.203,2,False,Mercedes-Benz,Electrical,2020,931523,2,True,True,False
12,311~163549,2019-12-04 23:54:28.203,2,False,Mercedes-Benz,Electrical,2019,931523,1,True,True,False
256,311~163549,2019-12-04 23:54:28.203,2,False,Mercury,Electrical,2020,931523,2,True,True,False
12,311~163549,2019-12-04 23:54:28.203,2,False,Mercury,Electrical,2019,931523,1,True,True,False
256,311~163549,2019-12-04 23:54:28.203,2,False,Saab,Electrical,2020,931523,2,True,True,False
12,311~163549,2019-12-04 23:54:28.203,2,False,Saab,Electrical,2019,931523,1,True,True,False
256,311~163549,2019-12-04 23:54:28.203,2,False,Volkswagen,Electrical,2020,931523,2,True,True,False
12,311~163549,2019-12-04 23:54:28.203,2,False,Volkswagen,Electrical,2019,931523,1,True,True,False
49,311~163597,2019-12-04 19:56:54.617,2,False,Audi,Electrical,2020,1625165,2,True,False,False
7,311~163597,2019-12-04 19:56:54.617,2,False,Audi,Electrical,2019,1625165,1,True,False,False
49,311~163597,2019-12-04 19:56:54.617,2,False,BMW,Electrical,2020,1625165,2,True,False,False
7,311~163597,2019-12-04 19:56:54.617,2,False,BMW,Electrical,2019,1625165,1,True,False,False
49,311~163597,2019-12-04 19:56:54.617,2,False,Land Rover,Electrical,2020,1625165,2,True,False,False
7,311~163597,2019-12-04 19:56:54.617,2,False,Land Rover,Electrical,2019,1625165,1,True,False,False
49,311~163597,2019-12-04 19:56:54.617,2,False,Mazda,Electrical,2020,1625165,2,True,False,False
7,311~163597,2019-12-04 19:56:54.617,2,False,Mazda,Electrical,2019,1625165,1,True,False,False
49,311~163597,2019-12-04 19:56:54.617,2,False,Mercedes-Benz,Electrical,2020,1625165,2,True,False,False
7,311~163597,2019-12-04 19:56:54.617,2,False,Mercedes-Benz,Electrical,2019,1625165,1,True,False,False
49,311~163597,2019-12-04 19:56:54.617,2,False,Mini,Electrical,2020,1625165,2,True,False,False
7,311~163597,2019-12-04 19:56:54.617,2,False,Mini,Electrical,2019,1625165,1,True,False,False
49,311~163597,2019-12-04 19:56:54.617,2,False,Volkswagen,Electrical,2020,1625165,2,True,False,False
7,311~163597,2019-12-04 19:56:54.617,2,False,Volkswagen,Electrical,2019,1625165,1,True,False,False
36,68~168568,2019-12-04 19:54:51.163,4,False,Audi,Suspension,2020,178286,2,False,False,False
4,68~168568,2019-12-04 19:54:51.163,4,False,Audi,Suspension,2019,178286,1,False,False,False
36,68~168568,2019-12-04 19:54:51.163,4,False,Volkswagen,Suspension,2020,178286,2,False,False,False
4,68~168568,2019-12-04 19:54:51.163,4,False,Volkswagen,Suspension,2019,178286,1,False,False,False
69,175~154240,2019-12-04 19:54:50.267,2,False,Audi,Suspension,2020,397570,2,False,False,False
6,175~154240,2019-12-04 19:54:50.267,2,False,Audi,Suspension,2019,397570,1,False,False,False
69,175~154240,2019-12-04 19:54:50.267,2,False,Volkswagen,Suspension,2020,397570,2,False,False,False
6,175~154240,2019-12-04 19:54:50.267,2,False,Volkswagen,Suspension,2019,397570,1,False,False,False
192,311~163585,2019-12-03 22:31:29.713,2,False,BMW,Electrical,2020,444039,2,True,False,False
13,311~163585,2019-12-03 22:31:29.713,2,False,BMW,Electrical,2019,444039,1,True,False,False
192,311~163585,2019-12-03 22:31:29.713,2,False,Buick,Electrical,2020,444039,2,True,False,False
13,311~163585,2019-12-03 22:31:29.713,2,False,Buick,Electrical,2019,444039,1,True,False,False
192,311~163585,2019-12-03 22:31:29.713,2,False,Dodge,Electrical,2020,444039,2,True,False,False
13,311~163585,2019-12-03 22:31:29.713,2,False,Dodge,Electrical,2019,444039,1,True,False,False
192,311~163585,2019-12-03 22:31:29.713,2,False,GMC,Electrical,2020,444039,2,True,False,False
13,311~163585,2019-12-03 22:31:29.713,2,False,GMC,Electrical,2019,444039,1,True,False,False
192,311~163585,2019-12-03 22:31:29.713,2,False,Jaguar,Electrical,2020,444039,2,True,False,False
13,311~163585,2019-12-03 22:31:29.713,2,False,Jaguar,Electrical,2019,444039,1,True,False,False
192,311~163585,2019-12-03 22:31:29.713,2,False,Jeep,Electrical,2020,444039,2,True,False,False
13,311~163585,2019-12-03 22:31:29.713,2,False,Jeep,Electrical,2019,444039,1,True,False,False
192,311~163585,2019-12-03 22:31:29.713,2,False,Land Rover,Electrical,2020,444039,2,True,False,False
13,311~163585,2019-12-03 22:31:29.713,2,False,Land Rover,Electrical,2019,444039,1,True,False,False
192,311~163585,2019-12-03 22:31:29.713,2,False,Mitsubishi,Electrical,2020,444039,2,True,False,False
13,311~163585,2019-12-03 22:31:29.713,2,False,Mitsubishi,Electrical,2019,444039,1,True,False,False
192,311~163585,2019-12-03 22:31:29.713,2,False,Volvo,Electrical,2020,444039,2,True,False,False
13,311~163585,2019-12-03 22:31:29.713,2,False,Volvo,Electrical,2019,444039,1,True,False,False
88,311~163537,2019-12-03 22:31:29.687,2,False,Audi,Electrical,2020,1271944,2,True,False,False
20,311~163537,2019-12-03 22:31:29.687,2,False,Audi,Electrical,2019,1271944,1,True,False,False
88,311~163537,2019-12-03 22:31:29.687,2,False,BMW,Electrical,2020,1271944,2,True,False,False
20,311~163537,2019-12-03 22:31:29.687,2,False,BMW,Electrical,2019,1271944,1,True,False,False
88,311~163537,2019-12-03 22:31:29.687,2,False,Chrysler,Electrical,2020,1271944,2,True,False,False
20,311~163537,2019-12-03 22:31:29.687,2,False,Chrysler,Electrical,2019,1271944,1,True,False,False
88,311~163537,2019-12-03 22:31:29.687,2,False,Jaguar,Electrical,2020,1271944,2,True,False,False
20,311~163537,2019-12-03 22:31:29.687,2,False,Jaguar,Electrical,2019,1271944,1,True,False,False
88,311~163537,2019-12-03 22:31:29.687,2,False,Mercedes-Benz,Electrical,2020,1271944,2,True,False,False
20,311~163537,2019-12-03 22:31:29.687,2,False,Mercedes-Benz,Electrical,2019,1271944,1,True,False,False
88,311~163537,2019-12-03 22:31:29.687,2,False,Rolls Royce,Electrical,2020,1271944,2,True,False,False
20,311~163537,2019-12-03 22:31:29.687,2,False,Rolls Royce,Electrical,2019,1271944,1,True,False,False
88,311~163537,2019-12-03 22:31:29.687,2,False,Saab,Electrical,2020,1271944,2,True,False,False
20,311~163537,2019-12-03 22:31:29.687,2,False,Saab,Electrical,2019,1271944,1,True,False,False
313,305~164194,2019-11-27 01:07:16.687,1,False,BMW,Engine,2020,1440333,2,False,True,False
4,305~164194,2019-11-27 01:07:16.687,1,False,BMW,Engine,2019,1440333,1,False,True,False
896,170~163777,2019-11-26 22:37:42.140,2,True,Mercedes-Benz,Fuel,2020,783960,2,True,False,False
8,170~163777,2019-11-26 22:37:42.140,2,True,Mercedes-Benz,Fuel,2019,783960,1,True,False,False
8,68~168553,2019-11-26 16:29:20.170,1,False,Mercedes-Benz,Transmission,2020,6488,2,False,False,False
3,68~168553,2019-11-26 16:29:20.170,1,False,Mercedes-Benz,Transmission,2019,6488,1,False,False,False
30,68~167191,2019-11-26 16:29:19.943,2,False,Mercedes-Benz,Suspension,2020,76686,2,False,False,False
8,68~167191,2019-11-26 16:29:19.943,2,False,Mercedes-Benz,Suspension,2019,76686,1,False,False,False
23,68~167689,2019-11-26 16:29:19.863,2,False,Mercedes-Benz,Suspension,2020,314345,2,False,False,False
5,68~167689,2019-11-26 16:29:19.863,2,False,Mercedes-Benz,Suspension,2019,314345,1,False,False,False
10,68~167782,2019-11-26 16:29:18.580,2,False,Audi,Suspension,2020,20702,2,False,False,False
2,68~167782,2019-11-26 16:29:18.580,2,False,Audi,Suspension,2019,20702,1,False,False,False
4,68~166951,2019-11-26 16:29:18.567,1,False,Audi,Suspension,2020,37316,2,True,False,False
1,68~166951,2019-11-26 16:29:18.567,1,False,Audi,Suspension,2019,37316,1,True,False,False
3,68~166954,2019-11-26 16:29:18.560,1,False,Audi,Suspension,2020,37316,2,False,False,False
1,68~166954,2019-11-26 16:29:18.560,1,False,Audi,Suspension,2019,37316,1,False,False,False
24,68~166945,2019-11-26 16:29:18.547,1,False,Audi,Suspension,2020,36711,2,True,False,False
1,68~166945,2019-11-26 16:29:18.547,1,False,Audi,Suspension,2019,36711,1,True,False,False
24,68~166948,2019-11-26 16:29:18.533,1,False,Audi,Suspension,2020,36711,2,True,False,False
1,68~166948,2019-11-26 16:29:18.533,1,False,Audi,Suspension,2019,36711,1,True,False,False
5,175~154411,2019-11-26 16:29:18.510,2,False,Audi,Suspension,2020,176664,2,False,False,False
6,175~154411,2019-11-26 16:29:18.510,2,False,Audi,Suspension,2019,176664,1,False,False,False
738,311~163624,2019-11-25 23:22:54.337,2,False,Honda,Electrical,2020,5367283,2,True,True,False
98,311~163624,2019-11-25 23:22:54.337,2,False,Honda,Electrical,2019,5367283,1,True,True,False
738,311~163624,2019-11-25 23:22:54.337,2,False,Lexus,Electrical,2020,5367283,2,True,True,False
98,311~163624,2019-11-25 23:22:54.337,2,False,Lexus,Electrical,2019,5367283,1,True,True,False
738,311~163624,2019-11-25 23:22:54.337,2,False,Mazda,Electrical,2020,5367283,2,True,True,False
98,311~163624,2019-11-25 23:22:54.337,2,False,Mazda,Electrical,2019,5367283,1,True,True,False
738,311~163624,2019-11-25 23:22:54.337,2,False,Mitsubishi,Electrical,2020,5367283,2,True,True,False
98,311~163624,2019-11-25 23:22:54.337,2,False,Mitsubishi,Electrical,2019,5367283,1,True,True,False
738,311~163624,2019-11-25 23:22:54.337,2,False,Scion,Electrical,2020,5367283,2,True,True,False
98,311~163624,2019-11-25 23:22:54.337,2,False,Scion,Electrical,2019,5367283,1,True,True,False
738,311~163624,2019-11-25 23:22:54.337,2,False,Subaru,Electrical,2020,5367283,2,True,True,False
98,311~163624,2019-11-25 23:22:54.337,2,False,Subaru,Electrical,2019,5367283,1,True,True,False
738,311~163624,2019-11-25 23:22:54.337,2,False,Toyota,Electrical,2020,5367283,2,True,True,False
98,311~163624,2019-11-25 23:22:54.337,2,False,Toyota,Electrical,2019,5367283,1,True,True,False
130,117~166426,2019-11-23 00:14:52.760,1,False,Mercedes-Benz,Electrical,2020,47095,2,True,False,True
22,117~166426,2019-11-23 00:14:52.760,1,False,Mercedes-Benz,Electrical,2019,47095,1,True,False,True
16,279~161377,2019-11-20 01:12:19.910,2,True,Porsche,Suspension,2020,93411,2,False,False,False
10,279~161377,2019-11-20 01:12:19.910,2,True,Porsche,Suspension,2019,93411,1,False,False,False
480,327~162949,2019-11-19 16:45:48.000,2,True,Porsche,Engine,2020,61638,2,True,True,True
171,327~162949,2019-11-19 16:45:48.000,2,True,Porsche,Engine,2019,61638,1,True,True,True
244,118~163282,2019-11-19 01:11:48.937,1,True,Porsche,Brakes,2020,52619,2,True,False,True
88,118~163282,2019-11-19 01:11:48.937,1,True,Porsche,Brakes,2019,52619,1,True,False,True
155,279~160582,2019-11-18 22:55:46.000,4,True,Porsche,Body,2020,7085,2,False,False,True
20,279~160582,2019-11-18 22:55:46.000,4,True,Porsche,Body,2019,7085,1,False,False,True
81,262~167206,2019-11-18 22:55:28.230,1,False,BMW,Climate Control,2020,286212,2,True,False,True
13,262~167206,2019-11-18 22:55:28.230,1,False,BMW,Climate Control,2019,286212,1,True,False,True
52,352~158002,2019-11-18 18:53:19.000,1,False,Mercedes-Benz,Cooling,2020,713487,2,True,False,False
2,352~158002,2019-11-18 18:53:19.000,1,False,Mercedes-Benz,Cooling,2019,713487,1,True,False,False
88,195~167044,2019-11-18 17:08:20.727,1,False,Cadillac,Engine,2020,4485179,2,False,True,False
32,195~167044,2019-11-18 17:08:20.727,1,False,Cadillac,Engine,2019,4485179,1,False,True,False
88,195~167044,2019-11-18 17:08:20.727,1,False,Chevrolet,Engine,2020,4485179,2,False,True,False
32,195~167044,2019-11-18 17:08:20.727,1,False,Chevrolet,Engine,2019,4485179,1,False,True,False
88,195~167044,2019-11-18 17:08:20.727,1,False,Ford,Engine,2020,4485179,2,False,True,False
32,195~167044,2019-11-18 17:08:20.727,1,False,Ford,Engine,2019,4485179,1,False,True,False
88,195~167044,2019-11-18 17:08:20.727,1,False,GMC,Engine,2020,4485179,2,False,True,False
32,195~167044,2019-11-18 17:08:20.727,1,False,GMC,Engine,2019,4485179,1,False,True,False
88,195~167044,2019-11-18 17:08:20.727,1,False,Mazda,Engine,2020,4485179,2,False,True,False
32,195~167044,2019-11-18 17:08:20.727,1,False,Mazda,Engine,2019,4485179,1,False,True,False
88,195~167044,2019-11-18 17:08:20.727,1,False,Mercury,Engine,2020,4485179,2,False,True,False
32,195~167044,2019-11-18 17:08:20.727,1,False,Mercury,Engine,2019,4485179,1,False,True,False
88,195~167044,2019-11-18 17:08:20.727,1,False,Oldsmobile,Engine,2020,4485179,2,False,True,False
32,195~167044,2019-11-18 17:08:20.727,1,False,Oldsmobile,Engine,2019,4485179,1,False,True,False
88,195~167044,2019-11-18 17:08:20.727,1,False,Pontiac,Engine,2020,4485179,2,False,True,False
32,195~167044,2019-11-18 17:08:20.727,1,False,Pontiac,Engine,2019,4485179,1,False,True,False
88,195~167044,2019-11-18 17:08:20.727,1,False,Suzuki,Engine,2020,4485179,2,False,True,False
32,195~167044,2019-11-18 17:08:20.727,1,False,Suzuki,Engine,2019,4485179,1,False,True,False
88,195~167044,2019-11-18 17:08:20.727,1,False,Workhorse,Engine,2020,4485179,2,False,True,False
32,195~167044,2019-11-18 17:08:20.727,1,False,Workhorse,Engine,2019,4485179,1,False,True,False
9,265~162022,2019-11-12 02:33:20.437,1,False,BMW,Electrical,2020,2784,2,True,False,False
5,265~162022,2019-11-12 02:33:20.437,1,False,BMW,Electrical,2019,2784,1,True,False,False
348,320~164725,2019-11-08 23:07:05.000,1,True,Mercedes-Benz,Electrical,2020,49083,2,True,True,True
21,320~164725,2019-11-08 23:07:05.000,1,True,Mercedes-Benz,Electrical,2019,49083,1,True,True,True
9,117~166546,2019-11-08 18:48:57.730,2,False,Chrysler,Body,2020,17685,2,False,True,False
24,117~166546,2019-11-08 18:48:57.730,2,False,Chrysler,Body,2019,17685,1,False,True,False
9,117~166546,2019-11-08 18:48:57.730,2,False,Dodge,Body,2020,17685,2,False,True,False
24,117~166546,2019-11-08 18:48:57.730,2,False,Dodge,Body,2019,17685,1,False,True,False
3,136~168001,2019-11-07 18:40:08.293,1,False,BMW,Brakes,2020,0,2,False,False,False
7,136~168001,2019-11-07 18:40:08.293,1,False,BMW,Brakes,2019,0,1,False,False,False
104,195~167401,2019-11-07 18:39:25.407,1,False,Chrysler,Engine,2020,183182,2,True,True,False
19,195~167401,2019-11-07 18:39:25.407,1,False,Chrysler,Engine,2019,183182,1,True,True,False
104,195~167401,2019-11-07 18:39:25.407,1,False,Dodge,Engine,2020,183182,2,True,True,False
19,195~167401,2019-11-07 18:39:25.407,1,False,Dodge,Engine,2019,183182,1,True,True,False
104,195~167401,2019-11-07 18:39:25.407,1,False,Plymouth,Engine,2020,183182,2,True,True,False
19,195~167401,2019-11-07 18:39:25.407,1,False,Plymouth,Engine,2019,183182,1,True,True,False
78,136~167389,2019-11-07 18:39:15.987,1,False,Jaguar,Brakes,2020,33276,2,True,False,False
1,136~167389,2019-11-07 18:39:15.987,1,False,Jaguar,Brakes,2019,33276,1,True,False,False
101,136~167998,2019-11-07 18:39:15.960,1,False,Jaguar,Brakes,2020,33276,2,True,False,False
1,136~167998,2019-11-07 18:39:15.960,1,False,Jaguar,Brakes,2019,33276,1,True,False,False
32,170~163981,2019-11-07 17:07:16.780,1,True,Saab,Climate Control,2020,52797,2,True,False,False
2,170~163981,2019-11-07 17:07:16.780,1,True,Saab,Climate Control,2019,52797,1,True,False,False
76,352~158302,2019-11-07 16:17:04.000,1,False,BMW,Cooling,2020,284063,2,True,False,False
10,352~158302,2019-11-07 16:17:04.000,1,False,BMW,Cooling,2019,284063,1,True,False,False
65,175~158266,2019-11-06 00:09:41.810,1,False,Jaguar,Suspension,2020,100654,2,True,False,False
14,175~158266,2019-11-06 00:09:41.810,1,False,Jaguar,Suspension,2019,100654,1,True,False,False
15,68~166936,2019-11-06 00:08:58.577,2,False,BMW,Suspension,2020,251603,2,False,False,False
2,68~166936,2019-11-06 00:08:58.577,2,False,BMW,Suspension,2019,251603,1,False,False,False
64,279~158632,2019-11-06 00:08:58.283,2,True,BMW,Suspension,2020,81885,2,True,False,False
4,279~158632,2019-11-06 00:08:58.283,2,True,BMW,Suspension,2019,81885,1,True,False,False
146,175~151264,2019-11-06 00:08:57.983,1,False,Mini,Suspension,2020,168538,2,True,False,False
3,175~151264,2019-11-06 00:08:57.983,1,False,Mini,Suspension,2019,168538,1,True,False,False
123,175~151261,2019-11-06 00:08:57.697,1,False,Mini,Suspension,2020,168538,2,True,False,False
2,175~151261,2019-11-06 00:08:57.697,1,False,Mini,Suspension,2019,168538,1,True,False,False
15,279~159994,2019-11-05 22:00:30.823,1,True,Saab,Engine,2020,14290,2,True,False,True
17,279~159994,2019-11-05 22:00:30.823,1,True,Saab,Engine,2019,14290,1,True,False,True
89,352~164188,2019-11-01 23:50:32.000,1,False,BMW,Engine,2020,212013,2,False,False,False
21,352~164188,2019-11-01 23:50:32.000,1,False,BMW,Engine,2019,212013,1,False,False,False
44,262~167212,2019-11-01 21:09:56.237,1,False,BMW,Climate Control,2020,286478,2,False,False,True
25,262~167212,2019-11-01 21:09:56.237,1,False,BMW,Climate Control,2019,286478,1,False,False,True
617,288~166177,2019-11-01 15:21:09.773,1,False,Mini,Engine,2020,86936,2,True,False,False
287,288~166177,2019-11-01 15:21:09.773,1,False,Mini,Engine,2019,86936,1,True,False,False
188,265~162397,2019-10-28 22:04:17.817,1,False,Chevrolet,Cooling,2020,531761,2,False,False,False
42,265~162397,2019-10-28 22:04:17.817,1,False,Chevrolet,Cooling,2019,531761,1,False,False,False
54,279~158629,2019-10-28 18:44:18.717,2,True,BMW,Engine,2020,8202,2,False,False,False
10,279~158629,2019-10-28 18:44:18.717,2,True,BMW,Engine,2019,8202,1,False,False,False
96,136~167992,2019-10-28 17:27:28.473,1,False,BMW,Brakes,2020,61201,2,True,False,False
11,136~167992,2019-10-28 17:27:28.473,1,False,BMW,Brakes,2019,61201,1,True,False,False
94,136~167995,2019-10-28 17:27:28.187,1,False,BMW,Brakes,2020,61201,2,True,True,False
12,136~167995,2019-10-28 17:27:28.187,1,False,BMW,Brakes,2019,61201,1,True,True,False
85,136~167989,2019-10-28 17:27:27.917,1,False,BMW,Brakes,2020,12672,2,True,False,False
15,136~167989,2019-10-28 17:27:27.917,1,False,BMW,Brakes,2019,12672,1,True,False,False
60,136~167986,2019-10-28 17:27:27.637,1,False,BMW,Brakes,2020,12672,2,True,False,False
14,136~167986,2019-10-28 17:27:27.637,1,False,BMW,Brakes,2019,12672,1,True,False,False
68,226~166384,2019-10-25 23:50:18.817,1,True,Mercedes-Benz,Body,2020,80125,2,True,True,False
20,226~166384,2019-10-25 23:50:18.817,1,True,Mercedes-Benz,Body,2019,80125,1,True,True,False
21,68~165184,2019-10-23 18:34:56.403,2,False,Mercedes-Benz,Suspension,2020,471363,2,True,False,False
4,68~165184,2019-10-23 18:34:56.403,2,False,Mercedes-Benz,Suspension,2019,471363,1,True,False,False
43,352~160111,2019-10-23 18:34:55.000,1,False,BMW,Cooling,2020,128263,2,True,False,False
4,352~160111,2019-10-23 18:34:55.000,1,False,BMW,Cooling,2019,128263,1,True,False,False
60,279~160144,2019-10-18 23:25:08.110,4,True,Porsche,Suspension,2020,4967,2,False,False,True
56,279~160144,2019-10-18 23:25:08.110,4,True,Porsche,Suspension,2019,4967,1,False,False,True
22,279~160141,2019-10-18 23:25:07.917,2,True,Porsche,Suspension,2020,4967,2,False,False,True
56,279~160141,2019-10-18 23:25:07.917,2,True,Porsche,Suspension,2019,4967,1,False,False,True
110,289~161728,2019-10-18 23:25:06.430,2,True,Porsche,Body,2020,29710,2,False,False,False
59,289~161728,2019-10-18 23:25:06.430,2,True,Porsche,Body,2019,29710,1,False,False,False
99,289~164062,2019-10-18 21:12:39.800,2,True,Mercedes-Benz,Electrical,2020,30116,2,True,False,True
41,289~164062,2019-10-18 21:12:39.800,2,True,Mercedes-Benz,Electrical,2019,30116,1,True,False,True
85,132~160417,2019-10-11 16:21:36.370,1,True,Audi,Steering,2020,0,2,True,False,False
50,132~160417,2019-10-11 16:21:36.370,1,True,Audi,Steering,2019,0,1,True,False,False
7,170~164983,2019-10-08 23:42:10.113,1,True,Saab,Brakes,2020,60695,2,False,False,False
2,170~164983,2019-10-08 23:42:10.113,1,True,Saab,Brakes,2019,60695,1,False,False,False
89,299~156955,2019-10-08 23:31:20.640,1,False,BMW,Cooling,2020,184674,2,True,True,False
22,299~156955,2019-10-08 23:31:20.640,1,False,BMW,Cooling,2019,184674,1,True,True,False
83,132~163354,2019-10-07 23:13:42.287,1,True,Mercedes-Benz,Cooling,2020,23766,2,True,True,True
56,132~163354,2019-10-07 23:13:42.287,1,True,Mercedes-Benz,Cooling,2019,23766,1,True,True,True
288,117~163153,2019-10-04 23:57:40.590,2,True,Porsche,Body,2020,32033,2,True,False,True
55,117~163153,2019-10-04 23:57:40.590,2,True,Porsche,Body,2019,32033,1,True,False,True
99,117~163027,2019-10-04 23:57:39.850,2,True,Porsche,Body,2020,8695,2,True,False,True
130,117~163027,2019-10-04 23:57:39.850,2,True,Porsche,Body,2019,8695,1,True,False,True
112,187~166957,2019-10-04 23:22:47.727,1,False,Mercedes-Benz,Cooling,2020,23449,2,True,True,True
26,187~166957,2019-10-04 23:22:47.727,1,False,Mercedes-Benz,Cooling,2019,23449,1,True,True,True
398,174~167275,2019-10-02 23:44:02.890,1,False,Mercedes-Benz,Transmission,2020,3524292,2,True,False,False
50,174~167275,2019-10-02 23:44:02.890,1,False,Mercedes-Benz,Transmission,2019,3524292,1,True,False,False
807,288~166174,2019-09-27 23:12:26.880,1,False,Mini,Engine,2020,433619,2,True,False,False
202,288~166174,2019-09-27 23:12:26.880,1,False,Mini,Engine,2019,433619,1,True,False,False
178,327~165520,2019-09-27 19:33:37.740,1,True,Jaguar,Engine,2020,69746,2,True,False,False
23,327~165520,2019-09-27 19:33:37.740,1,True,Jaguar,Engine,2019,69746,1,True,False,False
311,174~167419,2019-09-27 19:33:18.740,1,False,Mercedes-Benz,Cooling,2020,50543,2,True,False,True
35,174~167419,2019-09-27 19:33:18.740,1,False,Mercedes-Benz,Cooling,2019,50543,1,True,False,True
466,174~167536,2019-09-27 19:33:17.000,1,False,Mercedes-Benz,Fuel,2020,62067,2,True,False,False
30,174~167536,2019-09-27 19:33:17.000,1,False,Mercedes-Benz,Fuel,2019,62067,1,True,False,False
23,132~161902,2019-09-27 19:33:06.240,1,True,Mini,Cooling,2020,151182,2,True,False,False
10,132~161902,2019-09-27 19:33:06.240,1,True,Mini,Cooling,2019,151182,1,True,False,False
344,281~165784,2019-09-27 19:33:03.820,4,True,Mercedes-Benz,Drivetrain & Hub,2020,314345,2,True,False,False
12,281~165784,2019-09-27 19:33:03.820,4,True,Mercedes-Benz,Drivetrain & Hub,2019,314345,1,True,False,False
150,132~163693,2019-09-27 19:33:03.597,1,True,Mercedes-Benz,Cooling,2020,177255,2,False,False,False
11,132~163693,2019-09-27 19:33:03.597,1,True,Mercedes-Benz,Cooling,2019,177255,1,False,False,False
410,288~147241,2019-09-27 19:33:01.393,1,False,BMW,Fuel,2020,498531,2,True,True,True
97,288~147241,2019-09-27 19:33:01.393,1,False,BMW,Fuel,2019,498531,1,True,True,True
252,288~165211,2019-09-27 19:33:01.000,1,False,BMW,Fuel,2020,205688,2,True,False,False
48,288~165211,2019-09-27 19:33:01.000,1,False,BMW,Fuel,2019,205688,1,True,False,False
239,170~162958,2019-09-27 19:32:56.817,1,True,BMW,Cooling,2020,141856,2,True,False,False
29,170~162958,2019-09-27 19:32:56.817,1,True,BMW,Cooling,2019,141856,1,True,False,False
102,288~167122,2019-09-27 19:32:56.600,1,False,BMW,Engine,2020,382033,2,False,False,False
12,288~167122,2019-09-27 19:32:56.600,1,False,BMW,Engine,2019,382033,1,False,False,False
43,288~166216,2019-09-27 19:32:54.943,1,False,BMW,Engine,2020,343360,2,True,False,False
20,288~166216,2019-09-27 19:32:54.943,1,False,BMW,Engine,2019,343360,1,True,False,False
43,288~166216,2019-09-27 19:32:54.943,1,False,Mini,Engine,2020,343360,2,True,False,False
20,288~166216,2019-09-27 19:32:54.943,1,False,Mini,Engine,2019,343360,1,True,False,False
207,288~160891,2019-09-27 19:32:51.717,1,False,Mini,Engine,2020,81373,2,False,False,False
23,288~160891,2019-09-27 19:32:51.717,1,False,Mini,Engine,2019,81373,1,False,False,False
176,288~160912,2019-09-27 19:32:51.287,1,True,Mini,Engine,2020,189547,2,False,False,False
15,288~160912,2019-09-27 19:32:51.287,1,True,Mini,Engine,2019,189547,1,False,False,False
159,179~151828,2019-09-27 19:32:45.230,1,False,Seat,Engine,2020,88911,2,True,True,False
8,179~151828,2019-09-27 19:32:45.230,1,False,Seat,Engine,2019,88911,1,True,True,False
159,179~151828,2019-09-27 19:32:45.230,1,False,Volkswagen,Engine,2020,88911,2,True,True,False
8,179~151828,2019-09-27 19:32:45.230,1,False,Volkswagen,Engine,2019,88911,1,True,True,False
139,195~164113,2019-09-27 19:32:38.737,1,True,Audi,Engine,2020,70948,2,True,False,False
75,195~164113,2019-09-27 19:32:38.737,1,True,Audi,Engine,2019,70948,1,True,False,False
139,195~164113,2019-09-27 19:32:38.737,1,True,Volkswagen,Engine,2020,70948,2,True,False,False
75,195~164113,2019-09-27 19:32:38.737,1,True,Volkswagen,Engine,2019,70948,1,True,False,False
240,174~167269,2019-09-26 18:46:36.847,1,False,Mercedes-Benz,Cooling,2020,54677,2,True,False,False
19,174~167269,2019-09-26 18:46:36.847,1,False,Mercedes-Benz,Cooling,2019,54677,1,True,False,False
566,170~169459,2019-09-21 00:11:29.000,1,False,BMW,Engine,2020,1873869,2,True,True,False
97,170~169459,2019-09-21 00:11:29.000,1,False,BMW,Engine,2019,1873869,1,True,True,False
179,288~166207,2019-09-21 00:11:28.797,4,False,Mini,Engine,2020,244072,2,False,True,False
86,288~166207,2019-09-21 00:11:28.797,4,False,Mini,Engine,2019,244072,1,False,True,False
439,288~160648,2019-09-21 00:11:27.993,1,False,BMW,Engine,2020,685431,2,True,False,False
88,288~160648,2019-09-21 00:11:27.993,1,False,BMW,Engine,2019,685431,1,True,False,False
