units_sold,id,firstSold,vehicleMaxQty,isDevelopment,make,category,year,TotalVIO,SaleYearRank,HasPartsAuthorityPurchased,HasWorldPacPurchased,HasSSFPurchased
512,117~151561,2013-11-19 21:43:58.343,2,False,Mercedes-Benz,Body,2020,33617,8,False,True,True
305,117~151561,2013-11-19 21:43:58.343,2,False,Mercedes-Benz,Body,2019,33617,7,False,True,True
488,117~151561,2013-11-19 21:43:58.343,2,False,Mercedes-Benz,Body,2018,33617,6,False,True,True
578,117~151561,2013-11-19 21:43:58.343,2,False,Mercedes-Benz,Body,2017,33617,5,False,True,True
445,117~151561,2013-11-19 21:43:58.343,2,False,Mercedes-Benz,Body,2016,33617,4,False,True,True
644,117~148690,2013-11-19 21:43:58.323,2,False,Mercedes-Benz,Body,2020,33617,8,False,True,True
439,117~148690,2013-11-19 21:43:58.323,2,False,Mercedes-Benz,Body,2019,33617,7,False,True,True
569,117~148690,2013-11-19 21:43:58.323,2,False,Mercedes-Benz,Body,2018,33617,6,False,True,True
698,117~148690,2013-11-19 21:43:58.323,2,False,Mercedes-Benz,Body,2017,33617,5,False,True,True
508,117~148690,2013-11-19 21:43:58.323,2,False,Mercedes-Benz,Body,2016,33617,4,False,True,True
352,117~148699,2013-11-19 01:43:22.817,2,False,Mercedes-Benz,Body,2020,79770,8,True,False,True
304,117~148699,2013-11-19 01:43:22.817,2,False,Mercedes-Benz,Body,2019,79770,7,True,False,True
258,117~148699,2013-11-19 01:43:22.817,2,False,Mercedes-Benz,Body,2018,79770,6,True,False,True
221,117~148699,2013-11-19 01:43:22.817,2,False,Mercedes-Benz,Body,2017,79770,5,True,False,True
236,117~148699,2013-11-19 01:43:22.817,2,False,Mercedes-Benz,Body,2016,79770,4,True,False,True
295,117~148696,2013-11-19 01:43:22.793,2,False,Mercedes-Benz,Body,2020,79770,8,True,False,True
376,117~148696,2013-11-19 01:43:22.793,2,False,Mercedes-Benz,Body,2019,79770,7,True,False,True
305,117~148696,2013-11-19 01:43:22.793,2,False,Mercedes-Benz,Body,2018,79770,6,True,False,True
253,117~148696,2013-11-19 01:43:22.793,2,False,Mercedes-Benz,Body,2017,79770,5,True,False,True
241,117~148696,2013-11-19 01:43:22.793,2,False,Mercedes-Benz,Body,2016,79770,4,True,False,True
17,185~150442,2013-11-15 23:58:12.823,2,False,Audi,Suspension,2020,102074,8,True,False,False
29,185~150442,2013-11-15 23:58:12.823,2,False,Audi,Suspension,2019,102074,7,True,False,False
37,185~150442,2013-11-15 23:58:12.823,2,False,Audi,Suspension,2018,102074,6,True,False,False
33,185~150442,2013-11-15 23:58:12.823,2,False,Audi,Suspension,2017,102074,5,True,False,False
31,185~150442,2013-11-15 23:58:12.823,2,False,Audi,Suspension,2016,102074,4,True,False,False
138,175~148600,2013-11-15 23:58:12.000,1,False,Audi,Suspension,2020,123062,8,True,True,False
86,175~148600,2013-11-15 23:58:12.000,1,False,Audi,Suspension,2019,123062,7,True,True,False
177,175~148600,2013-11-15 23:58:12.000,1,False,Audi,Suspension,2018,123062,6,True,True,False
174,175~148600,2013-11-15 23:58:12.000,1,False,Audi,Suspension,2017,123062,5,True,True,False
149,175~148600,2013-11-15 23:58:12.000,1,False,Audi,Suspension,2016,123062,4,True,True,False
36,132~150178,2013-11-15 22:28:09.480,1,False,Volvo,Fuel,2020,150012,8,True,True,True
47,132~150178,2013-11-15 22:28:09.480,1,False,Volvo,Fuel,2019,150012,7,True,True,True
198,132~150178,2013-11-15 22:28:09.480,1,False,Volvo,Fuel,2018,150012,6,True,True,True
194,132~150178,2013-11-15 22:28:09.480,1,False,Volvo,Fuel,2017,150012,5,True,True,True
208,132~150178,2013-11-15 22:28:09.480,1,False,Volvo,Fuel,2016,150012,4,True,True,True
5,49~150535,2013-11-15 00:40:21.000,1,False,Land Rover,Steering,2020,22130,8,True,False,False
17,49~150535,2013-11-15 00:40:21.000,1,False,Land Rover,Steering,2019,22130,7,True,False,False
2,49~150535,2013-11-15 00:40:21.000,1,False,Land Rover,Steering,2018,22130,6,True,False,False
13,49~150535,2013-11-15 00:40:21.000,1,False,Land Rover,Steering,2017,22130,5,True,False,False
8,49~150535,2013-11-15 00:40:21.000,1,False,Land Rover,Steering,2016,22130,4,True,False,False
208,159~149764,2013-11-08 21:35:59.000,1,False,BMW,Electrical,2020,143130,8,True,True,False
303,159~149764,2013-11-08 21:35:59.000,1,False,BMW,Electrical,2019,143130,7,True,True,False
273,159~149764,2013-11-08 21:35:59.000,1,False,BMW,Electrical,2018,143130,6,True,True,False
196,159~149764,2013-11-08 21:35:59.000,1,False,BMW,Electrical,2017,143130,5,True,True,False
158,159~149764,2013-11-08 21:35:59.000,1,False,BMW,Electrical,2016,143130,4,True,True,False
36,325~164767,2013-11-08 00:10:02.000,2,False,BMW,Suspension,2020,314790,8,False,False,False
31,325~164767,2013-11-08 00:10:02.000,2,False,BMW,Suspension,2019,314790,7,False,False,False
14,325~164767,2013-11-08 00:10:02.000,2,False,BMW,Suspension,2018,314790,6,False,False,False
66,325~164767,2013-11-08 00:10:02.000,2,False,BMW,Suspension,2016,314790,4,False,False,False
96,325~164767,2013-11-08 00:10:02.000,2,False,BMW,Suspension,2017,314790,5,False,False,False
52,118~150571,2013-11-07 00:26:24.000,2,False,BMW,Exhaust,2020,493157,8,True,True,False
21,118~150571,2013-11-07 00:26:24.000,2,False,BMW,Exhaust,2019,493157,7,True,True,False
40,118~150571,2013-11-07 00:26:24.000,2,False,BMW,Exhaust,2018,493157,6,True,True,False
111,118~150571,2013-11-07 00:26:24.000,2,False,BMW,Exhaust,2017,493157,5,True,True,False
230,118~150571,2013-11-07 00:26:24.000,2,False,BMW,Exhaust,2016,493157,4,True,True,False
87,68~162280,2013-11-06 01:23:57.000,1,False,BMW,Suspension,2020,154866,8,False,True,False
57,68~162280,2013-11-06 01:23:57.000,1,False,BMW,Suspension,2019,154866,7,False,True,False
62,68~162280,2013-11-06 01:23:57.000,1,False,BMW,Suspension,2016,154866,4,False,True,False
122,68~162280,2013-11-06 01:23:57.000,1,False,BMW,Suspension,2017,154866,5,False,True,False
118,68~162280,2013-11-06 01:23:57.000,1,False,BMW,Suspension,2018,154866,6,False,True,False
150,159~149761,2013-11-05 22:13:12.370,1,False,BMW,Body,2020,260056,8,True,True,True
99,159~149761,2013-11-05 22:13:12.370,1,False,BMW,Body,2019,260056,7,True,True,True
129,159~149761,2013-11-05 22:13:12.370,1,False,BMW,Body,2018,260056,6,True,True,True
142,159~149761,2013-11-05 22:13:12.370,1,False,BMW,Body,2017,260056,5,True,True,True
143,159~149761,2013-11-05 22:13:12.370,1,False,BMW,Body,2016,260056,4,True,True,True
46,118~149986,2013-11-04 19:46:19.597,1,False,Volvo,Drivetrain & Hub,2020,174910,8,True,True,False
33,118~149986,2013-11-04 19:46:19.597,1,False,Volvo,Drivetrain & Hub,2019,174910,7,True,True,False
23,118~149986,2013-11-04 19:46:19.597,1,False,Volvo,Drivetrain & Hub,2018,174910,6,True,True,False
42,118~149986,2013-11-04 19:46:19.597,1,False,Volvo,Drivetrain & Hub,2017,174910,5,True,True,False
12,118~149986,2013-11-04 19:46:19.597,1,False,Volvo,Drivetrain & Hub,2016,174910,4,True,True,False
48,159~149767,2013-11-01 20:46:47.757,1,False,BMW,Body,2020,505289,8,True,True,False
41,159~149767,2013-11-01 20:46:47.757,1,False,BMW,Body,2019,505289,7,True,True,False
40,159~149767,2013-11-01 20:46:47.757,1,False,BMW,Body,2018,505289,6,True,True,False
50,159~149767,2013-11-01 20:46:47.757,1,False,BMW,Body,2017,505289,5,True,True,False
45,159~149767,2013-11-01 20:46:47.757,1,False,BMW,Body,2016,505289,4,True,True,False
82,170~151594,2013-10-29 23:30:18.000,1,False,Mercedes-Benz,Body,2020,3375,8,True,True,False
96,170~151594,2013-10-29 23:30:18.000,1,False,Mercedes-Benz,Body,2019,3375,7,True,True,False
111,170~151594,2013-10-29 23:30:18.000,1,False,Mercedes-Benz,Body,2018,3375,6,True,True,False
97,170~151594,2013-10-29 23:30:18.000,1,False,Mercedes-Benz,Body,2017,3375,5,True,True,False
146,170~151594,2013-10-29 23:30:18.000,1,False,Mercedes-Benz,Body,2016,3375,4,True,True,False
216,16~150013,2013-10-29 00:32:25.213,1,False,Porsche,Engine,2020,6400,8,True,False,True
92,16~150013,2013-10-29 00:32:25.213,1,False,Porsche,Engine,2019,6400,7,True,False,True
124,16~150013,2013-10-29 00:32:25.213,1,False,Porsche,Engine,2018,6400,6,True,False,True
179,16~150013,2013-10-29 00:32:25.213,1,False,Porsche,Engine,2017,6400,5,True,False,True
124,16~150013,2013-10-29 00:32:25.213,1,False,Porsche,Engine,2016,6400,4,True,False,True
279,16~150022,2013-10-29 00:32:25.000,1,False,Porsche,Engine,2020,31959,8,True,True,True
257,16~150022,2013-10-29 00:32:25.000,1,False,Porsche,Engine,2019,31959,7,True,True,True
238,16~150022,2013-10-29 00:32:25.000,1,False,Porsche,Engine,2018,31959,6,True,True,True
620,16~150022,2013-10-29 00:32:25.000,1,False,Porsche,Engine,2017,31959,5,True,True,True
237,16~150022,2013-10-29 00:32:25.000,1,False,Porsche,Engine,2016,31959,4,True,True,True
237,159~149380,2013-10-25 23:01:33.683,1,False,BMW,Electrical,2020,729244,8,False,False,False
172,159~149380,2013-10-25 23:01:33.683,1,False,BMW,Electrical,2019,729244,7,False,False,False
244,159~149380,2013-10-25 23:01:33.683,1,False,BMW,Electrical,2018,729244,6,False,False,False
267,159~149380,2013-10-25 23:01:33.683,1,False,BMW,Electrical,2017,729244,5,False,False,False
216,159~149380,2013-10-25 23:01:33.683,1,False,BMW,Electrical,2016,729244,4,False,False,False
27,49~151807,2013-10-21 23:14:23.000,2,False,BMW,Steering,2020,5650,8,False,False,False
22,49~151807,2013-10-21 23:14:23.000,2,False,BMW,Steering,2019,5650,7,False,False,False
10,49~151807,2013-10-21 23:14:23.000,2,False,BMW,Steering,2018,5650,6,False,False,False
6,49~151807,2013-10-21 23:14:23.000,2,False,BMW,Steering,2017,5650,5,False,False,False
36,49~151807,2013-10-21 23:14:23.000,2,False,BMW,Steering,2016,5650,4,False,False,False
16,49~130078,2013-10-14 22:16:01.000,2,False,Volvo,Suspension,2020,209082,8,False,False,False
8,49~130078,2013-10-14 22:16:01.000,2,False,Volvo,Suspension,2019,209082,7,False,False,False
4,49~130078,2013-10-14 22:16:01.000,2,False,Volvo,Suspension,2018,209082,6,False,False,False
4,49~130078,2013-10-14 22:16:01.000,2,False,Volvo,Suspension,2017,209082,5,False,False,False
2,49~130078,2013-10-14 22:16:01.000,2,False,Volvo,Suspension,2016,209082,4,False,False,False
261,170~150202,2013-10-11 21:55:23.000,1,False,Jaguar,Cooling,2020,70202,8,True,True,True
293,170~150202,2013-10-11 21:55:23.000,1,False,Jaguar,Cooling,2019,70202,7,True,True,True
286,170~150202,2013-10-11 21:55:23.000,1,False,Jaguar,Cooling,2018,70202,6,True,True,True
221,170~150202,2013-10-11 21:55:23.000,1,False,Jaguar,Cooling,2017,70202,5,True,True,True
145,170~150202,2013-10-11 21:55:23.000,1,False,Jaguar,Cooling,2016,70202,4,True,True,True
4,170~149998,2013-10-11 21:55:23.000,1,False,Jaguar,Cooling,2020,12573,8,True,True,True
7,170~149998,2013-10-11 21:55:23.000,1,False,Jaguar,Cooling,2019,12573,7,True,True,True
43,170~149998,2013-10-11 21:55:23.000,1,False,Jaguar,Cooling,2018,12573,6,True,True,True
47,170~149998,2013-10-11 21:55:23.000,1,False,Jaguar,Cooling,2017,12573,5,True,True,True
8,170~149998,2013-10-11 21:55:23.000,1,False,Jaguar,Cooling,2016,12573,4,True,True,True
18,170~150214,2013-10-10 22:55:26.000,1,False,Volvo,Cooling,2020,30260,8,True,True,True
39,170~150214,2013-10-10 22:55:26.000,1,False,Volvo,Cooling,2019,30260,7,True,True,True
49,170~150214,2013-10-10 22:55:26.000,1,False,Volvo,Cooling,2018,30260,6,True,True,True
51,170~150214,2013-10-10 22:55:26.000,1,False,Volvo,Cooling,2017,30260,5,True,True,True
71,170~150214,2013-10-10 22:55:26.000,1,False,Volvo,Cooling,2016,30260,4,True,True,True
339,147~149644,2013-09-27 23:24:37.900,2,False,Porsche,Engine,2020,26923,8,False,True,False
301,147~149644,2013-09-27 23:24:37.900,2,False,Porsche,Engine,2019,26923,7,False,True,False
302,147~149644,2013-09-27 23:24:37.900,2,False,Porsche,Engine,2018,26923,6,False,True,False
307,147~149644,2013-09-27 23:24:37.900,2,False,Porsche,Engine,2017,26923,5,False,True,False
190,147~149644,2013-09-27 23:24:37.900,2,False,Porsche,Engine,2016,26923,4,False,True,False
82,132~150238,2013-09-25 20:34:39.513,1,False,Volvo,Fuel,2020,175233,8,True,True,True
90,132~150238,2013-09-25 20:34:39.513,1,False,Volvo,Fuel,2019,175233,7,True,True,True
114,132~150238,2013-09-25 20:34:39.513,1,False,Volvo,Fuel,2018,175233,6,True,True,True
140,132~150238,2013-09-25 20:34:39.513,1,False,Volvo,Fuel,2017,175233,5,True,True,True
192,132~150238,2013-09-25 20:34:39.513,1,False,Volvo,Fuel,2016,175233,4,True,True,True
820,147~148189,2013-09-18 22:51:42.000,1,False,BMW,Fuel,2020,105926,8,True,True,True
946,147~148189,2013-09-18 22:51:42.000,1,False,BMW,Fuel,2019,105926,7,True,True,True
1238,147~148189,2013-09-18 22:51:42.000,1,False,BMW,Fuel,2018,105926,6,True,True,True
1454,147~148189,2013-09-18 22:51:42.000,1,False,BMW,Fuel,2017,105926,5,True,True,True
1735,147~148189,2013-09-18 22:51:42.000,1,False,BMW,Fuel,2016,105926,4,True,True,True
58,133~149437,2013-09-16 23:29:22.127,1,False,Porsche,Engine,2020,26923,8,False,True,True
65,133~149437,2013-09-16 23:29:22.127,1,False,Porsche,Engine,2019,26923,7,False,True,True
72,133~149437,2013-09-16 23:29:22.127,1,False,Porsche,Engine,2018,26923,6,False,True,True
80,133~149437,2013-09-16 23:29:22.127,1,False,Porsche,Engine,2017,26923,5,False,True,True
140,133~149437,2013-09-16 23:29:22.127,1,False,Porsche,Engine,2016,26923,4,False,True,True
59,133~149434,2013-09-16 23:29:22.107,1,False,Porsche,Engine,2020,26923,8,True,True,True
48,133~149434,2013-09-16 23:29:22.107,1,False,Porsche,Engine,2019,26923,7,True,True,True
87,133~149434,2013-09-16 23:29:22.107,1,False,Porsche,Engine,2018,26923,6,True,True,True
72,133~149434,2013-09-16 23:29:22.107,1,False,Porsche,Engine,2017,26923,5,True,True,True
151,133~149434,2013-09-16 23:29:22.107,1,False,Porsche,Engine,2016,26923,4,True,True,True
350,118~125005,2013-09-12 00:44:01.000,1,False,Mercedes-Benz,Cooling,2020,904208,8,True,True,True
522,118~125005,2013-09-12 00:44:01.000,1,False,Mercedes-Benz,Cooling,2019,904208,7,True,True,True
569,118~125005,2013-09-12 00:44:01.000,1,False,Mercedes-Benz,Cooling,2018,904208,6,True,True,True
507,118~125005,2013-09-12 00:44:01.000,1,False,Mercedes-Benz,Cooling,2017,904208,5,True,True,True
587,118~125005,2013-09-12 00:44:01.000,1,False,Mercedes-Benz,Cooling,2016,904208,4,True,True,True
3926,147~150139,2013-09-12 00:27:40.420,1,False,BMW,Climate Control,2020,1634322,8,True,True,False
5798,147~150139,2013-09-12 00:27:40.420,1,False,BMW,Climate Control,2019,1634322,7,True,True,False
6408,147~150139,2013-09-12 00:27:40.420,1,False,BMW,Climate Control,2018,1634322,6,True,True,False
4895,147~150139,2013-09-12 00:27:40.420,1,False,BMW,Climate Control,2017,1634322,5,True,True,False
9376,147~150139,2013-09-12 00:27:40.420,1,False,BMW,Climate Control,2016,1634322,4,True,True,False
57,68~128548,2013-09-07 00:14:06.000,1,False,Audi,Transmission,2020,678446,8,False,True,False
57,68~128548,2013-09-07 00:14:06.000,1,False,Audi,Transmission,2019,678446,7,False,True,False
62,68~128548,2013-09-07 00:14:06.000,1,False,Audi,Transmission,2018,678446,6,False,True,False
46,68~128548,2013-09-07 00:14:06.000,1,False,Audi,Transmission,2017,678446,5,False,True,False
39,68~128548,2013-09-07 00:14:06.000,1,False,Audi,Transmission,2016,678446,4,False,True,False
57,68~128548,2013-09-07 00:14:06.000,1,False,Volkswagen,Transmission,2020,678446,8,False,True,False
57,68~128548,2013-09-07 00:14:06.000,1,False,Volkswagen,Transmission,2019,678446,7,False,True,False
62,68~128548,2013-09-07 00:14:06.000,1,False,Volkswagen,Transmission,2018,678446,6,False,True,False
46,68~128548,2013-09-07 00:14:06.000,1,False,Volkswagen,Transmission,2017,678446,5,False,True,False
39,68~128548,2013-09-07 00:14:06.000,1,False,Volkswagen,Transmission,2016,678446,4,False,True,False
33,118~131053,2013-09-06 00:26:18.000,1,False,BMW,Steering,2020,41848,8,True,True,False
51,118~131053,2013-09-06 00:26:18.000,1,False,BMW,Steering,2019,41848,7,True,True,False
7,118~131053,2013-09-06 00:26:18.000,1,False,BMW,Steering,2018,41848,6,True,True,False
19,118~131053,2013-09-06 00:26:18.000,1,False,BMW,Steering,2017,41848,5,True,True,False
26,118~131053,2013-09-06 00:26:18.000,1,False,BMW,Steering,2016,41848,4,True,True,False
398,175~148531,2013-09-05 00:23:06.000,1,False,Mercedes-Benz,Suspension,2020,724345,8,False,True,False
462,175~148531,2013-09-05 00:23:06.000,1,False,Mercedes-Benz,Suspension,2019,724345,7,False,True,False
195,175~148531,2013-09-05 00:23:06.000,1,False,Mercedes-Benz,Suspension,2018,724345,6,False,True,False
20,175~148531,2013-09-05 00:23:06.000,1,False,Mercedes-Benz,Suspension,2017,724345,5,False,True,False
48,175~148531,2013-09-05 00:23:06.000,1,False,Mercedes-Benz,Suspension,2016,724345,4,False,True,False
36,185~150382,2013-09-03 23:57:16.150,2,False,Volkswagen,Suspension,2020,223073,8,True,False,False
16,185~150382,2013-09-03 23:57:16.150,2,False,Volkswagen,Suspension,2019,223073,7,True,False,False
50,185~150382,2013-09-03 23:57:16.150,2,False,Volkswagen,Suspension,2018,223073,6,True,False,False
22,185~150382,2013-09-03 23:57:16.150,2,False,Volkswagen,Suspension,2017,223073,5,True,False,False
42,185~150382,2013-09-03 23:57:16.150,2,False,Volkswagen,Suspension,2016,223073,4,True,False,False
4,49~149005,2013-08-28 23:41:47.437,1,False,Volkswagen,Steering,2020,2151,8,True,False,False
3,49~149005,2013-08-28 23:41:47.437,1,False,Volkswagen,Steering,2019,2151,7,True,False,False
1,49~149005,2013-08-28 23:41:47.437,1,False,Volkswagen,Steering,2017,2151,5,True,False,False
6,49~149005,2013-08-28 23:41:47.437,1,False,Volkswagen,Steering,2016,2151,4,True,False,False
7,49~149008,2013-08-28 23:41:47.417,1,False,Volkswagen,Steering,2020,16624,8,True,False,False
4,49~149008,2013-08-28 23:41:47.417,1,False,Volkswagen,Steering,2019,16624,7,True,False,False
2,49~149008,2013-08-28 23:41:47.417,1,False,Volkswagen,Steering,2018,16624,6,True,False,False
1,49~149008,2013-08-28 23:41:47.417,1,False,Volkswagen,Steering,2017,16624,5,True,False,False
9,49~149008,2013-08-28 23:41:47.417,1,False,Volkswagen,Steering,2016,16624,4,True,False,False
3,49~148861,2013-08-28 23:41:47.000,1,False,Audi,Suspension,2020,21592,8,True,False,False
3,49~148861,2013-08-28 23:41:47.000,1,False,Audi,Suspension,2019,21592,7,True,False,False
4,49~148861,2013-08-28 23:41:47.000,1,False,Audi,Suspension,2018,21592,6,True,False,False
1,49~148861,2013-08-28 23:41:47.000,1,False,Audi,Suspension,2017,21592,5,True,False,False
6,49~148861,2013-08-28 23:41:47.000,1,False,Audi,Suspension,2016,21592,4,True,False,False
36,49~123727,2013-08-28 23:41:47.000,1,False,Mercedes-Benz,Steering,2020,166519,8,True,True,False
53,49~123727,2013-08-28 23:41:47.000,1,False,Mercedes-Benz,Steering,2019,166519,7,True,True,False
37,49~123727,2013-08-28 23:41:47.000,1,False,Mercedes-Benz,Steering,2018,166519,6,True,True,False
57,49~123727,2013-08-28 23:41:47.000,1,False,Mercedes-Benz,Steering,2017,166519,5,True,True,False
87,49~123727,2013-08-28 23:41:47.000,1,False,Mercedes-Benz,Steering,2016,166519,4,True,True,False
8,49~148939,2013-08-28 23:41:47.000,1,False,Mercedes-Benz,Steering,2020,19247,8,False,False,False
6,49~148939,2013-08-28 23:41:47.000,1,False,Mercedes-Benz,Steering,2019,19247,7,False,False,False
7,49~148939,2013-08-28 23:41:47.000,1,False,Mercedes-Benz,Steering,2018,19247,6,False,False,False
6,49~148939,2013-08-28 23:41:47.000,1,False,Mercedes-Benz,Steering,2017,19247,5,False,False,False
5,49~148939,2013-08-28 23:41:47.000,1,False,Mercedes-Benz,Steering,2016,19247,4,False,False,False
77,170~145738,2013-08-22 19:58:55.000,1,False,BMW,Fuel,2020,750266,8,True,True,False
121,170~145738,2013-08-22 19:58:55.000,1,False,BMW,Fuel,2019,750266,7,True,True,False
166,170~145738,2013-08-22 19:58:55.000,1,False,BMW,Fuel,2018,750266,6,True,True,False
622,170~145738,2013-08-22 19:58:55.000,1,False,BMW,Fuel,2017,750266,5,True,True,False
961,170~145738,2013-08-22 19:58:55.000,1,False,BMW,Fuel,2016,750266,4,True,True,False
769,118~149989,2013-08-21 23:25:17.370,12,False,Porsche,Exhaust,2020,36583,8,False,False,False
648,118~149989,2013-08-21 23:25:17.370,12,False,Porsche,Exhaust,2019,36583,7,False,False,False
187,118~149989,2013-08-21 23:25:17.370,12,False,Porsche,Exhaust,2018,36583,6,False,False,False
776,118~149989,2013-08-21 23:25:17.370,12,False,Porsche,Exhaust,2017,36583,5,False,False,False
206,118~149989,2013-08-21 23:25:17.370,12,False,Porsche,Exhaust,2016,36583,4,False,False,False
1614,118~145750,2013-08-21 23:25:17.000,6,False,Porsche,Exhaust,2020,59196,8,True,False,False
2444,118~145750,2013-08-21 23:25:17.000,6,False,Porsche,Exhaust,2019,59196,7,True,False,False
245,118~145750,2013-08-21 23:25:17.000,6,False,Porsche,Exhaust,2018,59196,6,True,False,False
2140,118~145750,2013-08-21 23:25:17.000,6,False,Porsche,Exhaust,2017,59196,5,True,False,False
2209,118~145750,2013-08-21 23:25:17.000,6,False,Porsche,Exhaust,2016,59196,4,True,False,False
84,187~147904,2013-08-20 23:28:52.000,1,False,Porsche,Cooling,2020,5572,8,True,True,False
59,187~147904,2013-08-20 23:28:52.000,1,False,Porsche,Cooling,2019,5572,7,True,True,False
76,187~147904,2013-08-20 23:28:52.000,1,False,Porsche,Cooling,2018,5572,6,True,True,False
53,187~147904,2013-08-20 23:28:52.000,1,False,Porsche,Cooling,2017,5572,5,True,True,False
51,187~147904,2013-08-20 23:28:52.000,1,False,Porsche,Cooling,2016,5572,4,True,True,False
647,147~150091,2013-08-16 00:18:13.500,1,False,Porsche,Steering,2020,18652,8,True,False,True
611,147~150091,2013-08-16 00:18:13.500,1,False,Porsche,Steering,2019,18652,7,True,False,True
801,147~150091,2013-08-16 00:18:13.500,1,False,Porsche,Steering,2018,18652,6,True,False,True
407,147~150091,2013-08-16 00:18:13.500,1,False,Porsche,Steering,2017,18652,5,True,False,True
793,147~150091,2013-08-16 00:18:13.500,1,False,Porsche,Steering,2016,18652,4,True,False,True
13,49~155104,2013-08-15 23:48:38.000,1,False,Volkswagen,Body,2020,199899,8,True,False,False
13,49~155104,2013-08-15 23:48:38.000,1,False,Volkswagen,Body,2019,199899,7,True,False,False
43,49~155104,2013-08-15 23:48:38.000,1,False,Volkswagen,Body,2018,199899,6,True,False,False
106,49~155104,2013-08-15 23:48:38.000,1,False,Volkswagen,Body,2017,199899,5,True,False,False
68,49~155104,2013-08-15 23:48:38.000,1,False,Volkswagen,Body,2016,199899,4,True,False,False
159,352~149284,2013-08-15 21:55:53.000,1,False,BMW,Body,2020,154866,8,True,True,False
226,352~149284,2013-08-15 21:55:53.000,1,False,BMW,Body,2019,154866,7,True,True,False
282,352~149284,2013-08-15 21:55:53.000,1,False,BMW,Body,2018,154866,6,True,True,False
302,352~149284,2013-08-15 21:55:53.000,1,False,BMW,Body,2017,154866,5,True,True,False
227,352~149284,2013-08-15 21:55:53.000,1,False,BMW,Body,2016,154866,4,True,True,False
256,133~149332,2013-08-15 00:34:40.000,1,False,Audi,Electrical,2020,3836489,8,True,False,False
13,133~149332,2013-08-15 00:34:40.000,1,False,Audi,Electrical,2019,3836489,7,True,False,False
16,133~149332,2013-08-15 00:34:40.000,1,False,Audi,Electrical,2018,3836489,6,True,False,False
17,133~149332,2013-08-15 00:34:40.000,1,False,Audi,Electrical,2017,3836489,5,True,False,False
3,133~149332,2013-08-15 00:34:40.000,1,False,Audi,Electrical,2016,3836489,4,True,False,False
256,133~149332,2013-08-15 00:34:40.000,1,False,Dodge,Electrical,2020,3836489,8,True,False,False
13,133~149332,2013-08-15 00:34:40.000,1,False,Dodge,Electrical,2019,3836489,7,True,False,False
16,133~149332,2013-08-15 00:34:40.000,1,False,Dodge,Electrical,2018,3836489,6,True,False,False
17,133~149332,2013-08-15 00:34:40.000,1,False,Dodge,Electrical,2017,3836489,5,True,False,False
3,133~149332,2013-08-15 00:34:40.000,1,False,Dodge,Electrical,2016,3836489,4,True,False,False
256,133~149332,2013-08-15 00:34:40.000,1,False,Eagle,Electrical,2020,3836489,8,True,False,False
13,133~149332,2013-08-15 00:34:40.000,1,False,Eagle,Electrical,2019,3836489,7,True,False,False
16,133~149332,2013-08-15 00:34:40.000,1,False,Eagle,Electrical,2018,3836489,6,True,False,False
17,133~149332,2013-08-15 00:34:40.000,1,False,Eagle,Electrical,2017,3836489,5,True,False,False
3,133~149332,2013-08-15 00:34:40.000,1,False,Eagle,Electrical,2016,3836489,4,True,False,False
256,133~149332,2013-08-15 00:34:40.000,1,False,Jeep,Electrical,2020,3836489,8,True,False,False
13,133~149332,2013-08-15 00:34:40.000,1,False,Jeep,Electrical,2019,3836489,7,True,False,False
16,133~149332,2013-08-15 00:34:40.000,1,False,Jeep,Electrical,2018,3836489,6,True,False,False
17,133~149332,2013-08-15 00:34:40.000,1,False,Jeep,Electrical,2017,3836489,5,True,False,False
3,133~149332,2013-08-15 00:34:40.000,1,False,Jeep,Electrical,2016,3836489,4,True,False,False
256,133~149332,2013-08-15 00:34:40.000,1,False,Mercedes-Benz,Electrical,2020,3836489,8,True,False,False
13,133~149332,2013-08-15 00:34:40.000,1,False,Mercedes-Benz,Electrical,2019,3836489,7,True,False,False
16,133~149332,2013-08-15 00:34:40.000,1,False,Mercedes-Benz,Electrical,2018,3836489,6,True,False,False
17,133~149332,2013-08-15 00:34:40.000,1,False,Mercedes-Benz,Electrical,2017,3836489,5,True,False,False
3,133~149332,2013-08-15 00:34:40.000,1,False,Mercedes-Benz,Electrical,2016,3836489,4,True,False,False
256,133~149332,2013-08-15 00:34:40.000,1,False,Porsche,Electrical,2020,3836489,8,True,False,False
13,133~149332,2013-08-15 00:34:40.000,1,False,Porsche,Electrical,2019,3836489,7,True,False,False
16,133~149332,2013-08-15 00:34:40.000,1,False,Porsche,Electrical,2018,3836489,6,True,False,False
17,133~149332,2013-08-15 00:34:40.000,1,False,Porsche,Electrical,2017,3836489,5,True,False,False
3,133~149332,2013-08-15 00:34:40.000,1,False,Porsche,Electrical,2016,3836489,4,True,False,False
256,133~149332,2013-08-15 00:34:40.000,1,False,Saab,Electrical,2020,3836489,8,True,False,False
13,133~149332,2013-08-15 00:34:40.000,1,False,Saab,Electrical,2019,3836489,7,True,False,False
16,133~149332,2013-08-15 00:34:40.000,1,False,Saab,Electrical,2018,3836489,6,True,False,False
17,133~149332,2013-08-15 00:34:40.000,1,False,Saab,Electrical,2017,3836489,5,True,False,False
3,133~149332,2013-08-15 00:34:40.000,1,False,Saab,Electrical,2016,3836489,4,True,False,False
