"timestamp","source","level","message"
"2019-08-29T19:10:03.335Z","EC2AMAZ-ROE9IQD","6","CallsMetadata: job status response \n{""id"":""5d68230aaabd01000c0fbfef"",""name"":""demoJob3"",""created_at"":""2019-08-29T19:10:02Z"",""status"":""processing"",""timespan"":{""from"":""2019-08-29T16:59:40Z"",""to"":""2019-08-29T18:00:00Z""},""_links"":{""self"":{""href"":""https://api.talkdeskapp.com/reports/calls/jobs/5d68230aaabd01000c0fbfef""},""files"":{""href"":""https://api.talkdeskapp.com/reports/calls/files/5d68230aaabd01000c0fbfef""}}}"
"2019-08-29T15:10:49.979Z","EC2AMAZ-ROE9IQD","6","CallsMetadata: in missing values"
"2019-08-29T19:10:34.121Z","EC2AMAZ-ROE9IQD","6","CallsMetadata: job response code: [200]"
"2019-08-29T19:10:51.266Z","EC2AMAZ-ROE9IQD","6","CallsMetadata: in missing values"
"2019-08-29T15:10:01.915Z","EC2AMAZ-ROE9IQD","6","CallsMetadata: report job status:202"
"2019-08-29T15:10:03.339Z","EC2AMAZ-ROE9IQD","6","CallsMetadata: waiting for report to generate sleep time [30]"
"2019-08-29T19:10:34.979Z","EC2AMAZ-ROE9IQD","6","CallsMetadata: report generated successfully"
"2019-08-29T19:10:35.468Z","EC2AMAZ-ROE9IQD","6","CallsMetadata: generating dataframe"
"2019-08-29T19:10:35.488Z","EC2AMAZ-ROE9IQD","6","CallsMetadata: <--initiating concurrent requests-->"
"2019-08-29T19:10:37.059Z","EC2AMAZ-ROE9IQD","6","CallsMetadata: Deleted Successfully"
"2019-08-29T16:10:01.791Z","EC2AMAZ-ROE9IQD","6","CallsMetadata: report job status:202"
"2019-08-29T16:10:01.792Z","EC2AMAZ-ROE9IQD","6","CallsMetadata: job id: [5d67f8d9ef2fd6000f55acca]"
"2019-08-29T16:10:01.053Z","EC2AMAZ-ROE9IQD","6","Calls metadata : 7d87dbe2-7410-4192-8403-77ff935fdd53"
