units_sold,partType,vehicleMaxQty,isDevelopment,make,category,subCat,year,TotalVIO,no_of_days,HasPartsAuthorityPurchased,HasWorldPacPurchased,HasSSFPurchased,sale_year_rank
32,Suspension Control Arm Bushing,2,False,BMW,Suspension,Mountings & Bushings,2017,14314,365,False,True,False,13
97,Tail Light Socket,4,False,Volvo,Electrical,Sockets & Harness,2016,89335,365,True,True,False,5
46,Vent Window Weatherstrip,1,True,Porsche,Body,Gaskets & Seals,2018,9069,365,True,False,True,2
22,Engine Crankcase Breather Hose,1,True,Porsche,Fuel,Emissions,2018,7238,365,True,True,True,2
55,Exterior Door Handle,2,False,BMW,Body,Doors & Windows,2020,458855,365,True,False,False,8
271,Fuel Pump Mount,2,False,Porsche,Fuel,Mountings & Bushings,2016,36221,365,True,True,False,1
129,Engine Crankcase Vent Valve,1,False,Volkswagen,Fuel,Emissions,2018,9795,365,False,True,False,4
223,Alternator Pulley,1,False,Porsche,Electrical,Charging System,2017,26763,365,True,True,True,1
3908,Drive Shaft Flex Joint,1,True,Chevrolet,Drivetrain & Hub,Driveshaft,2017,469937,365,True,True,False,9
3,Spoiler,1,False,Mercedes-Benz,Accessories,Exterior Trim,2016,162428,365,False,False,False,7
89,Suspension Control Arm Bushing,2,False,Jaguar,Suspension,Mountings & Bushings,2017,32675,365,False,True,False,2
71,Headlight Bulb,2,False,Kia,Electrical,Headlamps,2018,7142799,26,True,True,False,0
4,Suspension Stabilizer Bar Link,1,False,Audi,Suspension,Stabilizers,2020,21592,365,True,False,False,6
251,Engine Coolant Reservoir Cap,1,False,Audi,Cooling,Caps & Boots,2018,274730,365,False,True,False,6
91,Exterior Door Handle,2,False,BMW,Body,Doors & Windows,2016,458855,365,True,False,False,4
22,Headlight Lens,1,False,Volvo,Electrical,Headlamps,2018,44109,365,True,True,True,10
5,Engine Air Intake Hose,1,False,Porsche,Fuel,"Hoses, Pipes, Tubes",2018,2526,365,True,False,False,2
124,Engine Mount,2,False,BMW,Engine,Mountings & Bushings,2019,46299,146,False,False,True,0
114,Disc Brake Pad Wear Sensor,2,False,Mercedes-Benz,Brakes,Sensors & Senders,2017,12004,365,True,True,False,6
245,Hood Lift Support,1,False,Mercedes-Benz,Body,Lift Struts,2019,367490,332,True,True,False,0
20,Turn Signal Light Assembly,1,False,Mercedes-Benz,Electrical,Turn Indicator Lamps,2019,46461,365,True,False,False,20
384,Headlight Wiper Blade Set,1,False,Volvo,Body,Wiper & Washer System,2017,168351,365,True,False,False,3
55,Tail Light Lens,1,True,BMW,Electrical,Tail Lamps,2018,2910,318,True,True,True,0
26,Engine Coolant Hose,1,False,Porsche,Cooling,"Hoses, Pipes, Tubes",2019,9569,365,True,False,False,12
372,Suspension Ball Joint,2,False,Volkswagen,Suspension,Ball Joints,2020,146355,365,True,True,False,10
47,Ignition Knock (Detonation) Sensor,2,False,Saab,Electrical,Sensors & Senders,2016,125140,365,True,True,False,8
6738,Headlight Bulb,2,False,Mini,Electrical,Headlamps,2020,7142799,365,True,True,False,2
63,Suspension Control Arm Bushing,2,False,Audi,Suspension,Mountings & Bushings,2017,190383,365,False,False,False,1
273,Engine Coolant Reservoir,1,False,Mercedes-Benz,Cooling,Expansion Tanks & Parts,2017,69993,365,True,True,False,11
70,Suspension Strut Bumper,2,True,Jaguar,Suspension,Mountings & Bushings,2018,68734,365,True,False,True,1
101,Exterior Door Handle,1,False,Chevrolet,Body,Doors & Windows,2018,8202349,365,True,True,False,6
128,Radiator Coolant Hose,1,False,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2020,15162,365,True,True,True,16
2,Exterior Door Handle Cover,1,False,Land Rover,Accessories,Exterior Trim,2016,15974,365,False,False,False,6
107,Engine Coolant Thermostat Seal,1,False,BMW,Engine,Gaskets & Seals,2020,382033,365,False,False,False,1
40,Multi Purpose Relay,2,False,Volkswagen,Electrical,"Relays, Switches, Solenoids",2019,1565108,365,False,True,False,5
54,Power Steering Reservoir Hose,1,False,Volvo,Steering,"Hoses, Pipes, Tubes",2019,52812,365,True,True,True,8
6,Automatic Transmission Shift Handle,1,False,Mercedes-Benz,Accessories,Shift Knobs,2018,13027,365,False,False,False,19
380,Bumper Seal,10,False,Jaguar,Body,Gaskets & Seals,2016,1671,365,False,False,False,17
107,Window Regulator,1,False,Volkswagen,Body,Regulators,2016,276548,365,False,False,False,5
1538,Drive Belt Idler Pulley,1,False,Isuzu,Engine,Pulleys & Tensioners,2020,22913443,365,True,True,False,2
43,Engine Timing Cover,1,False,Volkswagen,Engine,Miscellaneous,2018,14257,365,True,False,False,4
140,Door Latch Buffer,2,False,Volvo,Body,Hinges & Latches,2016,29034,365,True,True,False,5
288,Windshield Glass Seal Lock,1,False,Jaguar,Body,Gaskets & Seals,2019,1979,365,False,True,False,20
1581,Wheel Bearing Dust Cap,2,True,BMW,Suspension,Bearings & Hubs,2018,759912,365,True,True,True,1
961,Exhaust Muffler Clamp,2,True,Porsche,Exhaust,Miscellaneous,2019,47766,365,True,True,False,2
248,Engine Coolant Thermostat Housing,1,False,Volkswagen,Cooling,Flanges & Housings,2019,61312,365,True,True,True,7
16,Headlight Trim Ring,1,False,Mercedes-Benz,Accessories,Exterior Trim,2018,91902,365,True,False,False,12
12,Steering Tie Rod End,2,False,Mercedes-Benz,Steering,Steering,2017,42236,365,False,False,False,4
16,Multi Purpose Relay,1,False,Dodge,Electrical,"Relays, Switches, Solenoids",2018,3836489,365,True,False,False,5
58,Door Seal,1,True,Porsche,Body,Gaskets & Seals,2018,17211,365,True,True,False,1
18,Automatic Transmission Mount,1,False,BMW,Transmission,Mountings & Bushings,2020,11727,365,True,False,False,17
27,Engine Mount,1,True,Audi,Engine,Mountings & Bushings,2020,17872,365,True,False,True,3
6,Suspension Ball Joint,1,False,Volkswagen,Suspension,Ball Joints,2017,1735,365,True,True,False,7
16424,Window Regulator Rivet,16,False,Mercedes-Benz,Body,Doors & Windows,2020,1273371,365,True,True,True,7
129,Suspension Control Arm,1,False,Mercedes-Benz,Suspension,Control Arms,2016,40505,365,True,True,False,10
62,HVAC Heater Hose,1,False,Volvo,Cooling,"Hoses, Pipes, Tubes",2017,22300,365,True,True,True,18
755,Interior Door Handle,2,False,BMW,Body,Doors & Windows,2016,177490,365,True,True,True,5
79,Power Steering Reservoir Hose,1,False,BMW,Steering,"Hoses, Pipes, Tubes",2017,86595,365,True,False,False,4
261,Radiator Coolant Hose,1,False,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2016,28345,365,True,True,True,14
278,Suspension Control Arm,1,False,BMW,Suspension,Control Arms,2017,27553,365,True,True,False,10
64,Engine Coolant Hose,1,False,Porsche,Cooling,"Hoses, Pipes, Tubes",2020,7375,365,True,True,False,15
89,HVAC Heater Blend Door Actuator,1,False,Pontiac,Climate Control,Motors & Servos,2019,5305117,365,True,True,False,1
33,Engine Crankcase Breather Hose,1,False,Mercedes-Benz,Fuel,Emissions,2018,21842,365,True,False,False,10
307,Turn Signal Light Lens,1,False,Volvo,Electrical,Turn Indicator Lamps,2018,40247,365,True,True,False,19
473,Engine Crankcase Breather Hose,1,False,Volkswagen,Fuel,Emissions,2017,50663,365,True,True,True,4
95,Manual Transmission Shift Lever Boot,1,False,Porsche,Transmission,Caps & Boots,2019,9069,365,True,True,True,4
649,Multi Purpose Relay,1,False,Porsche,Electrical,"Relays, Switches, Solenoids",2018,4607795,365,True,True,False,4
3186,Vacuum Control Valve,1,False,Volkswagen,Fuel,Emissions,2018,692256,365,True,True,True,4
15,Drive Belt Idler Pulley,1,True,Land Rover,Engine,Pulleys & Tensioners,2017,69496,43,True,True,True,0
542,Drive Belt Tensioner,1,False,BMW,Engine,Pulleys & Tensioners,2018,947573,365,False,True,False,11
229,Windshield Seal,1,False,Porsche,Body,Gaskets & Seals,2020,34750,365,True,True,True,4
46,Suspension Control Arm Bushing,2,False,Mercedes-Benz,Suspension,Mountings & Bushings,2016,274826,365,False,True,False,4
52,Windshield Washer Pump,1,False,Land Rover,Body,Wiper & Washer System,2020,12451,365,True,False,False,8
10,Side Marker Light Gasket,2,True,Porsche,Body,Gaskets & Seals,2020,5887,365,False,False,False,1
178,Radiator Coolant Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2017,13349,365,False,True,True,15
117,Hood Lift Support,2,False,Jaguar,Body,Lift Struts,2017,11651,365,False,False,False,12
475,Wheel Bearing Dust Cap,2,True,BMW,Suspension,Bearings & Hubs,2017,759912,81,True,True,True,0
357,Power Steering Pressure Hose,1,False,BMW,Steering,"Hoses, Pipes, Tubes",2019,105926,365,True,True,False,10
489,Engine Coolant Temperature Switch,1,False,Geo,Electrical,"Relays, Switches, Solenoids",2020,334622,365,True,False,False,14
5,Hatch Lift Support,2,False,BMW,Body,Lift Struts,2017,8004,68,False,False,False,0
119,Radiator Coolant Hose,1,False,MG,Cooling,"Hoses, Pipes, Tubes",2018,16272,365,True,True,False,19
1421,Engine Coolant Reservoir Cap,1,False,Mini,Cooling,Caps & Boots,2019,81602,365,True,True,True,7
56,Window Regulator,1,True,BMW,Body,Regulators,2019,192245,365,True,True,True,3
1244,Engine Coolant Reservoir,1,False,Audi,Cooling,Expansion Tanks & Parts,2020,969106,365,True,True,False,8
369,Tail Light Lens,1,True,Mercedes-Benz,Electrical,Tail Lamps,2019,70193,365,False,True,False,1
39,A/C Hose Assembly,1,False,Jaguar,Climate Control,"Hoses, Pipes, Tubes",2020,14124,365,True,True,False,14
42,Suspension Control Arm Bushing,2,False,Volkswagen,Suspension,Mountings & Bushings,2016,190383,283,False,False,False,0
45,Engine Oil Pan,1,False,Mercury,Engine,Engine Mechanical,2019,117181,314,True,False,False,0
1592,Windshield Molding,1,True,BMW,Body,Gaskets & Seals,2019,272309,365,True,True,True,3
49,Disc Brake Caliper Repair Kit,2,False,Porsche,Brakes,Gaskets & Seals,2018,29123,365,False,True,True,5
198,Radiator Coolant Hose,1,True,BMW,Cooling,"Hoses, Pipes, Tubes",2020,2910,365,True,False,True,1
1154,Drive Belt Idler Pulley,1,False,BMW,Engine,Pulleys & Tensioners,2020,929174,365,True,True,True,4
59,HVAC Heater Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2019,20241,365,True,False,True,11
28,Engine Water Pump,1,False,Audi,Cooling,Water Pumps,2020,59991,365,False,True,False,10
197,Suspension Stabilizer Bar Bushing,2,False,Porsche,Suspension,Mountings & Bushings,2019,22672,365,True,True,True,9
1090,Engine Coolant Temperature Sensor,1,False,Volvo,Electrical,Sensors & Senders,2019,486197,365,False,True,True,13
365,Suspension Strut Dust Sleeve,2,False,Audi,Suspension,Shocks & Springs,2018,1190244,365,True,False,False,1
1222,Engine Valve Cover Washer Seal,4,True,Jaguar,Engine,Gaskets & Seals,2020,73318,365,True,True,False,11
194,Suspension Stabilizer Bar Link,2,False,BMW,Suspension,Stabilizers,2017,207798,365,True,True,False,7
133,Suspension Stabilizer Bar Bushing,4,False,Porsche,Suspension,Mountings & Bushings,2020,5354,365,True,True,False,10
7,Engine Timing Belt Tensioner Roller,1,False,Volvo,Engine,Pulleys & Tensioners,2020,11375,365,True,False,False,7
877,Radiator Coolant Hose Flange,1,False,Volkswagen,Cooling,Flanges & Housings,2016,157881,365,True,True,False,5
12,Window Regulator,1,False,Mercedes-Benz,Body,Regulators,2020,45162,365,True,True,False,11
36,Door Mirror Base Gasket,1,False,Porsche,Body,Gaskets & Seals,2017,7982,365,True,False,False,6
19,Electric Fuel Pump,1,False,Land Rover,Fuel,Fuel Supply,2020,3799,365,True,False,True,5
117,Engine Oil Pan,1,False,Volkswagen,Engine,Engine Mechanical,2017,95110,365,True,True,True,2
453,Ignition Lock Cylinder,1,False,BMW,Electrical,Miscellaneous,2017,154866,365,True,True,True,1
38,A/C Receiver Drier,1,False,Audi,Climate Control,Driers & Accumulators,2017,207569,365,False,True,False,6
33,Hood Lift Support,2,False,Volkswagen,Body,Lift Struts,2020,138491,365,False,False,False,5
307,Suspension Control Arm,1,False,Jaguar,Suspension,Control Arms,2017,33031,365,True,True,False,6
192,Manual Transmission Transaxle Mount,2,True,Porsche,Transmission,Mountings & Bushings,2020,830,202,True,True,True,0
686,Door Sill Strip,1,False,Jaguar,Body,Gaskets & Seals,2016,1671,365,False,False,False,17
256,Multi Purpose Relay,1,False,Mercedes-Benz,Electrical,"Relays, Switches, Solenoids",2020,3836489,365,True,False,False,7
555,Engine Oil Dipstick,1,False,Volkswagen,Engine,Miscellaneous,2017,141097,365,True,True,True,4
27,Engine Coolant Reservoir,1,False,Audi,Cooling,Expansion Tanks & Parts,2020,15510,365,True,True,True,10
862,Headlight Lens Gasket,2,False,BMW,Electrical,Headlamps,2019,430762,365,True,True,True,3
24,Shock Mount,2,False,Volvo,Suspension,Mountings & Bushings,2019,168351,365,False,True,False,11
245,Sun Visor Bracket,2,False,Porsche,Body,Interior Trim,2016,31869,365,True,True,True,2
127,Disc Brake Pad Wear Sensor,1,False,Mini,Brakes,Sensors & Senders,2019,104564,365,True,False,False,3
1525,Drive Shaft Flex Joint,1,True,BMW,Drivetrain & Hub,Driveshaft,2018,122268,365,True,True,False,13
24,Engine Coolant Reservoir Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2020,24711,365,True,True,False,5
1182,Engine Coolant Temperature Switch,1,False,Audi,Electrical,"Relays, Switches, Solenoids",2019,1427276,365,False,True,False,7
633,Drive Shaft Center Support,1,False,Porsche,Drivetrain & Hub,Driveshaft,2017,111530,365,True,True,True,7
69,Suspension Stabilizer Bar Bushing,2,False,BMW,Suspension,Mountings & Bushings,2020,154866,365,False,False,False,12
91,Engine Coolant Reservoir Hose,1,False,Volvo,Cooling,"Hoses, Pipes, Tubes",2019,23987,365,True,False,True,16
83,Steering Tie Rod End Boot,2,False,Volkswagen,Steering,Caps & Boots,2018,14978,365,False,False,False,1
139,Fuel Pump Relay,1,False,Mercedes-Benz,Electrical,"Relays, Switches, Solenoids",2017,27135,365,True,True,False,6
47,Dash Panel Overlay,1,False,Mercedes-Benz,Accessories,Wood Trim,2016,68327,365,True,False,False,17
306,Power Steering Reservoir Hose,1,False,Saab,Steering,"Hoses, Pipes, Tubes",2016,7753,365,True,True,True,8
26,Engine Air Intake Hose,1,True,Porsche,Fuel,"Hoses, Pipes, Tubes",2019,3464,365,True,False,True,3
5,HVAC Heater Blend Door Actuator,1,False,Cadillac,Climate Control,Motors & Servos,2018,160999,205,False,True,False,0
1,Suspension Control Arm,2,False,Volkswagen,Suspension,Control Arms,2018,3176,365,False,False,False,3
98,Headlight Bulb,2,False,Scion,Electrical,Headlamps,2019,5367283,35,True,True,False,0
27,Manual Transmission Mount Buffer,1,False,Mercedes-Benz,Transmission,Mountings & Bushings,2020,8450,365,True,False,False,9
10,Engine Mount,1,False,Land Rover,Engine,Mountings & Bushings,2020,22130,365,True,True,False,9
27,Hood Lift Support,2,False,Jaguar,Body,Lift Struts,2017,15820,365,True,False,False,4
346,Power Steering Return Hose,1,False,Mercedes-Benz,Steering,"Hoses, Pipes, Tubes",2018,119947,365,True,True,False,11
135,Suspension Control Arm and Ball Joint Assembly,1,False,Audi,Suspension,Control Arms,2018,698981,365,False,True,False,8
99,Interior Door Handle,2,False,BMW,Body,Doors & Windows,2019,177490,365,True,True,True,8
37,Radiator Coolant Hose,1,False,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2016,7899,365,True,True,False,14
181,Engine Timing Belt Roller,1,False,Volkswagen,Engine,Pulleys & Tensioners,2016,53919,365,False,True,False,6
845,Radiator Coolant Hose,1,False,Lincoln,Cooling,"Hoses, Pipes, Tubes",2019,20458,365,True,True,True,9
16,Turn Signal Light Assembly,1,False,Mercedes-Benz,Electrical,Turn Indicator Lamps,2019,5205,365,False,False,False,16
27,Suspension Stabilizer Bar Bushing,2,True,BMW,Suspension,Mountings & Bushings,2018,297193,365,True,True,False,2
17,Engine Intake Manifold Adjuster Repair Kit,1,True,Audi,Fuel,Fuel Supply,2020,73921,365,True,True,False,3
76,Fuse Box Cover,1,False,Porsche,Electrical,Charging System,2019,17909,365,True,False,True,3
49,HVAC Heater Hose,1,False,Triumph,Cooling,"Hoses, Pipes, Tubes",2017,2485,365,True,False,False,8
135,HVAC Heater Control Valve O-Ring,1,False,Audi,Climate Control,Gaskets & Seals,2020,4107899,365,True,True,False,6
40,Suspension Control Arm Bushing,2,False,Volvo,Suspension,Mountings & Bushings,2016,43646,365,False,True,False,14
155,Multi Purpose Relay,2,False,Volvo,Electrical,"Relays, Switches, Solenoids",2020,1565108,365,False,True,False,6
5,Automatic Transmission Shift Cover Plate,1,False,Mercedes-Benz,Accessories,Wood Trim,2017,10627,365,False,False,False,18
1146,Engine Oil Separator,1,False,Porsche,Engine,Emissions,2016,47849,365,True,True,True,2
35,Turn Signal Light Lens,1,False,Porsche,Electrical,Turn Indicator Lamps,2018,3805,365,True,True,True,2
792,Engine Crankcase Breather Hose,1,False,Volvo,Fuel,Emissions,2018,110252,365,True,True,False,3
189,Door Window Switch,1,False,Volkswagen,Electrical,"Relays, Switches, Solenoids",2017,1336139,365,True,True,False,2
163,Engine Crankcase Vent Valve,1,False,Volkswagen,Fuel,Emissions,2019,29937,347,True,True,False,0
4,A/C Hose Assembly,1,False,Jaguar,Climate Control,"Hoses, Pipes, Tubes",2017,4462,365,True,True,False,16
26,Engine Oil Separator,1,False,Mercedes-Benz,Engine,Emissions,2018,7541,172,False,False,True,0
8,Engine Coolant Bleed Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2019,2902,365,True,False,False,14
182,Window Regulator,1,True,Jaguar,Body,Regulators,2018,42056,365,True,True,True,6
19,Radiator Coolant Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2020,10976,365,True,True,True,13
1560,Engine Timing Belt Tensioner,1,False,Volkswagen,Engine,Pulleys & Tensioners,2017,263465,365,True,True,True,8
76,Radiator Coolant Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2019,27318,365,True,True,False,12
86,Engine Water Pump,1,False,Jaguar,Cooling,Water Pumps,2019,70202,365,False,True,False,5
21,Hatch Lift Support,2,False,Volvo,Body,Lift Struts,2018,10938,365,False,False,False,7
4,Steering Tie Rod End,2,False,Mercedes-Benz,Steering,Steering,2016,34200,365,False,False,False,3
55,Turn Signal Switch,1,False,Volkswagen,Electrical,"Relays, Switches, Solenoids",2019,10406,365,True,True,False,9
5811,Wheel Lug Bolt Cap,20,False,Volkswagen,Body,Miscellaneous,2017,1368571,365,True,True,False,3
266,Suspension Control Arm Link,2,False,BMW,Suspension,Control Arms,2019,53519,365,True,True,False,15
290,Engine Valve Cover Gasket,2,False,Land Rover,Engine,Gaskets & Seals,2016,97661,365,True,True,False,10
23,Engine Coolant Thermostat / Water Inlet Assembly,1,False,Mercedes-Benz,Cooling,Thermostats,2019,76239,175,True,False,False,0
912,Drive Belt Tensioner,1,False,Volkswagen,Engine,Pulleys & Tensioners,2020,773233,365,True,True,True,11
6,Engine Coolant Bleed Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2018,2902,365,True,False,False,13
358,Radiator Coolant Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2020,12029,365,True,True,False,21
26,HVAC Heater Hose,1,False,Triumph,Cooling,"Hoses, Pipes, Tubes",2020,2485,365,True,False,False,11
72,Suspension Strut Bumper,2,False,BMW,Suspension,Mountings & Bushings,2019,176352,365,False,True,False,6
72,Radiator Coolant Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2019,1137,365,True,True,False,20
18,Suspension Control Arm and Ball Joint Assembly,1,False,Pontiac,Suspension,Control Arms,2019,446742,263,False,True,False,0
978,Fuel Pump O-Ring,2,False,Audi,Fuel,Gaskets & Seals,2019,1481731,365,True,True,False,4
48,Engine Oil Pan,1,False,Kia,Engine,Engine Mechanical,2020,1565832,100,True,False,False,0
121,Suspension Control Arm,1,False,BMW,Suspension,Control Arms,2017,80888,365,True,True,False,4
524,Engine Coolant Temperature Switch,1,False,Chevrolet,Electrical,"Relays, Switches, Solenoids",2018,334622,365,True,False,False,12
