sales_range,firstSold,vehicleMaxQty,isDevelopment,make,category,year,TotalVIO,SaleYearRank,HasPartsAuthorityPurchased,HasWorldPacPurchased,HasSSFPurchased
[151 - 300],2011-09-08 07:00:00.000,1,False,Volkswagen,Engine,2017,59425,7,True,True,True
[151 - 300],2011-09-08 07:00:00.000,1,False,Volkswagen,Engine,2016,59425,6,True,True,True
[1 - 25],2011-09-08 07:00:00.000,2,False,Jaguar,Suspension,2021,47959,11,True,True,True
[301 - 500],2011-09-08 07:00:00.000,2,False,Jaguar,Suspension,2020,47959,10,True,True,True
[51 - 150],2011-09-08 07:00:00.000,2,False,Jaguar,Suspension,2019,47959,9,True,True,True
[301 - 500],2011-09-08 07:00:00.000,2,False,Jaguar,Suspension,2018,47959,8,True,True,True
[501 - 1000],2011-09-08 07:00:00.000,2,False,Jaguar,Suspension,2017,47959,7,True,True,True
[1001 - 2500],2011-09-08 07:00:00.000,2,False,Jaguar,Suspension,2016,47959,6,True,True,True
[1 - 25],2011-09-07 19:00:00.000,2,False,Jaguar,Suspension,2021,80324,11,False,True,True
[151 - 300],2011-09-07 19:00:00.000,2,False,Jaguar,Suspension,2020,80324,10,False,True,True
[51 - 150],2011-09-07 19:00:00.000,2,False,Jaguar,Suspension,2019,80324,9,False,True,True
[151 - 300],2011-09-07 19:00:00.000,2,False,Jaguar,Suspension,2018,80324,8,False,True,True
[151 - 300],2011-09-07 19:00:00.000,2,False,Jaguar,Suspension,2017,80324,7,False,True,True
[301 - 500],2011-09-07 19:00:00.000,2,False,Jaguar,Suspension,2016,80324,6,False,True,True
[1 - 25],2011-09-07 07:00:00.000,2,False,Mercedes-Benz,Engine,2020,87796,10,False,True,False
[1 - 25],2011-09-07 07:00:00.000,2,False,Mercedes-Benz,Engine,2019,87796,9,False,True,False
[301 - 500],2011-09-07 07:00:00.000,2,False,Mercedes-Benz,Engine,2016,87796,6,False,True,False
[151 - 300],2011-09-07 07:00:00.000,2,False,Mercedes-Benz,Engine,2017,87796,7,False,True,False
[151 - 300],2011-09-07 07:00:00.000,2,False,Mercedes-Benz,Engine,2018,87796,8,False,True,False
[1 - 25],2011-09-06 07:00:00.000,1,False,Volvo,Body,2021,99856,11,False,False,False
[1 - 25],2011-09-06 07:00:00.000,1,False,Volvo,Body,2020,99856,10,False,False,False
[1 - 25],2011-09-06 07:00:00.000,1,False,Volvo,Body,2019,99856,9,False,False,False
[1 - 25],2011-09-06 07:00:00.000,1,False,Volvo,Body,2018,99856,8,False,False,False
[1 - 25],2011-09-06 07:00:00.000,1,False,Volvo,Body,2016,99856,6,False,False,False
[26 - 50],2011-09-04 17:09:13.573,4,False,Volvo,Electrical,2021,81549,11,True,True,False
[151 - 300],2011-09-04 17:09:13.573,4,False,Volvo,Electrical,2020,81549,10,True,True,False
[151 - 300],2011-09-04 17:09:13.573,4,False,Volvo,Electrical,2019,81549,9,True,True,False
[151 - 300],2011-09-04 17:09:13.573,4,False,Volvo,Electrical,2018,81549,8,True,True,False
[301 - 500],2011-09-04 17:09:13.573,4,False,Volvo,Electrical,2017,81549,7,True,True,False
[301 - 500],2011-09-04 17:09:13.573,4,False,Volvo,Electrical,2016,81549,6,True,True,False
[1 - 25],2011-08-31 19:00:00.000,3,False,Volvo,Suspension,2021,692457,11,True,True,False
[51 - 150],2011-08-31 19:00:00.000,3,False,Volvo,Suspension,2020,692457,10,True,True,False
[51 - 150],2011-08-31 19:00:00.000,3,False,Volvo,Suspension,2019,692457,9,True,True,False
[51 - 150],2011-08-31 19:00:00.000,3,False,Volvo,Suspension,2018,692457,8,True,True,False
[151 - 300],2011-08-31 19:00:00.000,3,False,Volvo,Suspension,2017,692457,7,True,True,False
[151 - 300],2011-08-31 19:00:00.000,3,False,Volvo,Suspension,2016,692457,6,True,True,False
[1 - 25],2011-08-24 19:00:00.000,1,False,Volvo,Steering,2021,52812,11,True,True,True
[51 - 150],2011-08-24 19:00:00.000,1,False,Volvo,Steering,2020,52812,10,True,True,True
[51 - 150],2011-08-24 19:00:00.000,1,False,Volvo,Steering,2019,52812,9,True,True,True
[151 - 300],2011-08-24 19:00:00.000,1,False,Volvo,Steering,2018,52812,8,True,True,True
[51 - 150],2011-08-24 19:00:00.000,1,False,Volvo,Steering,2017,52812,7,True,True,True
[151 - 300],2011-08-24 19:00:00.000,1,False,Volvo,Steering,2016,52812,6,True,True,True
[26 - 50],2011-08-24 19:00:00.000,2,False,Porsche,Suspension,2021,0,11,True,False,True
[151 - 300],2011-08-24 19:00:00.000,2,False,Porsche,Suspension,2020,0,10,True,False,True
[51 - 150],2011-08-24 19:00:00.000,2,False,Porsche,Suspension,2019,0,9,True,False,True
[151 - 300],2011-08-24 19:00:00.000,2,False,Porsche,Suspension,2018,0,8,True,False,True
[151 - 300],2011-08-24 19:00:00.000,2,False,Porsche,Suspension,2017,0,7,True,False,True
[151 - 300],2011-08-24 19:00:00.000,2,False,Porsche,Suspension,2016,0,6,True,False,True
[26 - 50],2011-08-24 19:00:00.000,1,False,Porsche,Body,2021,7982,11,True,False,False
[51 - 150],2011-08-24 19:00:00.000,1,False,Porsche,Body,2020,7982,10,True,False,False
[51 - 150],2011-08-24 19:00:00.000,1,False,Porsche,Body,2019,7982,9,True,False,False
[1 - 25],2011-08-24 19:00:00.000,1,False,Porsche,Body,2018,7982,8,True,False,False
[26 - 50],2011-08-24 19:00:00.000,1,False,Porsche,Body,2017,7982,7,True,False,False
[26 - 50],2011-08-24 19:00:00.000,1,False,Porsche,Body,2016,7982,6,True,False,False
[1 - 25],2011-08-12 07:00:00.000,2,False,Volkswagen,Suspension,2021,35250,11,False,False,False
[51 - 150],2011-08-12 07:00:00.000,2,False,Volkswagen,Suspension,2020,35250,10,False,False,False
[51 - 150],2011-08-12 07:00:00.000,2,False,Volkswagen,Suspension,2019,35250,9,False,False,False
[51 - 150],2011-08-12 07:00:00.000,2,False,Volkswagen,Suspension,2018,35250,8,False,False,False
[51 - 150],2011-08-12 07:00:00.000,2,False,Volkswagen,Suspension,2017,35250,7,False,False,False
[51 - 150],2011-08-12 07:00:00.000,2,False,Volkswagen,Suspension,2016,35250,6,False,False,False
[26 - 50],2011-08-11 19:00:00.000,1,False,BMW,Suspension,2021,209590,11,True,True,False
[301 - 500],2011-08-11 19:00:00.000,1,False,BMW,Suspension,2020,209590,10,True,True,False
[301 - 500],2011-08-11 19:00:00.000,1,False,BMW,Suspension,2019,209590,9,True,True,False
[301 - 500],2011-08-11 19:00:00.000,1,False,BMW,Suspension,2018,209590,8,True,True,False
[301 - 500],2011-08-11 19:00:00.000,1,False,BMW,Suspension,2017,209590,7,True,True,False
[301 - 500],2011-08-11 19:00:00.000,1,False,BMW,Suspension,2016,209590,6,True,True,False
[26 - 50],2011-08-11 07:00:00.000,1,False,BMW,Suspension,2021,209590,11,True,True,False
[301 - 500],2011-08-11 07:00:00.000,1,False,BMW,Suspension,2020,209590,10,True,True,False
[151 - 300],2011-08-11 07:00:00.000,1,False,BMW,Suspension,2019,209590,9,True,True,False
[301 - 500],2011-08-11 07:00:00.000,1,False,BMW,Suspension,2018,209590,8,True,True,False
[301 - 500],2011-08-11 07:00:00.000,1,False,BMW,Suspension,2017,209590,7,True,True,False
[301 - 500],2011-08-11 07:00:00.000,1,False,BMW,Suspension,2016,209590,6,True,True,False
[26 - 50],2011-08-10 19:00:00.000,1,False,Volkswagen,Engine,2021,40059,11,True,True,False
[301 - 500],2011-08-10 19:00:00.000,1,False,Volkswagen,Engine,2020,40059,10,True,True,False
[151 - 300],2011-08-10 19:00:00.000,1,False,Volkswagen,Engine,2019,40059,9,True,True,False
[151 - 300],2011-08-10 19:00:00.000,1,False,Volkswagen,Engine,2018,40059,8,True,True,False
[151 - 300],2011-08-10 19:00:00.000,1,False,Volkswagen,Engine,2017,40059,7,True,True,False
[51 - 150],2011-08-10 19:00:00.000,1,False,Volkswagen,Engine,2016,40059,6,True,True,False
[1 - 25],2011-08-09 19:00:00.000,2,False,Volkswagen,Suspension,2021,2582,11,False,False,False
[1 - 25],2011-08-09 19:00:00.000,2,False,Volkswagen,Suspension,2020,2582,10,False,False,False
[1 - 25],2011-08-09 19:00:00.000,2,False,Volkswagen,Suspension,2019,2582,9,False,False,False
[1 - 25],2011-08-09 19:00:00.000,2,False,Volkswagen,Suspension,2018,2582,8,False,False,False
[1 - 25],2011-08-09 19:00:00.000,2,False,Volkswagen,Suspension,2017,2582,7,False,False,False
[1 - 25],2011-08-09 19:00:00.000,2,False,Volkswagen,Suspension,2016,2582,6,False,False,False
[26 - 50],2011-08-09 07:00:00.000,2,False,Volkswagen,Suspension,2021,93905,11,True,True,False
[51 - 150],2011-08-09 07:00:00.000,2,False,Volkswagen,Suspension,2020,93905,10,True,True,False
[51 - 150],2011-08-09 07:00:00.000,2,False,Volkswagen,Suspension,2019,93905,9,True,True,False
[26 - 50],2011-08-09 07:00:00.000,2,False,Volkswagen,Suspension,2018,93905,8,True,True,False
[151 - 300],2011-08-09 07:00:00.000,2,False,Volkswagen,Suspension,2017,93905,7,True,True,False
[51 - 150],2011-08-09 07:00:00.000,2,False,Volkswagen,Suspension,2016,93905,6,True,True,False
[1 - 25],2011-08-05 19:00:00.000,1,False,Porsche,Cooling,2021,9569,11,False,False,False
[1 - 25],2011-08-05 19:00:00.000,1,False,Porsche,Cooling,2020,9569,10,False,False,False
[26 - 50],2011-08-05 19:00:00.000,1,False,Porsche,Cooling,2019,9569,9,False,False,False
[1 - 25],2011-08-05 19:00:00.000,1,False,Porsche,Cooling,2018,9569,8,False,False,False
[1 - 25],2011-08-05 19:00:00.000,1,False,Porsche,Cooling,2017,9569,7,False,False,False
[1 - 25],2011-08-05 19:00:00.000,1,False,Porsche,Cooling,2016,9569,6,False,False,False
[26 - 50],2011-08-05 19:00:00.000,1,False,Mercedes-Benz,Climate Control,2021,70193,11,True,True,True
[301 - 500],2011-08-05 19:00:00.000,1,False,Mercedes-Benz,Climate Control,2020,70193,10,True,True,True
[301 - 500],2011-08-05 19:00:00.000,1,False,Mercedes-Benz,Climate Control,2019,70193,9,True,True,True
[301 - 500],2011-08-05 19:00:00.000,1,False,Mercedes-Benz,Climate Control,2018,70193,8,True,True,True
[301 - 500],2011-08-05 19:00:00.000,1,False,Mercedes-Benz,Climate Control,2017,70193,7,True,True,True
[501 - 1000],2011-08-05 19:00:00.000,1,False,Mercedes-Benz,Climate Control,2016,70193,6,True,True,True
[51 - 150],2011-08-05 07:00:00.000,1,False,Saab,Fuel,2021,98435,11,True,True,False
[1001 - 2500],2011-08-05 07:00:00.000,1,False,Saab,Fuel,2020,98435,10,True,True,False
[501 - 1000],2011-08-05 07:00:00.000,1,False,Saab,Fuel,2019,98435,9,True,True,False
[501 - 1000],2011-08-05 07:00:00.000,1,False,Saab,Fuel,2018,98435,8,True,True,False
[1001 - 2500],2011-08-05 07:00:00.000,1,False,Saab,Fuel,2017,98435,7,True,True,False
[1001 - 2500],2011-08-05 07:00:00.000,1,False,Saab,Fuel,2016,98435,6,True,True,False
[26 - 50],2011-08-05 07:00:00.000,1,False,Volkswagen,Engine,2021,149742,11,False,True,True
[151 - 300],2011-08-05 07:00:00.000,1,False,Volkswagen,Engine,2020,149742,10,False,True,True
[301 - 500],2011-08-05 07:00:00.000,1,False,Volkswagen,Engine,2019,149742,9,False,True,True
[151 - 300],2011-08-05 07:00:00.000,1,False,Volkswagen,Engine,2018,149742,8,False,True,True
[151 - 300],2011-08-05 07:00:00.000,1,False,Volkswagen,Engine,2017,149742,7,False,True,True
[151 - 300],2011-08-05 07:00:00.000,1,False,Volkswagen,Engine,2016,149742,6,False,True,True
[151 - 300],2011-08-04 07:00:00.000,1,False,Audi,Suspension,2020,941577,10,True,False,False
[51 - 150],2011-08-04 07:00:00.000,1,False,Audi,Suspension,2019,941577,9,True,False,False
[51 - 150],2011-08-04 07:00:00.000,1,False,Audi,Suspension,2018,941577,8,True,False,False
[51 - 150],2011-08-04 07:00:00.000,1,False,Audi,Suspension,2017,941577,7,True,False,False
[51 - 150],2011-08-04 07:00:00.000,1,False,Audi,Suspension,2016,941577,6,True,False,False
[151 - 300],2011-08-04 07:00:00.000,1,False,Volkswagen,Suspension,2020,941577,10,True,False,False
[51 - 150],2011-08-04 07:00:00.000,1,False,Volkswagen,Suspension,2019,941577,9,True,False,False
[51 - 150],2011-08-04 07:00:00.000,1,False,Volkswagen,Suspension,2018,941577,8,True,False,False
[51 - 150],2011-08-04 07:00:00.000,1,False,Volkswagen,Suspension,2017,941577,7,True,False,False
[51 - 150],2011-08-04 07:00:00.000,1,False,Volkswagen,Suspension,2016,941577,6,True,False,False
[1 - 25],2011-08-04 07:00:00.000,1,False,Audi,Suspension,2021,1614309,11,False,False,False
[301 - 500],2011-08-04 07:00:00.000,1,False,Audi,Suspension,2020,1614309,10,False,False,False
[51 - 150],2011-08-04 07:00:00.000,1,False,Audi,Suspension,2019,1614309,9,False,False,False
[51 - 150],2011-08-04 07:00:00.000,1,False,Audi,Suspension,2018,1614309,8,False,False,False
[51 - 150],2011-08-04 07:00:00.000,1,False,Audi,Suspension,2017,1614309,7,False,False,False
[51 - 150],2011-08-04 07:00:00.000,1,False,Audi,Suspension,2016,1614309,6,False,False,False
[1 - 25],2011-08-04 07:00:00.000,1,False,Volkswagen,Suspension,2021,1614309,11,False,False,False
[301 - 500],2011-08-04 07:00:00.000,1,False,Volkswagen,Suspension,2020,1614309,10,False,False,False
[51 - 150],2011-08-04 07:00:00.000,1,False,Volkswagen,Suspension,2019,1614309,9,False,False,False
[51 - 150],2011-08-04 07:00:00.000,1,False,Volkswagen,Suspension,2018,1614309,8,False,False,False
[51 - 150],2011-08-04 07:00:00.000,1,False,Volkswagen,Suspension,2017,1614309,7,False,False,False
[51 - 150],2011-08-04 07:00:00.000,1,False,Volkswagen,Suspension,2016,1614309,6,False,False,False
[1 - 25],2011-08-01 19:00:00.000,1,False,Volkswagen,Climate Control,2021,63147,11,True,False,False
[51 - 150],2011-08-01 19:00:00.000,1,False,Volkswagen,Climate Control,2020,63147,10,True,False,False
[26 - 50],2011-08-01 19:00:00.000,1,False,Volkswagen,Climate Control,2019,63147,9,True,False,False
[26 - 50],2011-08-01 19:00:00.000,1,False,Volkswagen,Climate Control,2018,63147,8,True,False,False
[26 - 50],2011-08-01 19:00:00.000,1,False,Volkswagen,Climate Control,2017,63147,7,True,False,False
[51 - 150],2011-08-01 19:00:00.000,1,False,Volkswagen,Climate Control,2016,63147,6,True,False,False
[1 - 25],2011-08-01 19:00:00.000,2,False,Audi,Suspension,2021,8289,11,True,False,False
[301 - 500],2011-08-01 19:00:00.000,2,False,Audi,Suspension,2020,8289,10,True,False,False
[151 - 300],2011-08-01 19:00:00.000,2,False,Audi,Suspension,2019,8289,9,True,False,False
[151 - 300],2011-08-01 19:00:00.000,2,False,Audi,Suspension,2018,8289,8,True,False,False
[51 - 150],2011-08-01 19:00:00.000,2,False,Audi,Suspension,2017,8289,7,True,False,False
[51 - 150],2011-08-01 19:00:00.000,2,False,Audi,Suspension,2016,8289,6,True,False,False
[1 - 25],2011-08-01 19:00:00.000,2,False,Volkswagen,Suspension,2021,8289,11,True,False,False
[301 - 500],2011-08-01 19:00:00.000,2,False,Volkswagen,Suspension,2020,8289,10,True,False,False
[151 - 300],2011-08-01 19:00:00.000,2,False,Volkswagen,Suspension,2019,8289,9,True,False,False
[151 - 300],2011-08-01 19:00:00.000,2,False,Volkswagen,Suspension,2018,8289,8,True,False,False
[51 - 150],2011-08-01 19:00:00.000,2,False,Volkswagen,Suspension,2017,8289,7,True,False,False
[51 - 150],2011-08-01 19:00:00.000,2,False,Volkswagen,Suspension,2016,8289,6,True,False,False
[51 - 150],2011-08-01 07:00:00.000,1,False,Audi,Cooling,2021,21970,11,True,True,True
[1001 - 2500],2011-08-01 07:00:00.000,1,False,Audi,Cooling,2020,21970,10,True,True,True
[1001 - 2500],2011-08-01 07:00:00.000,1,False,Audi,Cooling,2019,21970,9,True,True,True
[1001 - 2500],2011-08-01 07:00:00.000,1,False,Audi,Cooling,2018,21970,8,True,True,True
[1001 - 2500],2011-08-01 07:00:00.000,1,False,Audi,Cooling,2017,21970,7,True,True,True
[2501 - 5000],2011-08-01 07:00:00.000,1,False,Audi,Cooling,2016,21970,6,True,True,True
[51 - 150],2011-08-01 07:00:00.000,1,False,Volkswagen,Cooling,2021,21970,11,True,True,True
[1001 - 2500],2011-08-01 07:00:00.000,1,False,Volkswagen,Cooling,2020,21970,10,True,True,True
[1001 - 2500],2011-08-01 07:00:00.000,1,False,Volkswagen,Cooling,2019,21970,9,True,True,True
[1001 - 2500],2011-08-01 07:00:00.000,1,False,Volkswagen,Cooling,2018,21970,8,True,True,True
[1001 - 2500],2011-08-01 07:00:00.000,1,False,Volkswagen,Cooling,2017,21970,7,True,True,True
[2501 - 5000],2011-08-01 07:00:00.000,1,False,Volkswagen,Cooling,2016,21970,6,True,True,True
[1 - 25],2011-08-01 07:00:00.000,1,False,Volkswagen,Engine,2021,673985,11,False,True,False
[51 - 150],2011-08-01 07:00:00.000,1,False,Volkswagen,Engine,2020,673985,10,False,True,False
[51 - 150],2011-08-01 07:00:00.000,1,False,Volkswagen,Engine,2019,673985,9,False,True,False
[151 - 300],2011-08-01 07:00:00.000,1,False,Volkswagen,Engine,2018,673985,8,False,True,False
[151 - 300],2011-08-01 07:00:00.000,1,False,Volkswagen,Engine,2017,673985,7,False,True,False
[51 - 150],2011-08-01 07:00:00.000,1,False,Volkswagen,Engine,2016,673985,6,False,True,False
[1 - 25],2011-07-28 07:00:00.000,1,False,Volvo,Fuel,2021,50131,11,True,True,False
[51 - 150],2011-07-28 07:00:00.000,1,False,Volvo,Fuel,2020,50131,10,True,True,False
[51 - 150],2011-07-28 07:00:00.000,1,False,Volvo,Fuel,2019,50131,9,True,True,False
[51 - 150],2011-07-28 07:00:00.000,1,False,Volvo,Fuel,2018,50131,8,True,True,False
[51 - 150],2011-07-28 07:00:00.000,1,False,Volvo,Fuel,2017,50131,7,True,True,False
[51 - 150],2011-07-28 07:00:00.000,1,False,Volvo,Fuel,2016,50131,6,True,True,False
[1 - 25],2011-07-27 19:00:00.000,1,False,Audi,Climate Control,2021,621118,11,True,False,False
[26 - 50],2011-07-27 19:00:00.000,1,False,Audi,Climate Control,2020,621118,10,True,False,False
[26 - 50],2011-07-27 19:00:00.000,1,False,Audi,Climate Control,2019,621118,9,True,False,False
[26 - 50],2011-07-27 19:00:00.000,1,False,Audi,Climate Control,2018,621118,8,True,False,False
[1 - 25],2011-07-27 19:00:00.000,1,False,Audi,Climate Control,2017,621118,7,True,False,False
[1 - 25],2011-07-27 19:00:00.000,1,False,Audi,Climate Control,2016,621118,6,True,False,False
[1 - 25],2011-07-27 19:00:00.000,1,False,Volkswagen,Climate Control,2021,621118,11,True,False,False
[26 - 50],2011-07-27 19:00:00.000,1,False,Volkswagen,Climate Control,2020,621118,10,True,False,False
[26 - 50],2011-07-27 19:00:00.000,1,False,Volkswagen,Climate Control,2019,621118,9,True,False,False
[26 - 50],2011-07-27 19:00:00.000,1,False,Volkswagen,Climate Control,2018,621118,8,True,False,False
[1 - 25],2011-07-27 19:00:00.000,1,False,Volkswagen,Climate Control,2017,621118,7,True,False,False
[1 - 25],2011-07-27 19:00:00.000,1,False,Volkswagen,Climate Control,2016,621118,6,True,False,False
[1 - 25],2011-07-27 19:00:00.000,1,False,Volvo,Body,2020,73500,10,False,False,False
[1 - 25],2011-07-27 19:00:00.000,1,False,Volvo,Body,2019,73500,9,False,False,False
[1 - 25],2011-07-27 19:00:00.000,1,False,Volvo,Body,2018,73500,8,False,False,False
[1 - 25],2011-07-27 19:00:00.000,1,False,Volvo,Body,2017,73500,7,False,False,False
[1 - 25],2011-07-27 19:00:00.000,1,False,Volvo,Body,2016,73500,6,False,False,False
[301 - 500],2011-07-25 07:00:00.000,10,False,Saab,Body,2021,278806,11,True,True,False
[2501 - 5000],2011-07-25 07:00:00.000,10,False,Saab,Body,2020,278806,10,True,True,False
[2501 - 5000],2011-07-25 07:00:00.000,10,False,Saab,Body,2019,278806,9,True,True,False
[ > 5000],2011-07-25 07:00:00.000,10,False,Saab,Body,2018,278806,8,True,True,False
[ > 5000],2011-07-25 07:00:00.000,10,False,Saab,Body,2017,278806,7,True,True,False
[ > 5000],2011-07-25 07:00:00.000,10,False,Saab,Body,2016,278806,6,True,True,False
[301 - 500],2011-07-25 07:00:00.000,10,False,Volvo,Body,2021,278806,11,True,True,False
[2501 - 5000],2011-07-25 07:00:00.000,10,False,Volvo,Body,2020,278806,10,True,True,False
[2501 - 5000],2011-07-25 07:00:00.000,10,False,Volvo,Body,2019,278806,9,True,True,False
[ > 5000],2011-07-25 07:00:00.000,10,False,Volvo,Body,2018,278806,8,True,True,False
[ > 5000],2011-07-25 07:00:00.000,10,False,Volvo,Body,2017,278806,7,True,True,False
[ > 5000],2011-07-25 07:00:00.000,10,False,Volvo,Body,2016,278806,6,True,True,False
[1 - 25],2011-07-21 19:00:00.000,4,False,Volkswagen,Suspension,2021,7832,11,True,False,False
[1 - 25],2011-07-21 19:00:00.000,4,False,Volkswagen,Suspension,2020,7832,10,True,False,False
[26 - 50],2011-07-21 19:00:00.000,4,False,Volkswagen,Suspension,2019,7832,9,True,False,False
[1 - 25],2011-07-21 19:00:00.000,4,False,Volkswagen,Suspension,2018,7832,8,True,False,False
[1 - 25],2011-07-21 19:00:00.000,4,False,Volkswagen,Suspension,2017,7832,7,True,False,False
[1 - 25],2011-07-21 19:00:00.000,4,False,Volkswagen,Suspension,2016,7832,6,True,False,False
[1 - 25],2011-07-21 19:00:00.000,2,False,Audi,Suspension,2021,1522,11,False,True,False
[1 - 25],2011-07-21 19:00:00.000,2,False,Audi,Suspension,2020,1522,10,False,True,False
[1 - 25],2011-07-21 19:00:00.000,2,False,Audi,Suspension,2019,1522,9,False,True,False
[1 - 25],2011-07-21 19:00:00.000,2,False,Audi,Suspension,2018,1522,8,False,True,False
[1 - 25],2011-07-21 19:00:00.000,2,False,Audi,Suspension,2017,1522,7,False,True,False
[1 - 25],2011-07-21 19:00:00.000,2,False,Audi,Suspension,2016,1522,6,False,True,False
[1 - 25],2011-07-21 19:00:00.000,2,False,Volkswagen,Suspension,2021,1522,11,False,True,False
[1 - 25],2011-07-21 19:00:00.000,2,False,Volkswagen,Suspension,2020,1522,10,False,True,False
[1 - 25],2011-07-21 19:00:00.000,2,False,Volkswagen,Suspension,2019,1522,9,False,True,False
[1 - 25],2011-07-21 19:00:00.000,2,False,Volkswagen,Suspension,2018,1522,8,False,True,False
[1 - 25],2011-07-21 19:00:00.000,2,False,Volkswagen,Suspension,2017,1522,7,False,True,False
[1 - 25],2011-07-21 19:00:00.000,2,False,Volkswagen,Suspension,2016,1522,6,False,True,False
[1 - 25],2011-07-21 19:00:00.000,1,False,Volkswagen,Climate Control,2017,456224,7,False,True,False
[1 - 25],2011-07-21 19:00:00.000,1,False,Volkswagen,Climate Control,2016,456224,6,False,True,False
[26 - 50],2011-07-20 19:00:00.000,1,False,BMW,Body,2021,35771,11,True,True,True
[301 - 500],2011-07-20 19:00:00.000,1,False,BMW,Body,2020,35771,10,True,True,True
[151 - 300],2011-07-20 19:00:00.000,1,False,BMW,Body,2019,35771,9,True,True,True
[301 - 500],2011-07-20 19:00:00.000,1,False,BMW,Body,2018,35771,8,True,True,True
[301 - 500],2011-07-20 19:00:00.000,1,False,BMW,Body,2017,35771,7,True,True,True
[301 - 500],2011-07-20 19:00:00.000,1,False,BMW,Body,2016,35771,6,True,True,True
[1 - 25],2011-07-20 07:00:00.000,1,False,Mercedes-Benz,Electrical,2021,447654,11,True,False,False
[51 - 150],2011-07-20 07:00:00.000,1,False,Mercedes-Benz,Electrical,2020,447654,10,True,False,False
[51 - 150],2011-07-20 07:00:00.000,1,False,Mercedes-Benz,Electrical,2019,447654,9,True,False,False
[301 - 500],2011-07-20 07:00:00.000,1,False,Mercedes-Benz,Electrical,2018,447654,8,True,False,False
[301 - 500],2011-07-20 07:00:00.000,1,False,Mercedes-Benz,Electrical,2016,447654,6,True,False,False
[301 - 500],2011-07-20 07:00:00.000,1,False,Mercedes-Benz,Electrical,2017,447654,7,True,False,False
[1 - 25],2011-07-19 07:00:00.000,1,False,Volkswagen,Exhaust,2020,935272,10,False,False,False
[1 - 25],2011-07-19 07:00:00.000,1,False,Volkswagen,Exhaust,2019,935272,9,False,False,False
[1 - 25],2011-07-19 07:00:00.000,1,False,Volkswagen,Exhaust,2018,935272,8,False,False,False
[1 - 25],2011-07-19 07:00:00.000,1,False,Volkswagen,Exhaust,2017,935272,7,False,False,False
[1 - 25],2011-07-19 07:00:00.000,1,False,Volkswagen,Exhaust,2016,935272,6,False,False,False
[1 - 25],2011-07-15 19:00:00.000,1,False,Volvo,Fuel,2021,63984,11,True,True,True
[151 - 300],2011-07-15 19:00:00.000,1,False,Volvo,Fuel,2020,63984,10,True,True,True
[151 - 300],2011-07-15 19:00:00.000,1,False,Volvo,Fuel,2019,63984,9,True,True,True
[301 - 500],2011-07-15 19:00:00.000,1,False,Volvo,Fuel,2018,63984,8,True,True,True
[501 - 1000],2011-07-15 19:00:00.000,1,False,Volvo,Fuel,2017,63984,7,True,True,True
[1001 - 2500],2011-07-15 19:00:00.000,1,False,Volvo,Fuel,2016,63984,6,True,True,True
[26 - 50],2011-07-14 19:00:00.000,1,False,Porsche,Body,2021,58998,11,False,False,True
[151 - 300],2011-07-14 19:00:00.000,1,False,Porsche,Body,2020,58998,10,False,False,True
[151 - 300],2011-07-14 19:00:00.000,1,False,Porsche,Body,2019,58998,9,False,False,True
[51 - 150],2011-07-14 19:00:00.000,1,False,Porsche,Body,2018,58998,8,False,False,True
[51 - 150],2011-07-14 19:00:00.000,1,False,Porsche,Body,2017,58998,7,False,False,True
[51 - 150],2011-07-14 19:00:00.000,1,False,Porsche,Body,2016,58998,6,False,False,True
[1 - 25],2011-07-14 07:00:00.000,2,False,Porsche,Body,2021,68227,11,True,True,False
[151 - 300],2011-07-14 07:00:00.000,2,False,Porsche,Body,2020,68227,10,True,True,False
[51 - 150],2011-07-14 07:00:00.000,2,False,Porsche,Body,2019,68227,9,True,True,False
[151 - 300],2011-07-14 07:00:00.000,2,False,Porsche,Body,2018,68227,8,True,True,False
[151 - 300],2011-07-14 07:00:00.000,2,False,Porsche,Body,2017,68227,7,True,True,False
[151 - 300],2011-07-14 07:00:00.000,2,False,Porsche,Body,2016,68227,6,True,True,False
[26 - 50],2011-07-11 19:00:00.000,2,False,Audi,Suspension,2021,1120246,11,False,True,False
[151 - 300],2011-07-11 19:00:00.000,2,False,Audi,Suspension,2020,1120246,10,False,True,False
[301 - 500],2011-07-11 19:00:00.000,2,False,Audi,Suspension,2019,1120246,9,False,True,False
[501 - 1000],2011-07-11 19:00:00.000,2,False,Audi,Suspension,2018,1120246,8,False,True,False
[301 - 500],2011-07-11 19:00:00.000,2,False,Audi,Suspension,2017,1120246,7,False,True,False
[501 - 1000],2011-07-11 19:00:00.000,2,False,Audi,Suspension,2016,1120246,6,False,True,False
[26 - 50],2011-07-11 19:00:00.000,2,False,Volkswagen,Suspension,2021,1120246,11,False,True,False
[151 - 300],2011-07-11 19:00:00.000,2,False,Volkswagen,Suspension,2020,1120246,10,False,True,False
[301 - 500],2011-07-11 19:00:00.000,2,False,Volkswagen,Suspension,2019,1120246,9,False,True,False
[501 - 1000],2011-07-11 19:00:00.000,2,False,Volkswagen,Suspension,2018,1120246,8,False,True,False
[301 - 500],2011-07-11 19:00:00.000,2,False,Volkswagen,Suspension,2017,1120246,7,False,True,False
[501 - 1000],2011-07-11 19:00:00.000,2,False,Volkswagen,Suspension,2016,1120246,6,False,True,False
