sales_range,firstSold,vehicleMaxQty,isDevelopment,make,category,year,TotalVIO,SaleYearRank,HasPartsAuthorityPurchased,HasWorldPacPurchased,HasSSFPurchased
[501 - 1000],2015-09-24 19:26:10.000,1,False,Audi,Electrical,2020,3880936,6,True,True,True
[501 - 1000],2015-09-24 19:26:10.000,1,False,Audi,Electrical,2019,3880936,5,True,True,True
[501 - 1000],2015-09-24 19:26:10.000,1,False,Audi,Electrical,2018,3880936,4,True,True,True
[501 - 1000],2015-09-24 19:26:10.000,1,False,Audi,Electrical,2017,3880936,3,True,True,True
[151 - 300],2015-09-24 19:26:10.000,1,False,Audi,Electrical,2016,3880936,2,True,True,True
[51 - 150],2015-09-24 19:26:10.000,1,False,Volkswagen,Electrical,2021,3880936,7,True,True,True
[501 - 1000],2015-09-24 19:26:10.000,1,False,Volkswagen,Electrical,2020,3880936,6,True,True,True
[501 - 1000],2015-09-24 19:26:10.000,1,False,Volkswagen,Electrical,2019,3880936,5,True,True,True
[501 - 1000],2015-09-24 19:26:10.000,1,False,Volkswagen,Electrical,2018,3880936,4,True,True,True
[501 - 1000],2015-09-24 19:26:10.000,1,False,Volkswagen,Electrical,2017,3880936,3,True,True,True
[151 - 300],2015-09-24 19:26:10.000,1,False,Volkswagen,Electrical,2016,3880936,2,True,True,True
[1 - 25],2015-09-24 18:11:40.440,1,False,Audi,Body,2021,71700,7,False,False,False
[51 - 150],2015-09-24 18:11:40.440,1,False,Audi,Body,2020,71700,6,False,False,False
[151 - 300],2015-09-24 18:11:40.440,1,False,Audi,Body,2019,71700,5,False,False,False
[151 - 300],2015-09-24 18:11:40.440,1,False,Audi,Body,2018,71700,4,False,False,False
[51 - 150],2015-09-24 18:11:40.440,1,False,Audi,Body,2017,71700,3,False,False,False
[51 - 150],2015-09-24 18:11:40.440,1,False,Audi,Body,2016,71700,2,False,False,False
[1 - 25],2015-09-23 22:39:11.637,1,False,Mercedes-Benz,Body,2020,0,6,False,False,False
[1 - 25],2015-09-23 22:39:11.637,1,False,Mercedes-Benz,Body,2019,0,5,False,False,False
[1 - 25],2015-09-23 22:39:11.637,1,False,Mercedes-Benz,Body,2018,0,4,False,False,False
[1 - 25],2015-09-23 22:39:11.637,1,False,Mercedes-Benz,Body,2017,0,3,False,False,False
[151 - 300],2015-09-23 00:45:25.413,2,False,Audi,Fuel,2021,1481731,7,True,True,False
[1001 - 2500],2015-09-23 00:45:25.413,2,False,Audi,Fuel,2020,1481731,6,True,True,False
[501 - 1000],2015-09-23 00:45:25.413,2,False,Audi,Fuel,2019,1481731,5,True,True,False
[501 - 1000],2015-09-23 00:45:25.413,2,False,Audi,Fuel,2018,1481731,4,True,True,False
[501 - 1000],2015-09-23 00:45:25.413,2,False,Audi,Fuel,2017,1481731,3,True,True,False
[151 - 300],2015-09-23 00:45:25.413,2,False,Audi,Fuel,2016,1481731,2,True,True,False
[151 - 300],2015-09-23 00:45:25.413,2,False,Porsche,Fuel,2021,1481731,7,True,True,False
[1001 - 2500],2015-09-23 00:45:25.413,2,False,Porsche,Fuel,2020,1481731,6,True,True,False
[501 - 1000],2015-09-23 00:45:25.413,2,False,Porsche,Fuel,2019,1481731,5,True,True,False
[501 - 1000],2015-09-23 00:45:25.413,2,False,Porsche,Fuel,2018,1481731,4,True,True,False
[501 - 1000],2015-09-23 00:45:25.413,2,False,Porsche,Fuel,2017,1481731,3,True,True,False
[151 - 300],2015-09-23 00:45:25.413,2,False,Porsche,Fuel,2016,1481731,2,True,True,False
[151 - 300],2015-09-23 00:45:25.413,2,False,Volkswagen,Fuel,2021,1481731,7,True,True,False
[1001 - 2500],2015-09-23 00:45:25.413,2,False,Volkswagen,Fuel,2020,1481731,6,True,True,False
[501 - 1000],2015-09-23 00:45:25.413,2,False,Volkswagen,Fuel,2019,1481731,5,True,True,False
[501 - 1000],2015-09-23 00:45:25.413,2,False,Volkswagen,Fuel,2018,1481731,4,True,True,False
[501 - 1000],2015-09-23 00:45:25.413,2,False,Volkswagen,Fuel,2017,1481731,3,True,True,False
[151 - 300],2015-09-23 00:45:25.413,2,False,Volkswagen,Fuel,2016,1481731,2,True,True,False
[1 - 25],2015-09-22 19:17:26.867,2,False,Porsche,Suspension,2021,10332,7,True,False,True
[51 - 150],2015-09-22 19:17:26.867,2,False,Porsche,Suspension,2020,10332,6,True,False,True
[51 - 150],2015-09-22 19:17:26.867,2,False,Porsche,Suspension,2019,10332,5,True,False,True
[51 - 150],2015-09-22 19:17:26.867,2,False,Porsche,Suspension,2018,10332,4,True,False,True
[51 - 150],2015-09-22 19:17:26.867,2,False,Porsche,Suspension,2017,10332,3,True,False,True
[26 - 50],2015-09-22 19:17:26.867,2,False,Porsche,Suspension,2016,10332,2,True,False,True
[1 - 25],2015-09-19 00:22:26.000,1,False,Porsche,Climate Control,2021,54294,7,False,True,True
[51 - 150],2015-09-19 00:22:26.000,1,False,Porsche,Climate Control,2020,54294,6,False,True,True
[51 - 150],2015-09-19 00:22:26.000,1,False,Porsche,Climate Control,2019,54294,5,False,True,True
[151 - 300],2015-09-19 00:22:26.000,1,False,Porsche,Climate Control,2018,54294,4,False,True,True
[51 - 150],2015-09-19 00:22:26.000,1,False,Porsche,Climate Control,2017,54294,3,False,True,True
[151 - 300],2015-09-19 00:22:26.000,1,False,Porsche,Climate Control,2016,54294,2,False,True,True
[26 - 50],2015-09-18 22:32:17.197,2,False,Porsche,Suspension,2021,9069,7,True,False,True
[51 - 150],2015-09-18 22:32:17.197,2,False,Porsche,Suspension,2020,9069,6,True,False,True
[51 - 150],2015-09-18 22:32:17.197,2,False,Porsche,Suspension,2019,9069,5,True,False,True
[51 - 150],2015-09-18 22:32:17.197,2,False,Porsche,Suspension,2018,9069,4,True,False,True
[51 - 150],2015-09-18 22:32:17.197,2,False,Porsche,Suspension,2017,9069,3,True,False,True
[151 - 300],2015-09-18 22:32:17.197,2,False,Porsche,Suspension,2016,9069,2,True,False,True
[26 - 50],2015-09-18 00:46:24.917,1,False,Porsche,Body,2021,6691,7,True,True,False
[301 - 500],2015-09-18 00:46:24.917,1,False,Porsche,Body,2020,6691,6,True,True,False
[151 - 300],2015-09-18 00:46:24.917,1,False,Porsche,Body,2019,6691,5,True,True,False
[51 - 150],2015-09-18 00:46:24.917,1,False,Porsche,Body,2018,6691,4,True,True,False
[51 - 150],2015-09-18 00:46:24.917,1,False,Porsche,Body,2017,6691,3,True,True,False
[301 - 500],2015-09-18 00:46:24.917,1,False,Porsche,Body,2016,6691,2,True,True,False
[51 - 150],2015-09-18 00:46:24.000,1,False,Porsche,Electrical,2021,51643,7,True,True,True
[1001 - 2500],2015-09-18 00:46:24.000,1,False,Porsche,Electrical,2020,51643,6,True,True,True
[1001 - 2500],2015-09-18 00:46:24.000,1,False,Porsche,Electrical,2019,51643,5,True,True,True
[1001 - 2500],2015-09-18 00:46:24.000,1,False,Porsche,Electrical,2018,51643,4,True,True,True
[1001 - 2500],2015-09-18 00:46:24.000,1,False,Porsche,Electrical,2017,51643,3,True,True,True
[501 - 1000],2015-09-18 00:46:24.000,1,False,Porsche,Electrical,2016,51643,2,True,True,True
[1 - 25],2015-09-18 00:41:31.000,1,False,Mercedes-Benz,Engine,2021,801547,7,False,True,False
[51 - 150],2015-09-18 00:41:31.000,1,False,Mercedes-Benz,Engine,2020,801547,6,False,True,False
[51 - 150],2015-09-18 00:41:31.000,1,False,Mercedes-Benz,Engine,2019,801547,5,False,True,False
[51 - 150],2015-09-18 00:41:31.000,1,False,Mercedes-Benz,Engine,2018,801547,4,False,True,False
[26 - 50],2015-09-18 00:41:31.000,1,False,Mercedes-Benz,Engine,2017,801547,3,False,True,False
[26 - 50],2015-09-18 00:41:31.000,1,False,Mercedes-Benz,Engine,2016,801547,2,False,True,False
[1 - 25],2015-09-17 23:21:53.000,1,False,BMW,Suspension,2020,2037,6,True,False,True
[26 - 50],2015-09-17 23:21:53.000,1,False,BMW,Suspension,2019,2037,5,True,False,True
[26 - 50],2015-09-17 23:21:53.000,1,False,BMW,Suspension,2018,2037,4,True,False,True
[1 - 25],2015-09-17 23:21:53.000,1,False,BMW,Suspension,2017,2037,3,True,False,True
[1 - 25],2015-09-17 23:21:53.000,1,False,BMW,Suspension,2016,2037,2,True,False,True
[1 - 25],2015-09-16 19:29:30.980,1,False,Porsche,Body,2021,9069,7,False,True,True
[26 - 50],2015-09-16 19:29:30.980,1,False,Porsche,Body,2020,9069,6,False,True,True
[51 - 150],2015-09-16 19:29:30.980,1,False,Porsche,Body,2019,9069,5,False,True,True
[26 - 50],2015-09-16 19:29:30.980,1,False,Porsche,Body,2018,9069,4,False,True,True
[26 - 50],2015-09-16 19:29:30.980,1,False,Porsche,Body,2017,9069,3,False,True,True
[51 - 150],2015-09-16 19:29:30.980,1,False,Porsche,Body,2016,9069,2,False,True,True
[151 - 300],2015-09-16 19:25:36.000,4,False,BMW,Engine,2021,1710563,7,True,True,False
[1001 - 2500],2015-09-16 19:25:36.000,4,False,BMW,Engine,2020,1710563,6,True,True,False
[501 - 1000],2015-09-16 19:25:36.000,4,False,BMW,Engine,2019,1710563,5,True,True,False
[501 - 1000],2015-09-16 19:25:36.000,4,False,BMW,Engine,2018,1710563,4,True,True,False
[301 - 500],2015-09-16 19:25:36.000,4,False,BMW,Engine,2017,1710563,3,True,True,False
[151 - 300],2015-09-16 19:25:36.000,4,False,BMW,Engine,2016,1710563,2,True,True,False
[51 - 150],2015-09-16 19:25:35.000,1,False,Audi,Engine,2021,1366909,7,True,True,False
[501 - 1000],2015-09-16 19:25:35.000,1,False,Audi,Engine,2020,1366909,6,True,True,False
[501 - 1000],2015-09-16 19:25:35.000,1,False,Audi,Engine,2019,1366909,5,True,True,False
[301 - 500],2015-09-16 19:25:35.000,1,False,Audi,Engine,2018,1366909,4,True,True,False
[151 - 300],2015-09-16 19:25:35.000,1,False,Audi,Engine,2017,1366909,3,True,True,False
[151 - 300],2015-09-16 19:25:35.000,1,False,Audi,Engine,2016,1366909,2,True,True,False
[51 - 150],2015-09-16 19:25:35.000,1,False,Volkswagen,Engine,2021,1366909,7,True,True,False
[501 - 1000],2015-09-16 19:25:35.000,1,False,Volkswagen,Engine,2020,1366909,6,True,True,False
[501 - 1000],2015-09-16 19:25:35.000,1,False,Volkswagen,Engine,2019,1366909,5,True,True,False
[301 - 500],2015-09-16 19:25:35.000,1,False,Volkswagen,Engine,2018,1366909,4,True,True,False
[151 - 300],2015-09-16 19:25:35.000,1,False,Volkswagen,Engine,2017,1366909,3,True,True,False
[151 - 300],2015-09-16 19:25:35.000,1,False,Volkswagen,Engine,2016,1366909,2,True,True,False
[1 - 25],2015-09-15 23:33:01.667,2,False,Audi,Body,2021,13069,7,False,False,False
[51 - 150],2015-09-15 23:33:01.667,2,False,Audi,Body,2020,13069,6,False,False,False
[51 - 150],2015-09-15 23:33:01.667,2,False,Audi,Body,2019,13069,5,False,False,False
[51 - 150],2015-09-15 23:33:01.667,2,False,Audi,Body,2018,13069,4,False,False,False
[26 - 50],2015-09-15 23:33:01.667,2,False,Audi,Body,2017,13069,3,False,False,False
[51 - 150],2015-09-15 23:33:01.667,2,False,Audi,Body,2016,13069,2,False,False,False
[1 - 25],2015-09-14 23:54:15.963,1,False,Porsche,Electrical,2021,4214,7,True,True,True
[51 - 150],2015-09-14 23:54:15.963,1,False,Porsche,Electrical,2020,4214,6,True,True,True
[151 - 300],2015-09-14 23:54:15.963,1,False,Porsche,Electrical,2019,4214,5,True,True,True
[151 - 300],2015-09-14 23:54:15.963,1,False,Porsche,Electrical,2018,4214,4,True,True,True
[151 - 300],2015-09-14 23:54:15.963,1,False,Porsche,Electrical,2017,4214,3,True,True,True
[151 - 300],2015-09-14 23:54:15.963,1,False,Porsche,Electrical,2016,4214,2,True,True,True
[1 - 25],2015-09-14 23:54:15.930,1,False,Porsche,Electrical,2021,3301,7,True,True,True
[151 - 300],2015-09-14 23:54:15.930,1,False,Porsche,Electrical,2020,3301,6,True,True,True
[151 - 300],2015-09-14 23:54:15.930,1,False,Porsche,Electrical,2019,3301,5,True,True,True
[151 - 300],2015-09-14 23:54:15.930,1,False,Porsche,Electrical,2018,3301,4,True,True,True
[151 - 300],2015-09-14 23:54:15.930,1,False,Porsche,Electrical,2017,3301,3,True,True,True
[151 - 300],2015-09-14 23:54:15.930,1,False,Porsche,Electrical,2016,3301,2,True,True,True
[1 - 25],2015-09-14 23:44:29.850,2,False,Volkswagen,Body,2021,10244,7,True,False,False
[26 - 50],2015-09-14 23:44:29.850,2,False,Volkswagen,Body,2020,10244,6,True,False,False
[26 - 50],2015-09-14 23:44:29.850,2,False,Volkswagen,Body,2019,10244,5,True,False,False
[1 - 25],2015-09-14 23:44:29.850,2,False,Volkswagen,Body,2018,10244,4,True,False,False
[1 - 25],2015-09-14 23:44:29.850,2,False,Volkswagen,Body,2017,10244,3,True,False,False
[1 - 25],2015-09-14 23:44:29.850,2,False,Volkswagen,Body,2016,10244,2,True,False,False
[1 - 25],2015-09-14 22:50:28.393,2,False,Volkswagen,Body,2021,79243,7,False,False,False
[51 - 150],2015-09-14 22:50:28.393,2,False,Volkswagen,Body,2020,79243,6,False,False,False
[51 - 150],2015-09-14 22:50:28.393,2,False,Volkswagen,Body,2019,79243,5,False,False,False
[51 - 150],2015-09-14 22:50:28.393,2,False,Volkswagen,Body,2018,79243,4,False,False,False
[26 - 50],2015-09-14 22:50:28.393,2,False,Volkswagen,Body,2017,79243,3,False,False,False
[51 - 150],2015-09-14 22:50:28.393,2,False,Volkswagen,Body,2016,79243,2,False,False,False
[1 - 25],2015-09-12 00:45:23.000,1,False,Volvo,Engine,2021,148049,7,False,False,False
[26 - 50],2015-09-12 00:45:23.000,1,False,Volvo,Engine,2020,148049,6,False,False,False
[51 - 150],2015-09-12 00:45:23.000,1,False,Volvo,Engine,2019,148049,5,False,False,False
[26 - 50],2015-09-12 00:45:23.000,1,False,Volvo,Engine,2016,148049,2,False,False,False
[51 - 150],2015-09-12 00:45:23.000,1,False,Volvo,Engine,2017,148049,3,False,False,False
[51 - 150],2015-09-12 00:45:23.000,1,False,Volvo,Engine,2018,148049,4,False,False,False
[26 - 50],2015-09-12 00:45:23.000,1,False,Volvo,Engine,2016,35416,2,False,False,False
[26 - 50],2015-09-12 00:45:23.000,1,False,Volvo,Engine,2017,35416,3,False,False,False
[51 - 150],2015-09-12 00:45:23.000,1,False,Volvo,Engine,2018,35416,4,False,False,False
[26 - 50],2015-09-12 00:45:23.000,1,False,Volvo,Engine,2019,35416,5,False,False,False
[1 - 25],2015-09-12 00:45:23.000,1,False,Volvo,Engine,2020,35416,6,False,False,False
[1 - 25],2015-09-12 00:45:23.000,1,False,Volvo,Fuel,2021,75856,7,False,True,False
[26 - 50],2015-09-12 00:45:23.000,1,False,Volvo,Fuel,2020,75856,6,False,True,False
[26 - 50],2015-09-12 00:45:23.000,1,False,Volvo,Fuel,2019,75856,5,False,True,False
[26 - 50],2015-09-12 00:45:23.000,1,False,Volvo,Fuel,2018,75856,4,False,True,False
[26 - 50],2015-09-12 00:45:23.000,1,False,Volvo,Fuel,2017,75856,3,False,True,False
[1 - 25],2015-09-12 00:45:23.000,1,False,Volvo,Fuel,2016,75856,2,False,True,False
[501 - 1000],2015-09-11 23:03:25.000,1,False,Mercedes-Benz,Engine,2021,1158932,7,True,True,True
[2501 - 5000],2015-09-11 23:03:25.000,1,False,Mercedes-Benz,Engine,2020,1158932,6,True,True,True
[2501 - 5000],2015-09-11 23:03:25.000,1,False,Mercedes-Benz,Engine,2019,1158932,5,True,True,True
[1001 - 2500],2015-09-11 23:03:25.000,1,False,Mercedes-Benz,Engine,2018,1158932,4,True,True,True
[501 - 1000],2015-09-11 23:03:25.000,1,False,Mercedes-Benz,Engine,2017,1158932,3,True,True,True
[301 - 500],2015-09-11 23:03:25.000,1,False,Mercedes-Benz,Engine,2016,1158932,2,True,True,True
[51 - 150],2015-09-08 22:58:41.397,1,False,Volkswagen,Engine,2021,90363,7,False,True,True
[151 - 300],2015-09-08 22:58:41.397,1,False,Volkswagen,Engine,2020,90363,6,False,True,True
[51 - 150],2015-09-08 22:58:41.397,1,False,Volkswagen,Engine,2019,90363,5,False,True,True
[51 - 150],2015-09-08 22:58:41.397,1,False,Volkswagen,Engine,2018,90363,4,False,True,True
[51 - 150],2015-09-08 22:58:41.397,1,False,Volkswagen,Engine,2017,90363,3,False,True,True
[51 - 150],2015-09-08 22:58:41.397,1,False,Volkswagen,Engine,2016,90363,2,False,True,True
[51 - 150],2015-09-08 18:23:26.000,1,False,Porsche,Suspension,2021,44662,7,True,True,True
[301 - 500],2015-09-08 18:23:26.000,1,False,Porsche,Suspension,2020,44662,6,True,True,True
[151 - 300],2015-09-08 18:23:26.000,1,False,Porsche,Suspension,2019,44662,5,True,True,True
[301 - 500],2015-09-08 18:23:26.000,1,False,Porsche,Suspension,2018,44662,4,True,True,True
[301 - 500],2015-09-08 18:23:26.000,1,False,Porsche,Suspension,2017,44662,3,True,True,True
[151 - 300],2015-09-08 18:23:26.000,1,False,Porsche,Suspension,2016,44662,2,True,True,True
[1 - 25],2015-09-08 18:15:58.000,1,False,Volkswagen,Transmission,2021,176680,7,True,True,True
[26 - 50],2015-09-08 18:15:58.000,1,False,Volkswagen,Transmission,2020,176680,6,True,True,True
[26 - 50],2015-09-08 18:15:58.000,1,False,Volkswagen,Transmission,2019,176680,5,True,True,True
[26 - 50],2015-09-08 18:15:58.000,1,False,Volkswagen,Transmission,2018,176680,4,True,True,True
[51 - 150],2015-09-08 18:15:58.000,1,False,Volkswagen,Transmission,2017,176680,3,True,True,True
[51 - 150],2015-09-08 18:15:58.000,1,False,Volkswagen,Transmission,2016,176680,2,True,True,True
[1 - 25],2015-09-08 18:15:58.000,0,False,Audi,Engine,2021,171531,7,False,True,False
[51 - 150],2015-09-08 18:15:58.000,0,False,Audi,Engine,2020,171531,6,False,True,False
[51 - 150],2015-09-08 18:15:58.000,0,False,Audi,Engine,2019,171531,5,False,True,False
[26 - 50],2015-09-08 18:15:58.000,0,False,Audi,Engine,2018,171531,4,False,True,False
[26 - 50],2015-09-08 18:15:58.000,0,False,Audi,Engine,2017,171531,3,False,True,False
[26 - 50],2015-09-08 18:15:58.000,0,False,Audi,Engine,2016,171531,2,False,True,False
[1 - 25],2015-09-08 18:15:58.000,0,False,Volkswagen,Engine,2021,171531,7,False,True,False
[51 - 150],2015-09-08 18:15:58.000,0,False,Volkswagen,Engine,2020,171531,6,False,True,False
[51 - 150],2015-09-08 18:15:58.000,0,False,Volkswagen,Engine,2019,171531,5,False,True,False
[26 - 50],2015-09-08 18:15:58.000,0,False,Volkswagen,Engine,2018,171531,4,False,True,False
[26 - 50],2015-09-08 18:15:58.000,0,False,Volkswagen,Engine,2017,171531,3,False,True,False
[26 - 50],2015-09-08 18:15:58.000,0,False,Volkswagen,Engine,2016,171531,2,False,True,False
[1 - 25],2015-09-08 18:15:58.000,1,False,Volkswagen,Transmission,2021,794991,7,True,True,False
[151 - 300],2015-09-08 18:15:58.000,1,False,Volkswagen,Transmission,2020,794991,6,True,True,False
[151 - 300],2015-09-08 18:15:58.000,1,False,Volkswagen,Transmission,2019,794991,5,True,True,False
[51 - 150],2015-09-08 18:15:58.000,1,False,Volkswagen,Transmission,2018,794991,4,True,True,False
[151 - 300],2015-09-08 18:15:58.000,1,False,Volkswagen,Transmission,2017,794991,3,True,True,False
[151 - 300],2015-09-08 18:15:58.000,1,False,Volkswagen,Transmission,2016,794991,2,True,True,False
[51 - 150],2015-09-08 18:15:58.000,1,False,Audi,Engine,2021,99499,7,False,True,False
[501 - 1000],2015-09-08 18:15:58.000,1,False,Audi,Engine,2020,99499,6,False,True,False
[301 - 500],2015-09-08 18:15:58.000,1,False,Audi,Engine,2019,99499,5,False,True,False
[151 - 300],2015-09-08 18:15:58.000,1,False,Audi,Engine,2018,99499,4,False,True,False
[151 - 300],2015-09-08 18:15:58.000,1,False,Audi,Engine,2017,99499,3,False,True,False
[51 - 150],2015-09-08 18:15:58.000,1,False,Audi,Engine,2016,99499,2,False,True,False
[51 - 150],2015-09-08 18:15:58.000,1,False,Volkswagen,Engine,2021,99499,7,False,True,False
[501 - 1000],2015-09-08 18:15:58.000,1,False,Volkswagen,Engine,2020,99499,6,False,True,False
[301 - 500],2015-09-08 18:15:58.000,1,False,Volkswagen,Engine,2019,99499,5,False,True,False
[151 - 300],2015-09-08 18:15:58.000,1,False,Volkswagen,Engine,2018,99499,4,False,True,False
[151 - 300],2015-09-08 18:15:58.000,1,False,Volkswagen,Engine,2017,99499,3,False,True,False
[51 - 150],2015-09-08 18:15:58.000,1,False,Volkswagen,Engine,2016,99499,2,False,True,False
[26 - 50],2015-09-08 18:15:58.000,1,False,Audi,Transmission,2021,2113089,7,True,True,False
[151 - 300],2015-09-08 18:15:58.000,1,False,Audi,Transmission,2020,2113089,6,True,True,False
[51 - 150],2015-09-08 18:15:58.000,1,False,Audi,Transmission,2019,2113089,5,True,True,False
[51 - 150],2015-09-08 18:15:58.000,1,False,Audi,Transmission,2018,2113089,4,True,True,False
[51 - 150],2015-09-08 18:15:58.000,1,False,Audi,Transmission,2017,2113089,3,True,True,False
[26 - 50],2015-09-08 18:15:58.000,1,False,Audi,Transmission,2016,2113089,2,True,True,False
[26 - 50],2015-09-08 18:15:58.000,1,False,Volkswagen,Transmission,2021,2113089,7,True,True,False
[151 - 300],2015-09-08 18:15:58.000,1,False,Volkswagen,Transmission,2020,2113089,6,True,True,False
[51 - 150],2015-09-08 18:15:58.000,1,False,Volkswagen,Transmission,2019,2113089,5,True,True,False
[51 - 150],2015-09-08 18:15:58.000,1,False,Volkswagen,Transmission,2018,2113089,4,True,True,False
[51 - 150],2015-09-08 18:15:58.000,1,False,Volkswagen,Transmission,2017,2113089,3,True,True,False
[26 - 50],2015-09-08 18:15:58.000,1,False,Volkswagen,Transmission,2016,2113089,2,True,True,False
[1 - 25],2015-09-05 00:02:08.000,1,False,BMW,Fuel,2021,3907,7,True,True,False
[26 - 50],2015-09-05 00:02:08.000,1,False,BMW,Fuel,2020,3907,6,True,True,False
[1 - 25],2015-09-05 00:02:08.000,1,False,BMW,Fuel,2019,3907,5,True,True,False
[1 - 25],2015-09-05 00:02:08.000,1,False,BMW,Fuel,2018,3907,4,True,True,False
[1 - 25],2015-09-05 00:02:08.000,1,False,BMW,Fuel,2017,3907,3,True,True,False
[1 - 25],2015-09-05 00:02:08.000,1,False,BMW,Fuel,2016,3907,2,True,True,False
[26 - 50],2015-09-04 16:40:27.000,1,False,BMW,Engine,2021,175993,7,True,True,True
[301 - 500],2015-09-04 16:40:27.000,1,False,BMW,Engine,2020,175993,6,True,True,True
[151 - 300],2015-09-04 16:40:27.000,1,False,BMW,Engine,2019,175993,5,True,True,True
[151 - 300],2015-09-04 16:40:27.000,1,False,BMW,Engine,2018,175993,4,True,True,True
[51 - 150],2015-09-04 16:40:27.000,1,False,BMW,Engine,2017,175993,3,True,True,True
[51 - 150],2015-09-04 16:40:27.000,1,False,BMW,Engine,2016,175993,2,True,True,True
[51 - 150],2015-09-04 16:40:27.000,1,False,BMW,Body,2021,1335704,7,True,True,True
[501 - 1000],2015-09-04 16:40:27.000,1,False,BMW,Body,2020,1335704,6,True,True,True
[301 - 500],2015-09-04 16:40:27.000,1,False,BMW,Body,2019,1335704,5,True,True,True
[501 - 1000],2015-09-04 16:40:27.000,1,False,BMW,Body,2018,1335704,4,True,True,True
[301 - 500],2015-09-04 16:40:27.000,1,False,BMW,Body,2017,1335704,3,True,True,True
[501 - 1000],2015-09-04 16:40:27.000,1,False,BMW,Body,2016,1335704,2,True,True,True
[51 - 150],2015-09-04 16:40:27.000,1,False,Saab,Body,2021,1335704,7,True,True,True
[501 - 1000],2015-09-04 16:40:27.000,1,False,Saab,Body,2020,1335704,6,True,True,True
[301 - 500],2015-09-04 16:40:27.000,1,False,Saab,Body,2019,1335704,5,True,True,True
[501 - 1000],2015-09-04 16:40:27.000,1,False,Saab,Body,2018,1335704,4,True,True,True
[301 - 500],2015-09-04 16:40:27.000,1,False,Saab,Body,2017,1335704,3,True,True,True
[501 - 1000],2015-09-04 16:40:27.000,1,False,Saab,Body,2016,1335704,2,True,True,True
[1 - 25],2015-09-04 16:40:26.000,1,False,Volkswagen,Electrical,2021,58096,7,False,False,False
[26 - 50],2015-09-04 16:40:26.000,1,False,Volkswagen,Electrical,2020,58096,6,False,False,False
[1 - 25],2015-09-04 16:40:26.000,1,False,Volkswagen,Electrical,2019,58096,5,False,False,False
[1 - 25],2015-09-04 16:40:26.000,1,False,Volkswagen,Electrical,2018,58096,4,False,False,False
[1 - 25],2015-09-04 16:40:26.000,1,False,Volkswagen,Electrical,2017,58096,3,False,False,False
[26 - 50],2015-09-04 16:40:26.000,1,False,Volkswagen,Electrical,2016,58096,2,False,False,False
[1 - 25],2015-09-04 16:40:25.000,1,False,Volkswagen,Electrical,2021,56486,7,False,False,False
[1 - 25],2015-09-04 16:40:25.000,1,False,Volkswagen,Electrical,2020,56486,6,False,False,False
[1 - 25],2015-09-04 16:40:25.000,1,False,Volkswagen,Electrical,2019,56486,5,False,False,False
[1 - 25],2015-09-04 16:40:25.000,1,False,Volkswagen,Electrical,2018,56486,4,False,False,False
[1 - 25],2015-09-04 16:40:25.000,1,False,Volkswagen,Electrical,2017,56486,3,False,False,False
[26 - 50],2015-09-04 16:40:25.000,1,False,Volkswagen,Electrical,2016,56486,2,False,False,False
[51 - 150],2015-09-03 21:52:50.000,1,False,Audi,Electrical,2021,3792239,7,True,True,False
[501 - 1000],2015-09-03 21:52:50.000,1,False,Audi,Electrical,2020,3792239,6,True,True,False
[1001 - 2500],2015-09-03 21:52:50.000,1,False,Audi,Electrical,2019,3792239,5,True,True,False
[301 - 500],2015-09-03 21:52:50.000,1,False,Audi,Electrical,2016,3792239,2,True,True,False
[501 - 1000],2015-09-03 21:52:50.000,1,False,Audi,Electrical,2017,3792239,3,True,True,False
[1001 - 2500],2015-09-03 21:52:50.000,1,False,Audi,Electrical,2018,3792239,4,True,True,False
[51 - 150],2015-09-03 21:52:50.000,1,False,Porsche,Electrical,2021,3792239,7,True,True,False
[501 - 1000],2015-09-03 21:52:50.000,1,False,Porsche,Electrical,2020,3792239,6,True,True,False
[1001 - 2500],2015-09-03 21:52:50.000,1,False,Porsche,Electrical,2019,3792239,5,True,True,False
[301 - 500],2015-09-03 21:52:50.000,1,False,Porsche,Electrical,2016,3792239,2,True,True,False
[501 - 1000],2015-09-03 21:52:50.000,1,False,Porsche,Electrical,2017,3792239,3,True,True,False
[1001 - 2500],2015-09-03 21:52:50.000,1,False,Porsche,Electrical,2018,3792239,4,True,True,False
[51 - 150],2015-09-03 21:52:50.000,1,False,Volkswagen,Electrical,2021,3792239,7,True,True,False
[501 - 1000],2015-09-03 21:52:50.000,1,False,Volkswagen,Electrical,2020,3792239,6,True,True,False
[1001 - 2500],2015-09-03 21:52:50.000,1,False,Volkswagen,Electrical,2019,3792239,5,True,True,False
[301 - 500],2015-09-03 21:52:50.000,1,False,Volkswagen,Electrical,2016,3792239,2,True,True,False
[501 - 1000],2015-09-03 21:52:50.000,1,False,Volkswagen,Electrical,2017,3792239,3,True,True,False
[1001 - 2500],2015-09-03 21:52:50.000,1,False,Volkswagen,Electrical,2018,3792239,4,True,True,False
[26 - 50],2015-09-03 21:13:30.000,1,False,Audi,Electrical,2021,125638,7,True,True,False
[51 - 150],2015-09-03 21:13:30.000,1,False,Audi,Electrical,2020,125638,6,True,True,False
[51 - 150],2015-09-03 21:13:30.000,1,False,Audi,Electrical,2019,125638,5,True,True,False
[51 - 150],2015-09-03 21:13:30.000,1,False,Audi,Electrical,2018,125638,4,True,True,False
